TOP.DesignIndex,TOP.Color,TOP.DesignCount,TOP.VT,TOP.Voltage,TOP.top_FMA.FMA.Designware_MODE,TOP.top_FMA.FMA.EnableDenormals,TOP.top_FMA.FMA.ExponentWidth,TOP.top_FMA.FMA.FractionWidth,TOP.top_FMA.FMA.UseInc,STAT_Comp_Good,STAT_Mapped_Timing_Good,STAT_Optimized_Timing_Good,STAT_Pareto,STAT_Routed_Timing_Good,STAT_Run_Good,STAT_Synthesis_Good,STAT_Timing_Good,INFO_Comb_Cell_Count,INFO_DESIGN,INFO_DESIGN_NAME,INFO_EvalTime,INFO_GenTime,INFO_IO2CORE,INFO_Mapped_Comb_Cell_Count,INFO_Mapped_Seq_Cell_Count,INFO_Optimized_Comb_Cell_Count,INFO_Optimized_Seq_Cell_Count,INFO_Routed_Comb_Cell_Count,INFO_Routed_Seq_Cell_Count,INFO_Seq_Cell_Count,INFO_Suggest_Delay,INFO_TARGET,INFO_TARGET_DELAY,INFO_TARGET_VOLTAGE,INFO_TotalRunTime,INFO_VT,COST_Area,COST_Delay,COST_Dyn_Energy,COST_Leak_Power,COST_Mapped_Area,COST_Mapped_Delay,COST_Mapped_Dyn_Energy,COST_Mapped_Leak_Power,COST_Optimized_Area,COST_Optimized_Delay,COST_Optimized_Dyn_Energy,COST_Optimized_Leak_Power,COST_Routed_Area,COST_Routed_Delay,COST_Routed_Dyn_Energy,COST_Routed_Leak_Power,
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 122016 , FMA_unq1 , FMA , 56337 , 70 , 30 , 121378 , 0 , 122016 , 0 , 114448 , 0 , 0 , 2.72 , 0 , 0.4 , 0.9 , 56407 , svt , 0.162983 , 2.72 , 97.2547 , 8.1521 , 0.136963842257 , 1.81 , 70.7845 , 6.5285 , 0.162983 , 2.72 , 97.2547 , 8.1521 , 0.165008 , 2.42 , 105.6058 , 8.4245 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 130890 , FMA_unq1 , FMA , 81249 , 67 , 30 , 126937 , 0 , 130890 , 0 , 116035 , 0 , 0 , 2.77 , 0 , 0.8 , 0.9 , 81316 , svt , 0.181234 , 2.77 , 105.6691 , 9.2645 , 0.150901911725 , 1.85 , 72.2196 , 7.1781 , 0.181234 , 2.77 , 105.6691 , 9.2645 , 0.185488 , 2.64 , 114.9388 , 10.0317 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 99871 , FMA_unq1 , FMA , 56050 , 80 , 30 , 96651 , 0 , 99871 , 0 , 90071 , 0 , 0 , 3.01 , 0 , 0.8 , 0.9 , 56130 , svt , 0.134046 , 3.01 , 84.1787 , 6.6453 , 0.105254354096 , 2.13 , 57.6724 , 4.7218 , 0.134046 , 3.01 , 84.1787 , 6.6453 , 0.136295 , 2.80 , 91.5827 , 7.0461 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 108324 , FMA_unq1 , FMA , 47025 , 66 , 30 , 106912 , 0 , 108324 , 0 , 87928 , 0 , 0 , 4.13 , 0 , 0.1 , 0.9 , 47091 , svt , 0.142532 , 4.13 , 85.7152 , 6.9476 , 0.121745637143 , 2.98 , 63.3616 , 5.4367 , 0.142532 , 4.13 , 85.7152 , 6.9476 , 0.131153 , 3.92 , 90.5920 , 6.4315 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 77900 , FMA_unq1 , FMA , 84932 , 75 , 30 , 76047 , 0 , 77900 , 0 , 80771 , 0 , 0 , 5.43 , 0 , 3.2 , 0.9 , 85007 , svt , 0.123533 , 5.43 , 90.7950 , 6.2742 , 0.105612269445 , 4.59 , 71.5323 , 5.2986 , 0.123533 , 5.43 , 90.7950 , 6.2742 , 0.127416 , 5.36 , 95.7130 , 6.5154 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 69406 , FMA_unq1 , FMA , 121119 , 75 , 30 , 68970 , 0 , 69406 , 0 , 72124 , 0 , 0 , 5.63 , 0 , 7.03 , 0.9 , 121194 , svt , 0.103986 , 5.63 , 75.0422 , 4.4590 , 0.096329219076 , 4.64 , 66.2515 , 4.7137 , 0.103986 , 5.63 , 75.0422 , 4.4590 , 0.106128 , 5.70 , 77.7853 , 4.5758 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 101904 , FMA_unq1 , FMA , 97543 , 72 , 30 , 102236 , 0 , 101904 , 0 , 102859 , 0 , 0 , 9.99 , 0 , 3.2 , 0.9 , 97615 , svt , 0.137226 , 9.99 , 97.5414 , 6.4839 , 0.124575799685 , 8.90 , 84.8179 , 5.9848 , 0.137226 , 9.99 , 97.5414 , 6.4839 , 0.135945 , 9.86 , 97.2557 , 6.4055 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 93274 , FMA_unq1 , FMA , 135760 , 72 , 30 , 92561 , 0 , 93274 , 0 , 94268 , 0 , 0 , 10.19 , 0 , 13.03 , 0.9 , 135832 , svt , 0.127376 , 10.19 , 89.6460 , 5.3243 , 0.118496878582 , 8.96 , 84.1448 , 5.5849 , 0.127376 , 10.19 , 89.6460 , 5.3243 , 0.124973 , 10.42 , 91.2598 , 5.1284 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 52088 , FMA_unq1 , FMA , 7770 , 70 , 30 , 51499 , 0 , 52088 , 0 , 39267 , 0 , 0 , 13.93 , 0 , 20 , 0.9 , 7840 , svt , 0.071086 , 13.93 , 51.7835 , 2.1861 , 0.066677965276 , 10.04 , 38.0863 , 2.8684 , 0.071086 , 13.93 , 51.7835 , 2.1861 , 0.063996 , 14.12 , 52.1068 , 2.0980 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 39674 , FMA_unq1 , FMA , 8066 , 71 , 30 , 39086 , 0 , 39674 , 0 , 39840 , 0 , 0 , 14.96 , 0 , 40 , 0.9 , 8137 , svt , 0.083618 , 14.96 , 62.0621 , 3.8073 , 0.078749192148 , 8.98 , 47.9798 , 4.0860 , 0.083618 , 14.96 , 62.0621 , 3.8073 , 0.08378 , 15.33 , 62.3353 , 3.8134 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 68243 , FMA_unq1 , FMA , 9786 , 67 , 30 , 67069 , 0 , 68243 , 0 , 42390 , 0 , 0 , 15.26 , 0 , 20 , 0.9 , 9853 , svt , 0.079374 , 15.26 , 55.3452 , 2.1010 , 0.073885316498 , 11.21 , 38.0783 , 2.8686 , 0.079374 , 15.26 , 55.3452 , 2.1010 , 0.064743 , 15.27 , 51.8758 , 1.9099 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 35031 , FMA_unq1 , FMA , 7403 , 73 , 30 , 34644 , 0 , 35031 , 0 , 34889 , 0 , 0 , 15.28 , 0 , 40 , 0.9 , 7476 , svt , 0.067458 , 15.28 , 53.5044 , 2.5856 , 0.063393220263 , 8.86 , 41.5500 , 3.1856 , 0.067458 , 15.28 , 53.5044 , 2.5856 , 0.067412 , 15.46 , 54.4699 , 2.5975 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 68434 , FMA_unq1 , FMA , 10870 , 67 , 30 , 66939 , 0 , 68434 , 0 , 44533 , 0 , 0 , 15.34 , 0 , 20 , 0.9 , 10937 , svt , 0.079587 , 15.34 , 54.3107 , 2.1175 , 0.073739080901 , 12.20 , 39.6065 , 2.8781 , 0.079587 , 15.34 , 54.3107 , 2.1175 , 0.066128 , 15.33 , 54.0461 , 1.9641 , 
4 , 0.642857142857143 , 6 , svt , 1.0 , OFF , YES , 15 , 112 , NO , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 67128 , FMA_unq1 , FMA , 60994 , 66 , 30 , 66598 , 0 , 67128 , 0 , 41961 , 0 , 0 , 20.36 , 0 , 42.4 , 0.9 , 61060 , svt , 0.077491 , 20.36 , 52.1872 , 2.0146 , 0.072663393697 , 13.77 , 38.3621 , 2.7081 , 0.077491 , 20.36 , 52.1872 , 2.0146 , 0.063334 , 21.64 , 54.6107 , 1.8587 , 
5 , 0.785714285714286 , 6 , svt , 1.0 , ON , YES , 15 , 112 , NO , 1 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 63639 , FMA_unq1 , FMA , 46364 , 36 , 30 , 57409 , 0 , 63639 , 0 , 63638 , 0 , 0 , 3.65 , 0 , 0.4 , 0.9 , 46400 , svt , 0.119965 , 3.65 , 101.0725 , 7.0364 , 0.10107384921 , 2.54 , 66.4061 , 5.8895 , 0.119965 , 3.65 , 101.0725 , 7.0364 , 0.119965 , 3.65 , 101.2943 , 7.0313 , 
5 , 0.785714285714286 , 6 , svt , 1.0 , ON , YES , 15 , 112 , NO , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 72962 , FMA_unq1 , FMA , 69596 , 36 , 30 , 45148 , 0 , 72962 , 0 , 72982 , 0 , 0 , 4.17 , 0 , 4.67 , 0.9 , 69632 , svt , 0.10884 , 4.17 , 88.3802 , 5.2157 , 0.0770912099 , 2.89 , 51.2376 , 4.0567 , 0.10884 , 4.17 , 88.3802 , 5.2157 , 0.10884 , 4.17 , 88.7371 , 5.2223 , 
5 , 0.785714285714286 , 6 , svt , 1.0 , ON , YES , 15 , 112 , NO , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 30624 , FMA_unq1 , FMA , 14287 , 36 , 30 , 29944 , 0 , 30624 , 0 , 30629 , 0 , 0 , 32.50 , 0 , 42.5457208684157 , 0.9 , 14323 , svt , 0.061439 , 32.50 , 52.7210 , 2.3454 , 0.05724903389 , 26.05 , 38.6371 , 2.6970 , 0.061439 , 32.50 , 52.7210 , 2.3454 , 0.061439 , 32.53 , 52.7139 , 2.3465 , 
5 , 0.785714285714286 , 6 , svt , 1.0 , ON , YES , 15 , 112 , NO , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 29000 , FMA_unq1 , FMA , 11403 , 35 , 30 , 27651 , 0 , 29000 , 0 , 28997 , 0 , 0 , 54.88 , 0 , 80 , 0.9 , 11438 , svt , 0.058052 , 54.88 , 48.6518 , 2.0929 , 0.053972932638 , 41.42 , 36.6254 , 2.3047 , 0.058052 , 54.88 , 48.6518 , 2.0929 , 0.058052 , 54.90 , 48.6876 , 2.0921 , 
