TOP.DesignIndex,TOP.Color,TOP.DesignCount,TOP.top_Multiplier.Multiplier.Designware_MODE,TOP.top_Multiplier.Multiplier.MultP.BoothType,TOP.top_Multiplier.Multiplier.MultP.Designware_MODE,TOP.top_Multiplier.Multiplier.MultP.TreeType,TOP.top_Multiplier.Multiplier.PartialProductSum.AdderType,TOP.top_Multiplier.Multiplier.UseInc,TOP.top_Multiplier.Multiplier.Width,STAT_Comp_Good,STAT_Mapped_Timing_Good,STAT_Optimized_Timing_Good,STAT_Pareto,STAT_Routed_Timing_Good,STAT_Run_Good,STAT_Synthesis_Good,STAT_Timing_Good,INFO_Comb_Cell_Count,INFO_DESIGN,INFO_DESIGN_NAME,INFO_EvalTime,INFO_GenTime,INFO_IO2CORE,INFO_Mapped_Comb_Cell_Count,INFO_Mapped_Seq_Cell_Count,INFO_Optimized_Comb_Cell_Count,INFO_Optimized_Seq_Cell_Count,INFO_Routed_Comb_Cell_Count,INFO_Routed_Seq_Cell_Count,INFO_Seq_Cell_Count,INFO_Suggest_Delay,INFO_TARGET,INFO_TARGET_DELAY,INFO_TARGET_VOLTAGE,INFO_TotalRunTime,INFO_VT,COST_Area,COST_Delay,COST_Dyn_Energy,COST_Leak_Power,COST_Mapped_Area,COST_Mapped_Delay,COST_Mapped_Dyn_Energy,COST_Mapped_Leak_Power,COST_Optimized_Area,COST_Optimized_Delay,COST_Optimized_Dyn_Energy,COST_Optimized_Leak_Power,COST_Routed_Area,COST_Routed_Delay,COST_Routed_Dyn_Energy,COST_Routed_Leak_Power,
14 , 0.5 , 28 , OFF , 2 , OFF , ZM , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 910 , Multiplier_unq1 , Multiplier , 384 , 35 , 30 , 893 , 0 , 910 , 0 , 884 , 0 , 0 , 1.16 , 0 , 1.50249792013167 , 0.9 , 419 , svt , 0.001459 , 1.16 , 0.7271022 , 0.0493266 , 0.001385092808 , 0.93 , 0.680631 , 0.0692836 , 0.001459 , 1.16 , 0.7271022 , 0.0493266 , 0.001444 , 1.16 , 0.7327556 , 0.050695 , 
15 , 0.53448275862069 , 28 , OFF , 3 , OFF , Array , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1184 , Multiplier_unq1 , Multiplier , 1493 , 37 , 30 , 1173 , 0 , 1184 , 0 , 991 , 0 , 0 , 1.54 , 0 , 1.98 , 0.9 , 1530 , svt , 0.001403 , 1.54 , 0.634025 , 0.0405505 , 0.001340463621 , 1.21 , 0.5572014 , 0.0568125 , 0.001403 , 1.54 , 0.634025 , 0.0405505 , 0.001298 , 1.53 , 0.604981 , 0.0387711 , 
16 , 0.568965517241379 , 28 , OFF , 3 , OFF , Array , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1434 , Multiplier_unq1 , Multiplier , 571 , 33 , 30 , 1429 , 0 , 1434 , 0 , 1222 , 0 , 0 , 1.09 , 0 , 1.39698527203713 , 0.9 , 604 , svt , 0.001704 , 1.09 , 0.7372487 , 0.0547988 , 0.001655866829 , 0.86 , 0.6950682 , 0.0756854 , 0.001704 , 1.09 , 0.7372487 , 0.0547988 , 0.001598 , 1.09 , 0.7362648 , 0.0553088 , 
16 , 0.568965517241379 , 28 , OFF , 3 , OFF , Array , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1167 , Multiplier_unq1 , Multiplier , 438 , 38 , 30 , 1167 , 0 , 1167 , 0 , 958 , 0 , 0 , 3.48 , 0 , 40 , 0.9 , 476 , svt , 0.001452 , 3.48 , 0.4113027 , 0.0213473 , 0.00137221561 , 2.12 , 0.3917058 , 0.0337901 , 0.001452 , 3.48 , 0.4113027 , 0.0213473 , 0.00133 , 3.75 , 0.4150149 , 0.0205193 , 
17 , 0.603448275862069 , 28 , OFF , 3 , OFF , OS1 , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1359 , Multiplier_unq1 , Multiplier , 420 , 36 , 30 , 1301 , 0 , 1359 , 0 , 1144 , 0 , 0 , 0.97 , 0 , 1.25534818963611 , 0.9 , 456 , svt , 0.001583 , 0.97 , 0.7274659 , 0.0510083 , 0.001504162829 , 0.77 , 0.6377111 , 0.0678411 , 0.001583 , 0.97 , 0.7274659 , 0.0510083 , 0.001466 , 0.98 , 0.7039162 , 0.0491428 , 
17 , 0.603448275862069 , 28 , OFF , 3 , OFF , OS1 , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1287 , Multiplier_unq1 , Multiplier , 394 , 36 , 30 , 1238 , 0 , 1287 , 0 , 1059 , 0 , 0 , 1.10 , 0 , 1.42080102932798 , 0.9 , 430 , svt , 0.001484 , 1.10 , 0.6601356 , 0.0445049 , 0.001387209624 , 0.87 , 0.5480403 , 0.0591435 , 0.001484 , 1.10 , 0.6601356 , 0.0445049 , 0.001355 , 1.10 , 0.6315062 , 0.0413378 , 
17 , 0.603448275862069 , 28 , OFF , 3 , OFF , OS1 , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1232 , Multiplier_unq1 , Multiplier , 381 , 35 , 30 , 1216 , 0 , 1232 , 0 , 1040 , 0 , 0 , 1.25 , 0 , 1.60806028288026 , 0.9 , 416 , svt , 0.001444 , 1.25 , 0.627083 , 0.0412954 , 0.001384740023 , 0.99 , 0.5456982 , 0.059058 , 0.001444 , 1.25 , 0.627083 , 0.0412954 , 0.001346 , 1.24 , 0.6253714 , 0.0407269 , 
17 , 0.603448275862069 , 28 , OFF , 3 , OFF , OS1 , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1185 , Multiplier_unq1 , Multiplier , 372 , 35 , 30 , 1177 , 0 , 1185 , 0 , 997 , 0 , 0 , 1.41 , 0 , 1.82 , 0.9 , 407 , svt , 0.00142 , 1.41 , 0.6191009 , 0.0396312 , 0.001344344421 , 1.11 , 0.5449359 , 0.0573154 , 0.00142 , 1.41 , 0.6191009 , 0.0396312 , 0.001306 , 1.41 , 0.5997614 , 0.0381793 , 
17 , 0.603448275862069 , 28 , OFF , 3 , OFF , OS1 , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 950 , Multiplier_unq1 , Multiplier , 469 , 35 , 30 , 950 , 0 , 950 , 0 , 741 , 0 , 0 , 3.38 , 1 , 40 , 0.9 , 504 , svt , 0.001298 , 3.38 , 0.4707235 , 0.0304338 , 0.001231448402 , 2.49 , 0.4058077 , 0.0419809 , 0.001298 , 3.38 , 0.4707235 , 0.0304338 , 0.001184 , 3.62 , 0.4689859 , 0.0292484 , 
17 , 0.603448275862069 , 28 , OFF , 3 , OFF , OS1 , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 950 , Multiplier_unq1 , Multiplier , 469 , 35 , 30 , 950 , 0 , 950 , 0 , 741 , 0 , 0 , 4.80 , 0 , 40 , 0.9 , 504 , svt , 0.001298 , 4.80 , 0.3738971 , 0.0223496 , 0.001231448402 , 3.56 , 0.3229566 , 0.0307449 , 0.001298 , 4.80 , 0.3738971 , 0.0223496 , 0.001184 , 5.14 , 0.3724878 , 0.0214756 , 
19 , 0.672413793103448 , 28 , OFF , 3 , OFF , Wallace , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1011 , Multiplier_unq1 , Multiplier , 377 , 34 , 30 , 1011 , 0 , 1011 , 0 , 833 , 0 , 0 , 2.87 , 0 , 20 , 0.9 , 411 , svt , 0.001322 , 2.87 , 0.5672722 , 0.0363867 , 0.001253322008 , 2.18 , 0.4738089 , 0.0479464 , 0.001322 , 2.87 , 0.5672722 , 0.0363867 , 0.001225 , 2.99 , 0.5688101 , 0.0350316 , 
19 , 0.672413793103448 , 28 , OFF , 3 , OFF , Wallace , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1011 , Multiplier_unq1 , Multiplier , 377 , 34 , 30 , 1011 , 0 , 1011 , 0 , 833 , 0 , 0 , 3.72 , 1 , 20 , 0.9 , 411 , svt , 0.001322 , 3.72 , 0.4595293 , 0.0271325 , 0.001253322008 , 2.86 , 0.3842162 , 0.0356625 , 0.001322 , 3.72 , 0.4595293 , 0.0271325 , 0.001225 , 3.88 , 0.4607008 , 0.0261185 , 
19 , 0.672413793103448 , 28 , OFF , 3 , OFF , Wallace , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1011 , Multiplier_unq1 , Multiplier , 377 , 34 , 30 , 1011 , 0 , 1011 , 0 , 833 , 0 , 0 , 5.28 , 0 , 20 , 0.9 , 411 , svt , 0.001322 , 5.28 , 0.3647854 , 0.0199406 , 0.001253322008 , 4.11 , 0.3055832 , 0.026138 , 0.001322 , 5.28 , 0.3647854 , 0.0199406 , 0.001225 , 5.54 , 0.3656461 , 0.019193 , 
20 , 0.706896551724138 , 28 , OFF , 3 , OFF , Wallace , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1355 , Multiplier_unq1 , Multiplier , 434 , 34 , 30 , 1341 , 0 , 1355 , 0 , 1154 , 0 , 0 , 1.01 , 0 , 1.30120379225791 , 0.9 , 468 , svt , 0.00163 , 1.01 , 0.7268528 , 0.0530008 , 0.001602064826 , 0.80 , 0.6808102 , 0.073865 , 0.00163 , 1.01 , 0.7268528 , 0.0530008 , 0.001517 , 1.01 , 0.7105845 , 0.0527815 , 
20 , 0.706896551724138 , 28 , OFF , 3 , OFF , Wallace , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1269 , Multiplier_unq1 , Multiplier , 410 , 34 , 30 , 1227 , 0 , 1269 , 0 , 1029 , 0 , 0 , 1.10 , 0 , 1.41585888068844 , 0.9 , 444 , svt , 0.001541 , 1.10 , 0.692019 , 0.047138 , 0.001466060422 , 0.87 , 0.6368687 , 0.066828 , 0.001541 , 1.10 , 0.692019 , 0.047138 , 0.001411 , 1.09 , 0.6679948 , 0.0453655 , 
20 , 0.706896551724138 , 28 , OFF , 3 , OFF , Wallace , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1235 , Multiplier_unq1 , Multiplier , 381 , 35 , 30 , 1193 , 0 , 1235 , 0 , 1002 , 0 , 0 , 1.17 , 0 , 1.54061675961285 , 0.9 , 416 , svt , 0.001501 , 1.17 , 0.6732273 , 0.0446867 , 0.001396382414 , 0.95 , 0.6051263 , 0.0632643 , 0.001501 , 1.17 , 0.6732273 , 0.0446867 , 0.001371 , 1.20 , 0.6594944 , 0.0433501 , 
20 , 0.706896551724138 , 28 , OFF , 3 , OFF , Wallace , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1199 , Multiplier_unq1 , Multiplier , 372 , 35 , 30 , 1162 , 0 , 1199 , 0 , 977 , 0 , 0 , 1.28 , 0 , 1.67636763265977 , 0.9 , 407 , svt , 0.001468 , 1.28 , 0.6524826 , 0.0425969 , 0.00137733121 , 1.01 , 0.6036904 , 0.0634307 , 0.001468 , 1.28 , 0.6524826 , 0.0425969 , 0.001355 , 1.30 , 0.6580256 , 0.0430789 , 
20 , 0.706896551724138 , 28 , OFF , 3 , OFF , Wallace , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1232 , Multiplier_unq1 , Multiplier , 408 , 35 , 30 , 1232 , 0 , 1232 , 0 , 1066 , 0 , 0 , 2.35 , 1 , 20 , 0.9 , 443 , svt , 0.001476 , 2.35 , 0.5151718 , 0.0254966 , 0.001400792417 , 1.50 , 0.4430458 , 0.0348616 , 0.001476 , 2.35 , 0.5151718 , 0.0254966 , 0.001387 , 2.52 , 0.5145909 , 0.0245813 , 
20 , 0.706896551724138 , 28 , OFF , 3 , OFF , Wallace , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1232 , Multiplier_unq1 , Multiplier , 408 , 35 , 30 , 1232 , 0 , 1232 , 0 , 1066 , 0 , 0 , 3.37 , 0 , 20 , 0.9 , 443 , svt , 0.001476 , 3.37 , 0.4084619 , 0.0187815 , 0.001400792417 , 2.14 , 0.3519329 , 0.0255815 , 0.001476 , 3.37 , 0.4084619 , 0.0187815 , 0.001387 , 3.63 , 0.407942 , 0.018106 , 
21 , 0.741379310344828 , 28 , OFF , 3 , OFF , ZM , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1230 , Multiplier_unq1 , Multiplier , 1601 , 36 , 30 , 1228 , 0 , 1230 , 0 , 1047 , 0 , 0 , 1.76 , 0 , 16 , 0.9 , 1637 , svt , 0.001476 , 1.76 , 0.6350123 , 0.0340245 , 0.001396911617 , 1.20 , 0.5503364 , 0.0482988 , 0.001476 , 1.76 , 0.6350123 , 0.0340245 , 0.001371 , 1.96 , 0.6274127 , 0.0325901 , 
21 , 0.741379310344828 , 28 , OFF , 3 , OFF , ZM , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1229 , Multiplier_unq1 , Multiplier , 401 , 36 , 30 , 1228 , 0 , 1229 , 0 , 1047 , 0 , 0 , 1.76 , 0 , 20 , 0.9 , 437 , svt , 0.001476 , 1.76 , 0.635181 , 0.0339882 , 0.001396911617 , 1.20 , 0.5503364 , 0.0482988 , 0.001476 , 1.76 , 0.635181 , 0.0339882 , 0.001371 , 1.96 , 0.6263348 , 0.0325901 , 
21 , 0.741379310344828 , 28 , OFF , 3 , OFF , ZM , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1230 , Multiplier_unq1 , Multiplier , 1601 , 36 , 30 , 1228 , 0 , 1230 , 0 , 1047 , 0 , 0 , 2.30 , 1 , 16 , 0.9 , 1637 , svt , 0.001476 , 2.30 , 0.5142143 , 0.0254207 , 0.001396911617 , 1.56 , 0.4461653 , 0.035947 , 0.001476 , 2.30 , 0.5142143 , 0.0254207 , 0.001371 , 2.57 , 0.5079905 , 0.0243479 , 
21 , 0.741379310344828 , 28 , OFF , 3 , OFF , ZM , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1229 , Multiplier_unq1 , Multiplier , 401 , 36 , 30 , 1228 , 0 , 1229 , 0 , 1047 , 0 , 0 , 2.30 , 1 , 20 , 0.9 , 437 , svt , 0.001476 , 2.30 , 0.5143435 , 0.025394 , 0.001396911617 , 1.56 , 0.4461653 , 0.035947 , 0.001476 , 2.30 , 0.5143435 , 0.025394 , 0.001371 , 2.58 , 0.5071134 , 0.0243479 , 
21 , 0.741379310344828 , 28 , OFF , 3 , OFF , ZM , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1229 , Multiplier_unq1 , Multiplier , 401 , 36 , 30 , 1228 , 0 , 1229 , 0 , 1047 , 0 , 0 , 3.29 , 0 , 20 , 0.9 , 437 , svt , 0.001476 , 3.29 , 0.4078594 , 0.0187068 , 0.001396911617 , 2.24 , 0.3544341 , 0.0263686 , 0.001476 , 3.29 , 0.4078594 , 0.0187068 , 0.001371 , 3.71 , 0.4020858 , 0.0179355 , 
21 , 0.741379310344828 , 28 , OFF , 3 , OFF , ZM , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1230 , Multiplier_unq1 , Multiplier , 1601 , 36 , 30 , 1228 , 0 , 1230 , 0 , 1047 , 0 , 0 , 3.30 , 0 , 16 , 0.9 , 1637 , svt , 0.001476 , 3.30 , 0.4077605 , 0.0187261 , 0.001396911617 , 2.24 , 0.3544341 , 0.0263686 , 0.001476 , 3.30 , 0.4077605 , 0.0187261 , 0.001371 , 3.70 , 0.4027822 , 0.0179355 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1105 , Multiplier_unq1 , Multiplier , 796 , 35 , 30 , 1036 , 0 , 1105 , 0 , 1106 , 0 , 0 , 0.68 , 0 , 0.85 , 0.9 , 831 , svt , 0.002038 , 0.68 , 1.0955 , 0.1051874 , 0.002004080424 , 0.57 , 0.9889229 , 0.1233592 , 0.002038 , 0.68 , 1.0955 , 0.1051874 , 0.002038 , 0.68 , 1.0994 , 0.1055535 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 897 , Multiplier_unq1 , Multiplier , 499 , 33 , 30 , 883 , 0 , 897 , 0 , 896 , 0 , 0 , 0.77 , 0 , 0.979218616479338 , 0.9 , 532 , svt , 0.001531 , 0.77 , 0.8273132 , 0.0687351 , 0.001564315214 , 0.60 , 0.8181216 , 0.0913354 , 0.001531 , 0.77 , 0.8273132 , 0.0687351 , 0.001531 , 0.76 , 0.8264806 , 0.0685752 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 742 , Multiplier_unq1 , Multiplier , 262 , 32 , 30 , 732 , 0 , 742 , 0 , 742 , 0 , 0 , 0.86 , 0 , 1.11496406844152 , 0.9 , 294 , svt , 0.001412 , 0.86 , 0.7514169 , 0.0610888 , 0.001365865201 , 0.68 , 0.7173561 , 0.078946 , 0.001412 , 0.86 , 0.7514169 , 0.0610888 , 0.001412 , 0.86 , 0.7513184 , 0.0611384 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 723 , Multiplier_unq1 , Multiplier , 266 , 32 , 30 , 699 , 0 , 723 , 0 , 723 , 0 , 0 , 0.98 , 0 , 1.26952740991103 , 0.9 , 298 , svt , 0.00134 , 0.98 , 0.6901161 , 0.0545547 , 0.001246442397 , 0.78 , 0.6097422 , 0.0664681 , 0.00134 , 0.98 , 0.6901161 , 0.0545547 , 0.00134 , 0.98 , 0.6916447 , 0.0547135 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 677 , Multiplier_unq1 , Multiplier , 277 , 34 , 30 , 673 , 0 , 677 , 0 , 677 , 0 , 0 , 1.11 , 0 , 1.44551729525078 , 0.9 , 311 , svt , 0.001335 , 1.11 , 0.6962453 , 0.0565787 , 0.001253498397 , 0.89 , 0.6269895 , 0.0694422 , 0.001335 , 1.11 , 0.6962453 , 0.0565787 , 0.001335 , 1.11 , 0.6976229 , 0.0566494 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 659 , Multiplier_unq1 , Multiplier , 273 , 34 , 30 , 659 , 0 , 659 , 0 , 659 , 0 , 0 , 1.27 , 0 , 1.64590400692142 , 0.9 , 307 , svt , 0.001304 , 1.27 , 0.678064 , 0.0524888 , 0.001215219594 , 1.01 , 0.6138131 , 0.0658533 , 0.001304 , 1.27 , 0.678064 , 0.0524888 , 0.001304 , 1.26 , 0.6770951 , 0.0525071 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 677 , Multiplier_unq1 , Multiplier , 277 , 34 , 30 , 673 , 0 , 677 , 0 , 677 , 0 , 0 , 1.44 , 1 , 1.44551729525078 , 0.9 , 311 , svt , 0.001335 , 1.44 , 0.5645651 , 0.0421061 , 0.001253498397 , 1.16 , 0.5083798 , 0.0516144 , 0.001335 , 1.44 , 0.5645651 , 0.0421061 , 0.001335 , 1.44 , 0.5656706 , 0.0421603 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 647 , Multiplier_unq1 , Multiplier , 274 , 33 , 30 , 638 , 0 , 647 , 0 , 648 , 0 , 0 , 1.45 , 0 , 1.87406958664581 , 0.9 , 307 , svt , 0.001259 , 1.45 , 0.6611125 , 0.0525396 , 0.001191405594 , 1.14 , 0.5995906 , 0.0651638 , 0.001259 , 1.45 , 0.6611125 , 0.0525396 , 0.001259 , 1.46 , 0.660313 , 0.0527602 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 606 , Multiplier_unq1 , Multiplier , 265 , 33 , 30 , 606 , 0 , 606 , 0 , 607 , 0 , 0 , 1.64 , 0 , 2.1338649160713 , 0.9 , 298 , svt , 0.001239 , 1.64 , 0.6563021 , 0.0519241 , 0.001170943194 , 1.30 , 0.589254 , 0.0651833 , 0.001239 , 1.64 , 0.6563021 , 0.0519241 , 0.001239 , 1.63 , 0.6564789 , 0.0520877 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 659 , Multiplier_unq1 , Multiplier , 273 , 34 , 30 , 659 , 0 , 659 , 0 , 659 , 0 , 0 , 1.65 , 1 , 1.64590400692142 , 0.9 , 307 , svt , 0.001304 , 1.65 , 0.5497441 , 0.039076 , 0.001215219594 , 1.32 , 0.4978643 , 0.0489545 , 0.001304 , 1.65 , 0.5497441 , 0.039076 , 0.001304 , 1.64 , 0.548959 , 0.0390887 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 573 , Multiplier_unq1 , Multiplier , 265 , 34 , 30 , 571 , 0 , 573 , 0 , 573 , 0 , 0 , 1.88 , 0 , 2.42967471031295 , 0.9 , 299 , svt , 0.001234 , 1.88 , 0.6502704 , 0.0524004 , 0.001160888392 , 1.48 , 0.5868946 , 0.0652777 , 0.001234 , 1.88 , 0.6502704 , 0.0524004 , 0.001234 , 1.88 , 0.6487775 , 0.0523473 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 506 , Multiplier_unq1 , Multiplier , 262 , 33 , 30 , 506 , 0 , 506 , 0 , 507 , 0 , 0 , 2.11 , 0 , 2.76649152131102 , 0.9 , 295 , svt , 0.001234 , 2.11 , 0.6521737 , 0.0542528 , 0.001144659586 , 1.68 , 0.5743179 , 0.0648276 , 0.001234 , 2.11 , 0.6521737 , 0.0542528 , 0.001234 , 2.12 , 0.6538492 , 0.0543546 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 606 , Multiplier_unq1 , Multiplier , 265 , 33 , 30 , 606 , 0 , 606 , 0 , 607 , 0 , 0 , 2.13 , 1 , 2.1338649160713 , 0.9 , 298 , svt , 0.001239 , 2.13 , 0.5320964 , 0.03866 , 0.001170943194 , 1.71 , 0.4777269 , 0.0484549 , 0.001239 , 2.13 , 0.5320964 , 0.03866 , 0.001239 , 2.13 , 0.5322493 , 0.0387804 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 522 , Multiplier_unq1 , Multiplier , 303 , 33 , 30 , 523 , 0 , 522 , 0 , 523 , 0 , 0 , 2.42 , 0 , 20 , 0.9 , 336 , svt , 0.001157 , 2.42 , 0.6489047 , 0.04821 , 0.001091034017 , 1.87 , 0.5451158 , 0.0547506 , 0.001157 , 2.42 , 0.6489047 , 0.04821 , 0.001157 , 2.42 , 0.6500358 , 0.0482461 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 506 , Multiplier_unq1 , Multiplier , 262 , 33 , 30 , 506 , 0 , 506 , 0 , 507 , 0 , 0 , 2.74 , 1 , 2.76649152131102 , 0.9 , 295 , svt , 0.001234 , 2.74 , 0.5284855 , 0.0403745 , 0.001144659586 , 2.21 , 0.4657473 , 0.0481908 , 0.001234 , 2.74 , 0.5284855 , 0.0403745 , 0.001234 , 2.76 , 0.5298806 , 0.0404498 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 522 , Multiplier_unq1 , Multiplier , 303 , 33 , 30 , 523 , 0 , 522 , 0 , 523 , 0 , 0 , 3.15 , 1 , 20 , 0.9 , 336 , svt , 0.001157 , 3.15 , 0.5247955 , 0.035806 , 0.001091034017 , 2.45 , 0.4415296 , 0.04062 , 0.001157 , 3.15 , 0.5247955 , 0.035806 , 0.001157 , 3.15 , 0.5257009 , 0.0358323 , 
25 , 0.879310344827586 , 28 , OFF , NA , ON , NA , DesignWare , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 522 , Multiplier_unq1 , Multiplier , 303 , 33 , 30 , 523 , 0 , 522 , 0 , 523 , 0 , 0 , 4.51 , 0 , 20 , 0.9 , 336 , svt , 0.001157 , 4.51 , 0.4169497 , 0.0261946 , 0.001091034017 , 3.52 , 0.3516504 , 0.0296833 , 0.001157 , 4.51 , 0.4169497 , 0.0261946 , 0.001157 , 4.50 , 0.4176602 , 0.0262134 , 
26 , 0.913793103448276 , 28 , OFF , NA , ON , NA , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1174 , Multiplier_unq1 , Multiplier , 776 , 35 , 30 , 1220 , 0 , 1174 , 0 , 1176 , 0 , 0 , 0.75 , 0 , 0.95 , 0.9 , 811 , svt , 0.002044 , 0.75 , 1.0674 , 0.0981028 , 0.002224051219 , 0.62 , 1.0691 , 0.1333698 , 0.002044 , 0.75 , 1.0674 , 0.0981028 , 0.002044 , 0.74 , 1.0701 , 0.0989352 , 
26 , 0.913793103448276 , 28 , OFF , NA , ON , NA , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1042 , Multiplier_unq1 , Multiplier , 341 , 33 , 30 , 1068 , 0 , 1042 , 0 , 1043 , 0 , 0 , 0.78 , 0 , 0.995059246011439 , 0.9 , 374 , svt , 0.001823 , 0.78 , 0.9681367 , 0.0877053 , 0.001931580014 , 0.65 , 0.9515588 , 0.1152007 , 0.001823 , 0.78 , 0.9681367 , 0.0877053 , 0.001823 , 0.78 , 0.9690998 , 0.0876354 , 
26 , 0.913793103448276 , 28 , OFF , NA , ON , NA , Sklansky , NO , 16 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 738 , Multiplier_unq1 , Multiplier , 281 , 34 , 30 , 741 , 0 , 738 , 0 , 741 , 0 , 0 , 0.97 , 0 , 1.25451428371387 , 0.9 , 315 , svt , 0.001434 , 0.97 , 0.7871461 , 0.0627764 , 0.001419490798 , 0.77 , 0.7476824 , 0.0828405 , 0.001434 , 0.97 , 0.7871461 , 0.0627764 , 0.001434 , 0.97 , 0.7880773 , 0.06317 , 
