TOP.DesignIndex,TOP.Color,TOP.DesignCount,TOP.top_Multiplier.Multiplier.Designware_MODE,TOP.top_Multiplier.Multiplier.MultP.BoothType,TOP.top_Multiplier.Multiplier.MultP.Designware_MODE,TOP.top_Multiplier.Multiplier.MultP.TreeType,TOP.top_Multiplier.Multiplier.PartialProductSum.AdderType,TOP.top_Multiplier.Multiplier.UseInc,TOP.top_Multiplier.Multiplier.Width,STAT_Comp_Good,STAT_Mapped_Timing_Good,STAT_Optimized_Timing_Good,STAT_Pareto,STAT_Routed_Timing_Good,STAT_Run_Good,STAT_Synthesis_Good,STAT_Timing_Good,INFO_Comb_Cell_Count,INFO_DESIGN,INFO_DESIGN_NAME,INFO_EvalTime,INFO_GenTime,INFO_IO2CORE,INFO_Mapped_Comb_Cell_Count,INFO_Mapped_Seq_Cell_Count,INFO_Optimized_Comb_Cell_Count,INFO_Optimized_Seq_Cell_Count,INFO_Routed_Comb_Cell_Count,INFO_Routed_Seq_Cell_Count,INFO_Seq_Cell_Count,INFO_Suggest_Delay,INFO_TARGET,INFO_TARGET_DELAY,INFO_TARGET_VOLTAGE,INFO_TotalRunTime,INFO_VT,COST_Area,COST_Delay,COST_Dyn_Energy,COST_Leak_Power,COST_Mapped_Area,COST_Mapped_Delay,COST_Mapped_Dyn_Energy,COST_Mapped_Leak_Power,COST_Optimized_Area,COST_Optimized_Delay,COST_Optimized_Dyn_Energy,COST_Optimized_Leak_Power,COST_Routed_Area,COST_Routed_Delay,COST_Routed_Dyn_Energy,COST_Routed_Leak_Power,
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31287 , Multiplier_unq1 , Multiplier , 8046 , 102 , 30 , 30497 , 0 , 31287 , 0 , 33037 , 0 , 0 , 2.78 , 0 , 3.5494818877764 , 0.9 , 8148 , svt , 0.071302 , 2.78 , 55.1554 , 3.1980 , 0.066193040789 , 2.17 , 43.8477 , 3.6723 , 0.071302 , 2.78 , 55.1554 , 3.1980 , 0.071597 , 2.76 , 54.3233 , 3.0955 , 
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31173 , Multiplier_unq1 , Multiplier , 7666 , 101 , 30 , 30496 , 0 , 31173 , 0 , 32551 , 0 , 0 , 2.87 , 0 , 3.7094179236871 , 0.9 , 7767 , svt , 0.070959 , 2.87 , 54.7808 , 3.1463 , 0.066192335189 , 2.26 , 43.8587 , 3.6804 , 0.070959 , 2.87 , 54.7808 , 3.1463 , 0.071302 , 2.87 , 54.7812 , 3.0907 , 
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31036 , Multiplier_unq1 , Multiplier , 7413 , 101 , 30 , 30496 , 0 , 31036 , 0 , 31270 , 0 , 0 , 3.01 , 0 , 3.87656051435469 , 0.9 , 7514 , svt , 0.070763 , 3.01 , 54.4132 , 3.1199 , 0.066192158789 , 2.27 , 43.8713 , 3.6870 , 0.070763 , 3.01 , 54.4132 , 3.1199 , 0.070616 , 2.99 , 52.9756 , 3.0623 , 
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 30968 , Multiplier_unq1 , Multiplier , 7302 , 102 , 30 , 30495 , 0 , 30968 , 0 , 30716 , 0 , 0 , 3.13 , 0 , 4.05123437979093 , 0.9 , 7404 , svt , 0.070518 , 3.13 , 54.1814 , 3.0866 , 0.066190747589 , 2.33 , 43.8683 , 3.6843 , 0.070518 , 3.13 , 54.1814 , 3.0866 , 0.070273 , 3.15 , 52.9408 , 3.0556 , 
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 30967 , Multiplier_unq1 , Multiplier , 7254 , 102 , 30 , 30495 , 0 , 30967 , 0 , 30922 , 0 , 0 , 3.27 , 0 , 4.23377887156035 , 0.9 , 7356 , svt , 0.070371 , 3.27 , 53.9585 , 3.0677 , 0.066190747589 , 2.33 , 43.8641 , 3.6860 , 0.070371 , 3.27 , 53.9585 , 3.0677 , 0.070322 , 3.28 , 54.1951 , 3.0587 , 
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 30938 , Multiplier_unq1 , Multiplier , 7426 , 103 , 30 , 30496 , 0 , 30938 , 0 , 30634 , 0 , 0 , 3.40 , 0 , 4.42454863206307 , 0.9 , 7529 , svt , 0.070322 , 3.40 , 53.8230 , 3.0564 , 0.066190747589 , 2.33 , 43.8508 , 3.6832 , 0.070322 , 3.40 , 53.8230 , 3.0564 , 0.070273 , 3.41 , 53.6434 , 3.0508 , 
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 30997 , Multiplier_unq1 , Multiplier , 7362 , 103 , 30 , 30495 , 0 , 30997 , 0 , 30705 , 0 , 0 , 3.57 , 0 , 4.62391428352427 , 0.9 , 7465 , svt , 0.070273 , 3.57 , 53.8836 , 3.0429 , 0.066190747589 , 2.33 , 43.8298 , 3.6792 , 0.070273 , 3.57 , 53.8836 , 3.0429 , 0.070175 , 3.56 , 52.5866 , 3.0353 , 
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 30924 , Multiplier_unq1 , Multiplier , 7244 , 104 , 30 , 30495 , 0 , 30924 , 0 , 30485 , 0 , 0 , 3.70 , 0 , 4.83226314802884 , 0.9 , 7348 , svt , 0.070224 , 3.70 , 53.7896 , 3.0353 , 0.066190747589 , 2.22 , 43.7784 , 3.6778 , 0.070224 , 3.70 , 53.7896 , 3.0353 , 0.070077 , 3.66 , 52.7175 , 3.0357 , 
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 30861 , Multiplier_unq1 , Multiplier , 7303 , 106 , 30 , 30497 , 0 , 30861 , 0 , 30479 , 0 , 0 , 3.91 , 0 , 20 , 0.9 , 7409 , svt , 0.070126 , 3.91 , 54.7819 , 3.0258 , 0.066191276789 , 2.22 , 43.7733 , 3.6773 , 0.070126 , 3.91 , 54.7819 , 3.0258 , 0.069929 , 4.10 , 54.8123 , 3.0283 , 
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 30938 , Multiplier_unq1 , Multiplier , 7426 , 103 , 30 , 30496 , 0 , 30938 , 0 , 30634 , 0 , 0 , 4.42 , 1 , 4.42454863206307 , 0.9 , 7529 , svt , 0.070322 , 4.42 , 43.5623 , 2.2754 , 0.066190747589 , 3.05 , 35.5614 , 2.7386 , 0.070322 , 4.42 , 43.5623 , 2.2754 , 0.070273 , 4.40 , 43.4137 , 2.2713 , 
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 30924 , Multiplier_unq1 , Multiplier , 7244 , 104 , 30 , 30495 , 0 , 30924 , 0 , 30485 , 0 , 0 , 4.81 , 1 , 4.83226314802884 , 0.9 , 7348 , svt , 0.070224 , 4.81 , 43.5318 , 2.2599 , 0.066190747589 , 2.90 , 35.5033 , 2.7346 , 0.070224 , 4.81 , 43.5318 , 2.2599 , 0.070077 , 4.75 , 42.6678 , 2.2601 , 
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 30861 , Multiplier_unq1 , Multiplier , 7303 , 106 , 30 , 30497 , 0 , 30861 , 0 , 30479 , 0 , 0 , 5.05 , 1 , 20 , 0.9 , 7409 , svt , 0.070126 , 5.05 , 44.3288 , 2.2529 , 0.066191276789 , 2.90 , 35.4990 , 2.7342 , 0.070126 , 5.05 , 44.3288 , 2.2529 , 0.069929 , 5.31 , 44.3439 , 2.2546 , 
9 , 0.316666666666667 , 29 , OFF , 2 , OFF , OS1 , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 30861 , Multiplier_unq1 , Multiplier , 7303 , 106 , 30 , 30497 , 0 , 30861 , 0 , 30479 , 0 , 0 , 7.19 , 0 , 20 , 0.9 , 7409 , svt , 0.070126 , 7.19 , 35.1849 , 1.6525 , 0.066191276789 , 4.15 , 28.2550 , 2.0027 , 0.070126 , 7.19 , 35.1849 , 1.6525 , 0.069929 , 7.52 , 35.1930 , 1.6537 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31331 , Multiplier_unq1 , Multiplier , 7632 , 87 , 30 , 30876 , 0 , 31331 , 0 , 31026 , 0 , 0 , 3.27 , 0 , 4.68097977739375 , 0.9 , 7719 , svt , 0.070786 , 3.27 , 53.9496 , 3.0498 , 0.066595585592 , 1.92 , 44.0579 , 3.7014 , 0.070786 , 3.27 , 53.9496 , 3.0498 , 0.070488 , 3.46 , 54.1470 , 3.0473 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31387 , Multiplier_unq1 , Multiplier , 6969 , 84 , 30 , 30876 , 0 , 31387 , 0 , 30974 , 0 , 0 , 3.42 , 0 , 4.66598460876918 , 0.9 , 7053 , svt , 0.070836 , 3.42 , 55.7576 , 3.0567 , 0.066595585592 , 1.92 , 44.0579 , 3.7014 , 0.070836 , 3.42 , 55.7576 , 3.0567 , 0.070438 , 3.45 , 54.2579 , 3.0451 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31320 , Multiplier_unq1 , Multiplier , 7099 , 85 , 30 , 30876 , 0 , 31320 , 0 , 30977 , 0 , 0 , 3.43 , 0 , 4.66897979468917 , 0.9 , 7184 , svt , 0.070737 , 3.43 , 54.4655 , 3.0543 , 0.066595585592 , 1.92 , 44.0579 , 3.7014 , 0.070737 , 3.43 , 54.4655 , 3.0543 , 0.070438 , 3.40 , 53.9821 , 3.0468 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31388 , Multiplier_unq1 , Multiplier , 7638 , 87 , 30 , 30876 , 0 , 31388 , 0 , 30979 , 0 , 0 , 3.45 , 0 , 4.67797689339393 , 0.9 , 7725 , svt , 0.070786 , 3.45 , 55.8440 , 3.0710 , 0.066595585592 , 1.92 , 44.0579 , 3.7014 , 0.070786 , 3.45 , 55.8440 , 3.0710 , 0.070438 , 3.46 , 54.4209 , 3.0457 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31407 , Multiplier_unq1 , Multiplier , 7218 , 84 , 30 , 30876 , 0 , 31407 , 0 , 31078 , 0 , 0 , 3.48 , 0 , 4.68699132945902 , 0.9 , 7302 , svt , 0.070786 , 3.48 , 56.0015 , 3.0709 , 0.066595585592 , 1.92 , 44.0579 , 3.7014 , 0.070786 , 3.48 , 56.0015 , 3.0709 , 0.070488 , 3.44 , 54.2200 , 3.0488 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31433 , Multiplier_unq1 , Multiplier , 7034 , 85 , 30 , 30876 , 0 , 31433 , 0 , 31079 , 0 , 0 , 3.48 , 0 , 4.66299134428367 , 0.9 , 7119 , svt , 0.070836 , 3.48 , 55.7620 , 3.0655 , 0.066595585592 , 1.92 , 44.0579 , 3.7014 , 0.070836 , 3.48 , 55.7620 , 3.0655 , 0.070488 , 3.52 , 54.8490 , 3.0467 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31445 , Multiplier_unq1 , Multiplier , 7627 , 88 , 30 , 30876 , 0 , 31445 , 0 , 31008 , 0 , 0 , 3.51 , 0 , 4.68398458900299 , 0.9 , 7715 , svt , 0.070737 , 3.51 , 56.2149 , 3.0677 , 0.066595585592 , 1.92 , 44.0579 , 3.7014 , 0.070737 , 3.51 , 56.2149 , 3.0677 , 0.070438 , 3.53 , 54.7883 , 3.0481 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31334 , Multiplier_unq1 , Multiplier , 7107 , 85 , 30 , 30876 , 0 , 31334 , 0 , 30949 , 0 , 0 , 3.54 , 0 , 4.67197690327702 , 0.9 , 7192 , svt , 0.070786 , 3.54 , 54.5367 , 3.0561 , 0.066595585592 , 1.92 , 44.0579 , 3.7014 , 0.070786 , 3.54 , 54.5367 , 3.0561 , 0.070438 , 3.48 , 54.3538 , 3.0472 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31362 , Multiplier_unq1 , Multiplier , 7636 , 88 , 30 , 30876 , 0 , 31362 , 0 , 31007 , 0 , 0 , 3.56 , 0 , 4.67497593576694 , 0.9 , 7724 , svt , 0.070737 , 3.56 , 54.6420 , 3.0560 , 0.066595585592 , 1.92 , 44.0579 , 3.7014 , 0.070737 , 3.56 , 54.6420 , 3.0560 , 0.070438 , 3.49 , 54.0993 , 3.0448 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31442 , Multiplier_unq1 , Multiplier , 16232 , 86 , 30 , 30875 , 0 , 31442 , 0 , 30958 , 0 , 0 , 3.59 , 0 , 1000.01 , 0.9 , 16318 , svt , 0.070836 , 3.59 , 55.6157 , 3.0722 , 0.066594703592 , 1.99 , 43.8901 , 3.6646 , 0.070836 , 3.59 , 55.6157 , 3.0722 , 0.070438 , 3.70 , 56.0639 , 3.0500 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31443 , Multiplier_unq1 , Multiplier , 6857 , 86 , 30 , 30876 , 0 , 31443 , 0 , 30902 , 0 , 0 , 3.62 , 0 , 20 , 0.9 , 6943 , svt , 0.070836 , 3.62 , 55.5461 , 3.0762 , 0.066595585592 , 1.92 , 44.0849 , 3.7034 , 0.070836 , 3.62 , 55.5461 , 3.0762 , 0.070488 , 3.62 , 54.2772 , 3.0479 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31331 , Multiplier_unq1 , Multiplier , 7632 , 87 , 30 , 30876 , 0 , 31331 , 0 , 31026 , 0 , 0 , 4.23 , 1 , 4.68097977739375 , 0.9 , 7719 , svt , 0.070786 , 4.23 , 43.6565 , 2.2708 , 0.066595585592 , 2.51 , 35.7283 , 2.7522 , 0.070786 , 4.23 , 43.6565 , 2.2708 , 0.070488 , 4.49 , 43.8223 , 2.2687 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31387 , Multiplier_unq1 , Multiplier , 6969 , 84 , 30 , 30876 , 0 , 31387 , 0 , 30974 , 0 , 0 , 4.43 , 1 , 4.66598460876918 , 0.9 , 7053 , svt , 0.070836 , 4.43 , 45.1141 , 2.2759 , 0.066595585592 , 2.51 , 35.7283 , 2.7522 , 0.070836 , 4.43 , 45.1141 , 2.2759 , 0.070438 , 4.47 , 43.9119 , 2.2672 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31320 , Multiplier_unq1 , Multiplier , 7099 , 85 , 30 , 30876 , 0 , 31320 , 0 , 30977 , 0 , 0 , 4.45 , 1 , 4.66897979468917 , 0.9 , 7184 , svt , 0.070737 , 4.45 , 44.0729 , 2.2740 , 0.066595585592 , 2.51 , 35.7283 , 2.7522 , 0.070737 , 4.45 , 44.0729 , 2.2740 , 0.070438 , 4.40 , 43.6889 , 2.2684 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31388 , Multiplier_unq1 , Multiplier , 7638 , 87 , 30 , 30876 , 0 , 31388 , 0 , 30979 , 0 , 0 , 4.47 , 1 , 4.67797689339393 , 0.9 , 7725 , svt , 0.070786 , 4.47 , 45.1882 , 2.2864 , 0.066595585592 , 2.51 , 35.7283 , 2.7522 , 0.070786 , 4.47 , 45.1882 , 2.2864 , 0.070438 , 4.47 , 44.0406 , 2.2676 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31407 , Multiplier_unq1 , Multiplier , 7218 , 84 , 30 , 30876 , 0 , 31407 , 0 , 31078 , 0 , 0 , 4.52 , 1 , 4.68699132945902 , 0.9 , 7302 , svt , 0.070786 , 4.52 , 45.3110 , 2.2863 , 0.066595585592 , 2.51 , 35.7283 , 2.7522 , 0.070786 , 4.52 , 45.3110 , 2.2863 , 0.070488 , 4.44 , 43.8820 , 2.2699 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31433 , Multiplier_unq1 , Multiplier , 7034 , 85 , 30 , 30876 , 0 , 31433 , 0 , 31079 , 0 , 0 , 4.52 , 1 , 4.66299134428367 , 0.9 , 7119 , svt , 0.070836 , 4.52 , 45.1202 , 2.2823 , 0.066595585592 , 2.51 , 35.7283 , 2.7522 , 0.070836 , 4.52 , 45.1202 , 2.2823 , 0.070488 , 4.57 , 44.3887 , 2.2684 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31445 , Multiplier_unq1 , Multiplier , 7627 , 88 , 30 , 30876 , 0 , 31445 , 0 , 31008 , 0 , 0 , 4.55 , 1 , 4.68398458900299 , 0.9 , 7715 , svt , 0.070737 , 4.55 , 45.4828 , 2.2840 , 0.066595585592 , 2.51 , 35.7283 , 2.7522 , 0.070737 , 4.55 , 45.4828 , 2.2840 , 0.070438 , 4.58 , 44.3378 , 2.2693 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31334 , Multiplier_unq1 , Multiplier , 7107 , 85 , 30 , 30876 , 0 , 31334 , 0 , 30949 , 0 , 0 , 4.58 , 1 , 4.67197690327702 , 0.9 , 7192 , svt , 0.070786 , 4.58 , 44.1339 , 2.2754 , 0.066595585592 , 2.51 , 35.7283 , 2.7522 , 0.070786 , 4.58 , 44.1339 , 2.2754 , 0.070438 , 4.50 , 43.9909 , 2.2687 , 
11 , 0.383333333333333 , 29 , OFF , 2 , OFF , Wallace , Sklansky , NO , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 31362 , Multiplier_unq1 , Multiplier , 7636 , 88 , 30 , 30876 , 0 , 31362 , 0 , 31007 , 0 , 0 , 4.61 , 1 , 4.67497593576694 , 0.9 , 7724 , svt , 0.070737 , 4.61 , 44.2196 , 2.2753 , 0.066595585592 , 2.51 , 35.7283 , 2.7522 , 0.070737 , 4.61 , 44.2196 , 2.2753 , 0.070438 , 4.54 , 43.7841 , 2.2669 , 
