TOP.DesignIndex,TOP.Color,TOP.DesignCount,TOP.VT,TOP.Voltage,TOP.top_MultiplierP.MultiplierP.BoothType,TOP.top_MultiplierP.MultiplierP.Designware_MODE,TOP.top_MultiplierP.MultiplierP.TreeType,TOP.top_MultiplierP.MultiplierP.Width,STAT_Comp_Good,STAT_Mapped_Timing_Good,STAT_Optimized_Timing_Good,STAT_Pareto,STAT_Routed_Timing_Good,STAT_Run_Good,STAT_Synthesis_Good,STAT_Timing_Good,INFO_Comb_Cell_Count,INFO_DESIGN,INFO_DESIGN_NAME,INFO_EvalTime,INFO_GenTime,INFO_IO2CORE,INFO_Mapped_Comb_Cell_Count,INFO_Mapped_Seq_Cell_Count,INFO_Optimized_Comb_Cell_Count,INFO_Optimized_Seq_Cell_Count,INFO_Routed_Comb_Cell_Count,INFO_Routed_Seq_Cell_Count,INFO_Seq_Cell_Count,INFO_Suggest_Delay,INFO_TARGET,INFO_TARGET_DELAY,INFO_TARGET_VOLTAGE,INFO_TotalRunTime,INFO_VT,COST_Area,COST_Delay,COST_Dyn_Energy,COST_Leak_Power,COST_Mapped_Area,COST_Mapped_Delay,COST_Mapped_Dyn_Energy,COST_Mapped_Leak_Power,COST_Optimized_Area,COST_Optimized_Delay,COST_Optimized_Dyn_Energy,COST_Optimized_Leak_Power,COST_Routed_Area,COST_Routed_Delay,COST_Routed_Dyn_Energy,COST_Routed_Leak_Power,
4 , 0.0978260869565217 , 45 , svt , 0.8 , 2 , OFF , Array , 128 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 28234 , MultiplierP_unq1 , MultiplierP , 6242 , 82 , 30 , 27834 , 0 , 28234 , 0 , 27760 , 0 , 0 , 13.86 , 0 , 10.0749689825825 , 0.9 , 6324 , svt , 0.066745 , 13.86 , 36.5753 , 1.6057 , 0.063213291962 , 11.56 , 32.2532 , 1.8057 , 0.066745 , 13.86 , 36.5753 , 1.6057 , 0.066796 , 14.40 , 39.5006 , 1.6176 , 
4 , 0.0978260869565217 , 45 , svt , 0.8 , 2 , OFF , Array , 128 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 28239 , MultiplierP_unq1 , MultiplierP , 6261 , 82 , 30 , 27854 , 0 , 28239 , 0 , 27870 , 0 , 0 , 13.88 , 0 , 10.0649739539874 , 0.9 , 6343 , svt , 0.066745 , 13.88 , 36.5870 , 1.6050 , 0.063225110764 , 11.54 , 32.2336 , 1.8038 , 0.066745 , 13.88 , 36.5870 , 1.6050 , 0.066796 , 14.25 , 39.4973 , 1.6156 , 
4 , 0.0978260869565217 , 45 , svt , 0.8 , 2 , OFF , Array , 128 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 28225 , MultiplierP_unq1 , MultiplierP , 6257 , 83 , 30 , 27826 , 0 , 28225 , 0 , 27812 , 0 , 0 , 13.92 , 0 , 10.0549888411148 , 0.9 , 6340 , svt , 0.066745 , 13.92 , 36.5857 , 1.6057 , 0.063202707962 , 11.53 , 32.2337 , 1.8016 , 0.066745 , 13.92 , 36.5857 , 1.6057 , 0.066745 , 14.38 , 39.8098 , 1.6181 , 
4 , 0.0978260869565217 , 45 , svt , 0.8 , 2 , OFF , Array , 128 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 28228 , MultiplierP_unq1 , MultiplierP , 6228 , 81 , 30 , 27833 , 0 , 28228 , 0 , 27913 , 0 , 0 , 13.94 , 0 , 10.0849739367469 , 0.9 , 6309 , svt , 0.066745 , 13.94 , 36.5913 , 1.6058 , 0.063227227561 , 11.56 , 32.2540 , 1.8034 , 0.066745 , 13.94 , 36.5913 , 1.6058 , 0.066796 , 14.28 , 39.3141 , 1.6172 , 
4 , 0.0978260869565217 , 45 , svt , 0.8 , 2 , OFF , Array , 128 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 28218 , MultiplierP_unq1 , MultiplierP , 6265 , 83 , 30 , 27824 , 0 , 28218 , 0 , 27852 , 0 , 0 , 13.95 , 0 , 10.0599801587009 , 0.9 , 6348 , svt , 0.066745 , 13.95 , 36.6245 , 1.6064 , 0.063221229961 , 11.52 , 32.2576 , 1.8056 , 0.066745 , 13.95 , 36.6245 , 1.6064 , 0.066745 , 14.22 , 39.5502 , 1.6174 , 
4 , 0.0978260869565217 , 45 , svt , 0.8 , 2 , OFF , Array , 128 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 28268 , MultiplierP_unq1 , MultiplierP , 6294 , 81 , 30 , 27871 , 0 , 28268 , 0 , 27867 , 0 , 0 , 13.96 , 0 , 10.0799702183528 , 0.9 , 6375 , svt , 0.066796 , 13.96 , 36.5703 , 1.6046 , 0.063222817566 , 11.56 , 32.2215 , 1.7985 , 0.066796 , 13.96 , 36.5703 , 1.6046 , 0.066796 , 14.30 , 39.3501 , 1.6162 , 
4 , 0.0978260869565217 , 45 , svt , 0.8 , 2 , OFF , Array , 128 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 28260 , MultiplierP_unq1 , MultiplierP , 6225 , 81 , 30 , 27868 , 0 , 28260 , 0 , 27876 , 0 , 0 , 13.97 , 0 , 10.0899801389974 , 0.9 , 6306 , svt , 0.066796 , 13.97 , 36.5833 , 1.6045 , 0.063216290766 , 11.58 , 32.2258 , 1.8020 , 0.066796 , 13.97 , 36.5833 , 1.6045 , 0.066745 , 14.41 , 39.7179 , 1.6155 , 
4 , 0.0978260869565217 , 45 , svt , 0.8 , 2 , OFF , Array , 128 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 28155 , MultiplierP_unq1 , MultiplierP , 6212 , 82 , 30 , 27769 , 0 , 28155 , 0 , 27767 , 0 , 0 , 13.98 , 0 , 10.0949888263373 , 0.9 , 6294 , svt , 0.066745 , 13.98 , 36.5946 , 1.6082 , 0.063187713955 , 11.57 , 32.2810 , 1.8098 , 0.066745 , 13.98 , 36.5946 , 1.6082 , 0.066745 , 14.37 , 40.0571 , 1.6192 , 
4 , 0.0978260869565217 , 45 , svt , 0.8 , 2 , OFF , Array , 128 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 28170 , MultiplierP_unq1 , MultiplierP , 6220 , 81 , 30 , 27777 , 0 , 28170 , 0 , 27783 , 0 , 0 , 14.06 , 0 , 10.0699702282045 , 0.9 , 6301 , svt , 0.066745 , 14.06 , 36.6173 , 1.6079 , 0.063229167956 , 11.54 , 32.2925 , 1.8090 , 0.066745 , 14.06 , 36.6173 , 1.6079 , 0.066745 , 14.30 , 39.5275 , 1.6190 , 
4 , 0.0978260869565217 , 45 , svt , 0.8 , 2 , OFF , Array , 128 , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 28068 , MultiplierP_unq1 , MultiplierP , 36069 , 81 , 30 , 27688 , 0 , 28068 , 0 , 27668 , 0 , 0 , 14.38 , 0 , 12.5 , 0.9 , 36150 , svt , 0.066695 , 14.38 , 36.6602 , 1.6116 , 0.063012725153 , 12.09 , 32.2806 , 1.8162 , 0.066695 , 14.38 , 36.6602 , 1.6116 , 0.066644 , 14.79 , 39.6832 , 1.6225 , 
4 , 0.0978260869565217 , 45 , svt , 0.8 , 2 , OFF , Array , 128 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 28077 , MultiplierP_unq1 , MultiplierP , 6113 , 84 , 30 , 27688 , 0 , 28077 , 0 , 27684 , 0 , 0 , 14.44 , 0 , 20 , 0.9 , 6197 , svt , 0.066695 , 14.44 , 36.6423 , 1.6117 , 0.063012725153 , 12.09 , 32.2806 , 1.8162 , 0.066695 , 14.44 , 36.6423 , 1.6117 , 0.066644 , 14.86 , 39.7518 , 1.6226 , 
5 , 0.119565217391304 , 45 , svt , 0.8 , 2 , OFF , OS1 , 128 , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 46840 , MultiplierP_unq1 , MultiplierP , 22447 , 99 , 30 , 44544 , 0 , 46840 , 0 , 57652 , 0 , 0 , 2.37 , 0 , 1.6 , 0.9 , 22546 , svt , 0.093434 , 2.37 , 44.3310 , 2.5903 , 0.077263553448 , 1.88 , 30.4323 , 2.2398 , 0.093434 , 2.37 , 44.3310 , 2.5903 , 0.105945 , 2.46 , 54.1531 , 3.0134 , 
5 , 0.119565217391304 , 45 , svt , 0.8 , 2 , OFF , OS1 , 128 , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 28001 , MultiplierP_unq1 , MultiplierP , 7121 , 99 , 30 , 27563 , 0 , 28001 , 0 , 28266 , 0 , 0 , 4.21 , 0 , 3.16133566573623 , 0.9 , 7220 , svt , 0.066846 , 4.21 , 32.4372 , 1.6200 , 0.062980267548 , 2.75 , 25.9684 , 1.9277 , 0.066846 , 4.21 , 32.4372 , 1.6200 , 0.06725 , 4.50 , 34.6008 , 1.6301 , 
5 , 0.119565217391304 , 45 , svt , 0.8 , 2 , OFF , OS1 , 128 , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 27979 , MultiplierP_unq1 , MultiplierP , 7008 , 103 , 30 , 27563 , 0 , 27979 , 0 , 28286 , 0 , 0 , 4.21 , 0 , 3.22621643908137 , 0.9 , 7111 , svt , 0.066846 , 4.21 , 32.4907 , 1.6187 , 0.062980267548 , 2.75 , 25.9671 , 1.9275 , 0.066846 , 4.21 , 32.4907 , 1.6187 , 0.06725 , 4.54 , 34.5887 , 1.6322 , 
