TOP.DesignIndex,TOP.Color,TOP.DesignCount,TOP.VT,TOP.Voltage,TOP.top.FPMult.EnableDenormals,TOP.top.FPMult.ExponentWidth,TOP.top.FPMult.FractionWidth,TOP.top.FPMult.Mult.Designware_MODE,TOP.top.FPMult.Mult.MultP.BoothType,TOP.top.FPMult.Mult.MultP.Designware_MODE,TOP.top.FPMult.Mult.MultP.TreeType,TOP.top.FPMult.Mult.PartialProductSum.AdderType,STAT_Comp_Good,STAT_Mapped_Timing_Good,STAT_Optimized_Timing_Good,STAT_Pareto,STAT_Routed_Timing_Good,STAT_Run_Good,STAT_Synthesis_Good,STAT_Timing_Good,INFO_Comb_Cell_Count,INFO_DESIGN,INFO_DESIGN_NAME,INFO_EvalTime,INFO_GenTime,INFO_IO2CORE,INFO_Mapped_Comb_Cell_Count,INFO_Mapped_Seq_Cell_Count,INFO_Optimized_Comb_Cell_Count,INFO_Optimized_Seq_Cell_Count,INFO_Routed_Comb_Cell_Count,INFO_Routed_Seq_Cell_Count,INFO_Seq_Cell_Count,INFO_Suggest_Delay,INFO_TARGET,INFO_TARGET_DELAY,INFO_TARGET_VOLTAGE,INFO_TotalRunTime,INFO_VT,COST_Area,COST_Delay,COST_Dyn_Energy,COST_Leak_Power,COST_Mapped_Area,COST_Mapped_Delay,COST_Mapped_Dyn_Energy,COST_Mapped_Leak_Power,COST_Optimized_Area,COST_Optimized_Delay,COST_Optimized_Dyn_Energy,COST_Optimized_Leak_Power,COST_Routed_Area,COST_Routed_Delay,COST_Routed_Dyn_Energy,COST_Routed_Leak_Power,
14 , 0.0547169811320755 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , 2 , OFF , ZM , Sklansky , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 2796 , FPMult_unq1 , FPMult , 700 , 37 , 30 , 2703 , 0 , 2796 , 0 , 2744 , 0 , 0 , 5.24 , 1 , 5.12773255771383 , 0.8 , 737 , hvt , 0.004358 , 5.24 , 1.5784 , 0.025697 , 0.004128642016 , 4.10 , 1.3659 , 0.0320298 , 0.004358 , 5.24 , 1.5784 , 0.025697 , 0.004378 , 5.18 , 1.5926 , 0.0261207 , 
14 , 0.0547169811320755 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , 2 , OFF , ZM , Sklansky , 1 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 2585 , FPMult_unq1 , FPMult , 622 , 36 , 30 , 2547 , 0 , 2585 , 0 , 2522 , 0 , 0 , 6.71 , 1 , 6.71362563614509 , 0.8 , 658 , hvt , 0.004153 , 6.71 , 1.4898 , 0.0237872 , 0.003917843988 , 5.37 , 1.3048 , 0.0305964 , 0.004153 , 6.71 , 1.4898 , 0.0237872 , 0.004123 , 6.74 , 1.4873 , 0.0234548 , 
19 , 0.0735849056603774 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , 3 , OFF , Wallace , DesignWare , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 3776 , FPMult_unq1 , FPMult , 3858 , 38 , 30 , 3756 , 0 , 3776 , 0 , 3286 , 0 , 0 , 6.96 , 1 , 6.8 , 0.8 , 3896 , hvt , 0.004798 , 6.96 , 1.4796 , 0.0225131 , 0.004601041279 , 5.44 , 1.2209 , 0.029085 , 0.004798 , 6.96 , 1.4796 , 0.0225131 , 0.004549 , 7.07 , 1.5025 , 0.0227407 , 
20 , 0.0773584905660377 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , 3 , OFF , Wallace , Sklansky , 1 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 3394 , FPMult_unq1 , FPMult , 3574 , 39 , 30 , 3362 , 0 , 3394 , 0 , 2837 , 0 , 0 , 7.06 , 1 , 7.06 , 0.8 , 3613 , hvt , 0.00438 , 7.06 , 1.4047 , 0.020552 , 0.004115941218 , 5.64 , 1.2287 , 0.0279741 , 0.00438 , 7.06 , 1.4047 , 0.020552 , 0.004064 , 7.08 , 1.3882 , 0.020359 , 
21 , 0.0811320754716981 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , 3 , OFF , ZM , DesignWare , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 3820 , FPMult_unq1 , FPMult , 741 , 38 , 30 , 3759 , 0 , 3820 , 0 , 3274 , 0 , 0 , 6.19 , 1 , 6.01625602015073 , 0.8 , 779 , hvt , 0.004823 , 6.19 , 1.4827 , 0.0230432 , 0.004635439284 , 4.81 , 1.2385 , 0.0296981 , 0.004823 , 6.19 , 1.4827 , 0.0230432 , 0.004538 , 6.22 , 1.4698 , 0.0226256 , 
21 , 0.0811320754716981 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , 3 , OFF , ZM , DesignWare , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 3769 , FPMult_unq1 , FPMult , 712 , 36 , 30 , 3719 , 0 , 3769 , 0 , 3244 , 0 , 0 , 6.96 , 1 , 6.83094429782589 , 0.8 , 748 , hvt , 0.004779 , 6.96 , 1.4622 , 0.0220513 , 0.004617975679 , 5.46 , 1.2411 , 0.0297238 , 0.004779 , 6.96 , 1.4622 , 0.0220513 , 0.004505 , 6.91 , 1.4627 , 0.0217185 , 
22 , 0.0849056603773585 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , 3 , OFF , ZM , Sklansky , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 3627 , FPMult_unq1 , FPMult , 802 , 40 , 30 , 3494 , 0 , 3627 , 0 , 3077 , 0 , 0 , 5.69 , 1 , 5.47383810766178 , 0.8 , 842 , hvt , 0.004604 , 5.69 , 1.5580 , 0.023759 , 0.004393594844 , 4.38 , 1.3377 , 0.0311438 , 0.004604 , 5.69 , 1.5580 , 0.023759 , 0.004298 , 5.67 , 1.5264 , 0.0231138 , 
22 , 0.0849056603773585 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , 3 , OFF , ZM , Sklansky , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 3443 , FPMult_unq1 , FPMult , 759 , 41 , 30 , 3336 , 0 , 3443 , 0 , 2848 , 0 , 0 , 6.11 , 1 , 6.03283515438637 , 0.8 , 800 , hvt , 0.00444 , 6.11 , 1.5145 , 0.0226792 , 0.004167979225 , 4.82 , 1.2871 , 0.02946 , 0.00444 , 6.11 , 1.5145 , 0.0226792 , 0.004112 , 6.14 , 1.4794 , 0.0220597 , 
22 , 0.0849056603773585 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , 3 , OFF , ZM , Sklansky , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 3430 , FPMult_unq1 , FPMult , 739 , 41 , 30 , 3352 , 0 , 3430 , 0 , 2872 , 0 , 0 , 6.67 , 1 , 6.64891786789556 , 0.8 , 780 , hvt , 0.004396 , 6.67 , 1.4878 , 0.0216539 , 0.004105180819 , 5.31 , 1.2374 , 0.0278627 , 0.004396 , 6.67 , 1.4878 , 0.0216539 , 0.004068 , 6.76 , 1.4572 , 0.0212029 , 
22 , 0.0849056603773585 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , 3 , OFF , ZM , Sklansky , 1 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 3417 , FPMult_unq1 , FPMult , 717 , 41 , 30 , 3338 , 0 , 3417 , 0 , 2804 , 0 , 0 , 7.32 , 1 , 7.32791592720346 , 0.8 , 758 , hvt , 0.004374 , 7.32 , 1.4669 , 0.0208455 , 0.004083836418 , 5.85 , 1.2391 , 0.0279628 , 0.004374 , 7.32 , 1.4669 , 0.0208455 , 0.004024 , 7.33 , 1.4221 , 0.0203818 , 
22 , 0.0849056603773585 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , 3 , OFF , ZM , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3361 , FPMult_unq1 , FPMult , 986 , 41 , 30 , 3341 , 0 , 3361 , 0 , 2783 , 0 , 0 , 7.92 , 1 , 8.07625434740978 , 0.8 , 1027 , hvt , 0.00432 , 7.92 , 1.4282 , 0.0200424 , 0.004078897218 , 6.42 , 1.2380 , 0.028016 , 0.00432 , 7.92 , 1.4282 , 0.0200424 , 0.003991 , 8.06 , 1.3964 , 0.0194048 , 
28 , 0.107547169811321 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , NA , ON , NA , Sklansky , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 2537 , FPMult_unq1 , FPMult , 411 , 35 , 30 , 2487 , 0 , 2537 , 0 , 2540 , 0 , 0 , 5.53 , 1 , 5.50068102548299 , 0.8 , 446 , hvt , 0.00432 , 5.53 , 1.5075 , 0.0260585 , 0.004057905614 , 4.40 , 1.2755 , 0.0307407 , 0.00432 , 5.53 , 1.5075 , 0.0260585 , 0.00432 , 5.54 , 1.5062 , 0.0261334 , 
28 , 0.107547169811321 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , NA , ON , NA , Sklansky , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 2202 , FPMult_unq1 , FPMult , 446 , 36 , 30 , 2162 , 0 , 2202 , 0 , 2205 , 0 , 0 , 7.18 , 1 , 7.01724019647381 , 0.8 , 482 , hvt , 0.003759 , 7.18 , 1.3702 , 0.0221662 , 0.003577392057 , 5.61 , 1.1510 , 0.0269229 , 0.003759 , 7.18 , 1.3702 , 0.0221662 , 0.003759 , 7.20 , 1.3718 , 0.0221452 , 
28 , 0.107547169811321 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , NA , ON , NA , Sklansky , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 2177 , FPMult_unq1 , FPMult , 407 , 36 , 30 , 2140 , 0 , 2177 , 0 , 2173 , 0 , 0 , 7.96 , 1 , 7.92576667023549 , 0.8 , 443 , hvt , 0.003632 , 7.96 , 1.2422 , 0.0195435 , 0.003388291248 , 6.34 , 1.0767 , 0.0234581 , 0.003632 , 7.96 , 1.2422 , 0.0195435 , 0.003632 , 7.94 , 1.2405 , 0.0195925 , 
28 , 0.107547169811321 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , NA , ON , NA , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2145 , FPMult_unq1 , FPMult , 400 , 35 , 30 , 2138 , 0 , 2145 , 0 , 2146 , 0 , 0 , 8.86 , 1 , 8.95192063435165 , 0.8 , 435 , hvt , 0.003607 , 8.86 , 1.2191 , 0.01854 , 0.003357421248 , 7.14 , 1.0524 , 0.02242 , 0.003607 , 8.86 , 1.2191 , 0.01854 , 0.003607 , 8.91 , 1.2220 , 0.0185837 , 
28 , 0.107547169811321 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , NA , ON , NA , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2139 , FPMult_unq1 , FPMult , 389 , 34 , 30 , 2134 , 0 , 2139 , 0 , 2140 , 0 , 0 , 10.03 , 1 , 10.1109313935115 , 0.8 , 423 , hvt , 0.003556 , 10.03 , 1.2165 , 0.0180225 , 0.003349483248 , 7.30 , 1.0496 , 0.0223424 , 0.003556 , 10.03 , 1.2165 , 0.0180225 , 0.003556 , 10.02 , 1.2154 , 0.0179916 , 
28 , 0.107547169811321 , 264 , hvt , 0.8 , YES , 8 , 23 , OFF , NA , ON , NA , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2353 , FPMult_unq1 , FPMult , 454 , 41 , 30 , 2354 , 0 , 2353 , 0 , 2353 , 0 , 0 , 11.42 , 1 , 20 , 0.8 , 495 , hvt , 0.003507 , 11.42 , 1.2055 , 0.0169647 , 0.00329021285 , 7.35 , 1.0197 , 0.022786 , 0.003507 , 11.42 , 1.2055 , 0.0169647 , 0.003507 , 11.39 , 1.2074 , 0.0169479 , 
38 , 0.145283018867925 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 2 , OFF , OS1 , DesignWare , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3316 , FPMult_unq1 , FPMult , 734 , 36 , 30 , 3640 , 0 , 3316 , 0 , 3280 , 0 , 0 , 2.84 , 0 , 4.16832465420626 , 0.8 , 770 , hvt , 0.004635 , 2.84 , 1.2210 , 0.0326672 , 0.004985946096 , 2.24 , 1.8073 , 0.0495664 , 0.004635 , 2.84 , 1.2210 , 0.0326672 , 0.004625 , 2.90 , 1.2320 , 0.0337404 , 
38 , 0.145283018867925 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 2 , OFF , OS1 , DesignWare , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3089 , FPMult_unq1 , FPMult , 775 , 38 , 30 , 3064 , 0 , 3089 , 0 , 3043 , 0 , 0 , 4.35 , 0 , 6.3149980205856 , 0.8 , 813 , hvt , 0.004635 , 4.35 , 1.9027 , 0.033724 , 0.004483735265 , 3.37 , 1.6361 , 0.0432595 , 0.004635 , 4.35 , 1.9027 , 0.033724 , 0.004604 , 4.28 , 1.8918 , 0.0344311 , 
39 , 0.149056603773585 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 2 , OFF , OS1 , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2718 , FPMult_unq1 , FPMult , 682 , 40 , 30 , 2602 , 0 , 2718 , 0 , 2649 , 0 , 0 , 3.55 , 0 , 5.0606950210353 , 0.8 , 722 , hvt , 0.00436 , 3.55 , 1.9928 , 0.0376145 , 0.004078720803 , 2.72 , 1.7319 , 0.0455438 , 0.00436 , 3.55 , 1.9928 , 0.0376145 , 0.004307 , 3.47 , 1.9754 , 0.0366447 , 
39 , 0.149056603773585 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 2 , OFF , OS1 , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2606 , FPMult_unq1 , FPMult , 653 , 39 , 30 , 2527 , 0 , 2606 , 0 , 2553 , 0 , 0 , 3.74 , 0 , 5.57343700063076 , 0.8 , 692 , hvt , 0.004205 , 3.74 , 1.9523 , 0.0359398 , 0.003932132386 , 2.98 , 1.6737 , 0.0437005 , 0.004205 , 3.74 , 1.9523 , 0.0359398 , 0.004184 , 3.76 , 1.9199 , 0.035515 , 
39 , 0.149056603773585 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 2 , OFF , OS1 , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2607 , FPMult_unq1 , FPMult , 633 , 39 , 30 , 2524 , 0 , 2607 , 0 , 2522 , 0 , 0 , 4.08 , 0 , 6.13812922353206 , 0.8 , 672 , hvt , 0.004184 , 4.08 , 1.8931 , 0.0339572 , 0.003910082386 , 3.29 , 1.6455 , 0.0428343 , 0.004184 , 4.08 , 1.8931 , 0.0339572 , 0.004133 , 4.11 , 1.8989 , 0.0338786 , 
39 , 0.149056603773585 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 2 , OFF , OS1 , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2548 , FPMult_unq1 , FPMult , 618 , 38 , 30 , 2523 , 0 , 2548 , 0 , 2507 , 0 , 0 , 4.52 , 0 , 6.76003520996369 , 0.8 , 656 , hvt , 0.004143 , 4.52 , 1.8555 , 0.0328159 , 0.003912022786 , 3.61 , 1.6393 , 0.042638 , 0.004143 , 4.52 , 1.8555 , 0.0328159 , 0.004123 , 4.53 , 1.8725 , 0.0328928 , 
41 , 0.156603773584906 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 2 , OFF , Wallace , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2623 , FPMult_unq1 , FPMult , 3058 , 39 , 30 , 2547 , 0 , 2623 , 0 , 2544 , 0 , 0 , 4.35 , 0 , 6.52 , 0.8 , 3097 , hvt , 0.004205 , 4.35 , 1.8814 , 0.0334843 , 0.003944303986 , 3.47 , 1.6672 , 0.0436099 , 0.004205 , 4.35 , 1.8814 , 0.0334843 , 0.004164 , 4.35 , 1.8793 , 0.0340466 , 
41 , 0.156603773584906 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 2 , OFF , Wallace , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2601 , FPMult_unq1 , FPMult , 620 , 37 , 30 , 2548 , 0 , 2601 , 0 , 2535 , 0 , 0 , 4.50 , 0 , 6.74615723046253 , 0.8 , 657 , hvt , 0.004184 , 4.50 , 1.8644 , 0.0335439 , 0.003936013186 , 3.60 , 1.6543 , 0.0431356 , 0.004184 , 4.50 , 1.8644 , 0.0335439 , 0.004153 , 4.49 , 1.8577 , 0.0334037 , 
41 , 0.156603773584906 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 2 , OFF , Wallace , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2598 , FPMult_unq1 , FPMult , 603 , 37 , 30 , 2558 , 0 , 2598 , 0 , 2533 , 0 , 0 , 4.61 , 0 , 6.9588130547587 , 0.8 , 640 , hvt , 0.004184 , 4.61 , 1.8487 , 0.0332495 , 0.003942010787 , 3.72 , 1.6429 , 0.0429006 , 0.004184 , 4.61 , 1.8487 , 0.0332495 , 0.004153 , 4.60 , 1.8385 , 0.0327785 , 
42 , 0.160377358490566 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 2 , OFF , ZM , DesignWare , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3950 , FPMult_unq1 , FPMult , 919 , 39 , 30 , 4297 , 0 , 3950 , 0 , 3969 , 0 , 0 , 2.67 , 0 , 3.93170249855249 , 0.8 , 958 , hvt , 0.005101 , 2.67 , 1.4383 , 0.0381834 , 0.005815378908 , 2.13 , 2.1647 , 0.0621649 , 0.005101 , 2.67 , 1.4383 , 0.0381834 , 0.005164 , 2.73 , 1.4608 , 0.0401371 , 
43 , 0.164150943396226 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 2 , OFF , ZM , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2796 , FPMult_unq1 , FPMult , 700 , 37 , 30 , 2703 , 0 , 2796 , 0 , 2744 , 0 , 0 , 3.50 , 0 , 5.12773255771383 , 0.8 , 737 , hvt , 0.004358 , 3.50 , 1.9961 , 0.0362152 , 0.004128642016 , 2.74 , 1.7278 , 0.0451296 , 0.004358 , 3.50 , 1.9961 , 0.0362152 , 0.004378 , 3.48 , 2.0142 , 0.036802 , 
43 , 0.164150943396226 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 2 , OFF , ZM , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2585 , FPMult_unq1 , FPMult , 622 , 36 , 30 , 2547 , 0 , 2585 , 0 , 2522 , 0 , 0 , 4.46 , 0 , 6.71362563614509 , 0.8 , 658 , hvt , 0.004153 , 4.46 , 1.8833 , 0.0334905 , 0.003917843988 , 3.56 , 1.6497 , 0.0430864 , 0.004153 , 4.46 , 1.8833 , 0.0334905 , 0.004123 , 4.50 , 1.8800 , 0.033021 , 
49 , 0.186792452830189 , 264 , hvt , 0.9 , YES , 8 , 23 , OFF , 3 , OFF , Wallace , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3394 , FPMult_unq1 , FPMult , 3574 , 39 , 30 , 3362 , 0 , 3394 , 0 , 2837 , 0 , 0 , 4.68 , 0 , 7.06 , 0.8 , 3613 , hvt , 0.00438 , 4.68 , 1.7758 , 0.0289625 , 0.004115941218 , 3.76 , 1.5539 , 0.039433 , 0.00438 , 4.68 , 1.7758 , 0.0289625 , 0.004064 , 4.73 , 1.7551 , 0.0286986 , 
