TOP.DesignIndex,TOP.Color,TOP.DesignCount,TOP.VT,TOP.Voltage,TOP.top.FPMult.EnableDenormals,TOP.top.FPMult.ExponentWidth,TOP.top.FPMult.FractionWidth,TOP.top.FPMult.Mult.Designware_MODE,TOP.top.FPMult.Mult.MultP.BoothType,TOP.top.FPMult.Mult.MultP.Designware_MODE,TOP.top.FPMult.Mult.MultP.TreeType,TOP.top.FPMult.Mult.PartialProductSum.AdderType,STAT_Comp_Good,STAT_Mapped_Timing_Good,STAT_Optimized_Timing_Good,STAT_Pareto,STAT_Routed_Timing_Good,STAT_Run_Good,STAT_Synthesis_Good,STAT_Timing_Good,INFO_Comb_Cell_Count,INFO_DESIGN,INFO_DESIGN_NAME,INFO_EvalTime,INFO_GenTime,INFO_IO2CORE,INFO_Mapped_Comb_Cell_Count,INFO_Mapped_Seq_Cell_Count,INFO_Optimized_Comb_Cell_Count,INFO_Optimized_Seq_Cell_Count,INFO_Routed_Comb_Cell_Count,INFO_Routed_Seq_Cell_Count,INFO_Seq_Cell_Count,INFO_Suggest_Delay,INFO_TARGET,INFO_TARGET_DELAY,INFO_TARGET_VOLTAGE,INFO_TotalRunTime,INFO_VT,COST_Area,COST_Delay,COST_Dyn_Energy,COST_Leak_Power,COST_Mapped_Area,COST_Mapped_Delay,COST_Mapped_Dyn_Energy,COST_Mapped_Leak_Power,COST_Optimized_Area,COST_Optimized_Delay,COST_Optimized_Dyn_Energy,COST_Optimized_Leak_Power,COST_Routed_Area,COST_Routed_Delay,COST_Routed_Dyn_Energy,COST_Routed_Leak_Power,
15 , 0.19620253164557 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , OS1 , Sklansky , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 12038 , FPMult_unq1 , FPMult , 1839 , 47 , 30 , 11871 , 0 , 12038 , 0 , 9221 , 0 , 0 , 8.66 , 0 , 6.1414103906666 , 0.9 , 1886 , svt , 0.016069 , 8.66 , 6.4784 , 0.2596548 , 0.015070910434 , 5.43 , 5.3095 , 0.3563688 , 0.016069 , 8.66 , 6.4784 , 0.2596548 , 0.014447 , 8.80 , 6.3903 , 0.2460855 , 
15 , 0.19620253164557 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , OS1 , Sklansky , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 12028 , FPMult_unq1 , FPMult , 1676 , 47 , 30 , 11879 , 0 , 12028 , 0 , 9237 , 0 , 0 , 8.95 , 0 , 6.38452281432293 , 0.9 , 1723 , svt , 0.016069 , 8.95 , 6.4909 , 0.2593765 , 0.015075849634 , 5.13 , 5.2442 , 0.3517779 , 0.016069 , 8.95 , 6.4909 , 0.2593765 , 0.014469 , 8.76 , 6.3948 , 0.2458281 , 
15 , 0.19620253164557 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , OS1 , Sklansky , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 12037 , FPMult_unq1 , FPMult , 1550 , 46 , 30 , 11886 , 0 , 12037 , 0 , 9239 , 0 , 0 , 8.99 , 0 , 6.63725902905923 , 0.9 , 1596 , svt , 0.016069 , 8.99 , 6.5055 , 0.2593629 , 0.015077260835 , 5.27 , 5.2612 , 0.3529693 , 0.016069 , 8.99 , 6.5055 , 0.2593629 , 0.014469 , 8.98 , 6.4057 , 0.2456107 , 
15 , 0.19620253164557 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , OS1 , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 11940 , FPMult_unq1 , FPMult , 1552 , 46 , 30 , 11815 , 0 , 11940 , 0 , 9143 , 0 , 0 , 9.89 , 0 , 20 , 0.9 , 1598 , svt , 0.015914 , 9.89 , 6.4842 , 0.2560906 , 0.014940903631 , 5.07 , 5.1804 , 0.3470959 , 0.015914 , 9.89 , 6.4842 , 0.2560906 , 0.014336 , 10.07 , 6.4069 , 0.2438806 , 
16 , 0.208860759493671 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , Wallace , DesignWare , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 14506 , FPMult_unq1 , FPMult , 8869 , 43 , 30 , 14167 , 0 , 14506 , 0 , 11974 , 0 , 0 , 4.75 , 0 , 3.2 , 0.9 , 8912 , svt , 0.018605 , 4.75 , 7.1536 , 0.3152815 , 0.017490060324 , 3.68 , 5.9586 , 0.4164652 , 0.018605 , 4.75 , 7.1536 , 0.3152815 , 0.017273 , 4.78 , 7.1559 , 0.3149923 , 
16 , 0.208860759493671 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , Wallace , DesignWare , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 14194 , FPMult_unq1 , FPMult , 11128 , 43 , 30 , 13887 , 0 , 14194 , 0 , 11596 , 0 , 0 , 5.02 , 0 , 3.33 , 0.9 , 11171 , svt , 0.018334 , 5.02 , 7.0071 , 0.2994357 , 0.017339238315 , 3.83 , 5.7569 , 0.4035198 , 0.018334 , 5.02 , 7.0071 , 0.2994357 , 0.017092 , 4.95 , 7.0019 , 0.310182 , 
16 , 0.208860759493671 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , Wallace , DesignWare , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 14196 , FPMult_unq1 , FPMult , 2218 , 43 , 30 , 14025 , 0 , 14196 , 0 , 11656 , 0 , 0 , 5.81 , 0 , 3.94846940524686 , 0.9 , 2261 , svt , 0.018289 , 5.81 , 6.8920 , 0.287717 , 0.017529750313 , 4.55 , 5.9865 , 0.4124107 , 0.018289 , 5.81 , 6.8920 , 0.287717 , 0.016821 , 5.87 , 6.8264 , 0.281705 , 
16 , 0.208860759493671 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , Wallace , DesignWare , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 13818 , FPMult_unq1 , FPMult , 2148 , 44 , 30 , 13657 , 0 , 13818 , 0 , 11205 , 0 , 0 , 6.47 , 0 , 4.44171243423661 , 0.9 , 2192 , svt , 0.01786 , 6.47 , 6.6521 , 0.2666265 , 0.017053470287 , 5.12 , 5.6245 , 0.3841925 , 0.01786 , 6.47 , 6.6521 , 0.2666265 , 0.016437 , 6.53 , 6.5292 , 0.2574308 , 
16 , 0.208860759493671 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , Wallace , DesignWare , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 13659 , FPMult_unq1 , FPMult , 2095 , 43 , 30 , 13481 , 0 , 13659 , 0 , 11062 , 0 , 0 , 7.32 , 0 , 4.99657141125009 , 0.9 , 2138 , svt , 0.017747 , 7.32 , 6.5965 , 0.2612811 , 0.01676787866 , 5.75 , 5.4716 , 0.3687635 , 0.017747 , 7.32 , 6.5965 , 0.2612811 , 0.016369 , 7.27 , 6.5317 , 0.2565626 , 
17 , 0.221518987341772 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , Wallace , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 17774 , FPMult_unq1 , FPMult , 3456 , 44 , 30 , 16265 , 0 , 17774 , 0 , 14954 , 0 , 0 , 3.84 , 0 , 2.63105911918459 , 0.9 , 3500 , svt , 0.022082 , 3.84 , 8.6969 , 0.4383033 , 0.01929463236 , 3.03 , 6.3965 , 0.451563 , 0.022082 , 3.84 , 8.6969 , 0.4383033 , 0.02014 , 3.88 , 8.2793 , 0.4117567 , 
17 , 0.221518987341772 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , Wallace , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 14881 , FPMult_unq1 , FPMult , 2659 , 44 , 30 , 14168 , 0 , 14881 , 0 , 12108 , 0 , 0 , 4.33 , 0 , 2.9332508850188 , 0.9 , 2703 , svt , 0.01926 , 4.33 , 7.5958 , 0.355254 , 0.017709854696 , 3.39 , 5.8305 , 0.4082834 , 0.01926 , 4.33 , 7.5958 , 0.355254 , 0.017679 , 4.39 , 7.3769 , 0.3434181 , 
17 , 0.221518987341772 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , Wallace , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 12795 , FPMult_unq1 , FPMult , 2282 , 44 , 30 , 12009 , 0 , 12795 , 0 , 10738 , 0 , 0 , 4.84 , 0 , 3.27015105503601 , 0.9 , 2326 , svt , 0.017137 , 4.84 , 7.0427 , 0.3196907 , 0.015427591255 , 3.76 , 5.5206 , 0.3763257 , 0.017137 , 4.84 , 7.0427 , 0.3196907 , 0.016008 , 4.78 , 7.0841 , 0.3115496 , 
17 , 0.221518987341772 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , Wallace , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 12507 , FPMult_unq1 , FPMult , 2085 , 44 , 30 , 11926 , 0 , 12507 , 0 , 9851 , 0 , 0 , 5.37 , 0 , 3.64574608239983 , 0.9 , 2129 , svt , 0.016686 , 5.37 , 6.9196 , 0.3082566 , 0.015183806431 , 4.19 , 5.4404 , 0.3637807 , 0.016686 , 5.37 , 6.9196 , 0.3082566 , 0.015082 , 5.39 , 6.7134 , 0.2825425 , 
17 , 0.221518987341772 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , Wallace , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 12296 , FPMult_unq1 , FPMult , 1873 , 42 , 30 , 11929 , 0 , 12296 , 0 , 9451 , 0 , 0 , 5.85 , 0 , 4.06448028658032 , 0.9 , 1915 , svt , 0.016347 , 5.85 , 6.6384 , 0.2852629 , 0.015148350033 , 4.64 , 5.3345 , 0.3556939 , 0.016347 , 5.85 , 6.6384 , 0.2852629 , 0.014744 , 5.91 , 6.4772 , 0.2665186 , 
17 , 0.221518987341772 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , Wallace , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 12163 , FPMult_unq1 , FPMult , 1803 , 42 , 30 , 11920 , 0 , 12163 , 0 , 9339 , 0 , 0 , 6.46 , 0 , 4.53130844184454 , 0.9 , 1845 , svt , 0.016257 , 6.46 , 6.5411 , 0.2762758 , 0.015135649234 , 5.16 , 5.3263 , 0.3539942 , 0.016257 , 6.46 , 6.5411 , 0.2762758 , 0.014631 , 6.50 , 6.4298 , 0.2601942 , 
19 , 0.246835443037975 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , ZM , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 15978 , FPMult_unq1 , FPMult , 8738 , 55 , 30 , 14497 , 0 , 15978 , 0 , 13048 , 0 , 0 , 4.65 , 0 , 3.2 , 0.9 , 8793 , svt , 0.019492 , 4.65 , 7.5264 , 0.3480109 , 0.017403447824 , 3.67 , 5.7584 , 0.3981802 , 0.019492 , 4.65 , 7.5264 , 0.3480109 , 0.017958 , 4.68 , 7.4349 , 0.3386972 , 
19 , 0.246835443037975 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , 3 , OFF , ZM , Sklansky , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 11959 , FPMult_unq1 , FPMult , 1693 , 53 , 30 , 11844 , 0 , 11959 , 0 , 9167 , 0 , 0 , 9.72 , 0 , 20 , 0.9 , 1746 , svt , 0.015914 , 9.72 , 6.4157 , 0.2561782 , 0.014949018032 , 5.80 , 5.1594 , 0.3479619 , 0.015914 , 9.72 , 6.4157 , 0.2561782 , 0.014336 , 10.21 , 6.2982 , 0.2434991 , 
24 , 0.310126582278481 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , NA , ON , NA , DesignWare , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 7507 , FPMult_unq1 , FPMult , 786 , 34 , 30 , 7451 , 0 , 7507 , 0 , 7505 , 0 , 0 , 8.96 , 0 , 6.2526502146206 , 0.9 , 820 , svt , 0.015195 , 8.96 , 6.8076 , 0.3286914 , 0.014292457149 , 7.20 , 5.5738 , 0.3797744 , 0.015195 , 8.96 , 6.8076 , 0.3286914 , 0.015195 , 8.95 , 6.8034 , 0.3284207 , 
24 , 0.310126582278481 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , NA , ON , NA , DesignWare , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 7547 , FPMult_unq1 , FPMult , 785 , 35 , 30 , 7478 , 0 , 7547 , 0 , 7547 , 0 , 0 , 9.89 , 0 , 6.93994236287305 , 0.9 , 820 , svt , 0.015178 , 9.89 , 6.7976 , 0.3251095 , 0.014269701555 , 7.98 , 5.5532 , 0.3823573 , 0.015178 , 9.89 , 6.7976 , 0.3251095 , 0.015178 , 9.89 , 6.7986 , 0.3252972 , 
24 , 0.310126582278481 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , NA , ON , NA , DesignWare , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 5881 , FPMult_unq1 , FPMult , 728 , 35 , 30 , 5754 , 0 , 5881 , 0 , 5882 , 0 , 0 , 14.88 , 0 , 10.5322893457944 , 0.9 , 763 , svt , 0.012062 , 14.88 , 5.6597 , 0.2363509 , 0.01122468501 , 12.05 , 4.5520 , 0.2568127 , 0.012062 , 14.88 , 5.6597 , 0.2363509 , 0.012062 , 14.91 , 5.6598 , 0.2363816 , 
24 , 0.310126582278481 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , NA , ON , NA , DesignWare , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 6768 , FPMult_unq1 , FPMult , 798 , 34 , 30 , 6671 , 0 , 6768 , 0 , 6765 , 0 , 0 , 16.61 , 0 , 20 , 0.9 , 832 , svt , 0.011955 , 16.61 , 5.5910 , 0.2287287 , 0.011095736608 , 12.76 , 4.3870 , 0.262534 , 0.011955 , 16.61 , 5.5910 , 0.2287287 , 0.011955 , 16.56 , 5.5914 , 0.2286378 , 
25 , 0.322784810126582 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , NA , ON , NA , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 8286 , FPMult_unq1 , FPMult , 5666 , 36 , 30 , 7926 , 0 , 8286 , 0 , 8290 , 0 , 0 , 4.73 , 0 , 3.2 , 0.9 , 5702 , svt , 0.01623 , 4.73 , 7.3812 , 0.3641768 , 0.015026281168 , 3.68 , 6.1096 , 0.4197184 , 0.01623 , 4.73 , 7.3812 , 0.3641768 , 0.01623 , 4.70 , 7.3829 , 0.3644792 , 
25 , 0.322784810126582 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , NA , ON , NA , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 8171 , FPMult_unq1 , FPMult , 6514 , 36 , 30 , 7841 , 0 , 8171 , 0 , 8177 , 0 , 0 , 4.80 , 0 , 3.32 , 0.9 , 6550 , svt , 0.016141 , 4.80 , 7.2880 , 0.3593252 , 0.014830477153 , 3.82 , 5.9574 , 0.4098964 , 0.016141 , 4.80 , 7.2880 , 0.3593252 , 0.016141 , 4.81 , 7.2923 , 0.3604382 , 
25 , 0.322784810126582 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , NA , ON , NA , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 7945 , FPMult_unq1 , FPMult , 933 , 35 , 30 , 7833 , 0 , 7945 , 0 , 7946 , 0 , 0 , 5.34 , 0 , 3.72547406065547 , 0.9 , 968 , svt , 0.015787 , 5.34 , 7.1211 , 0.3441976 , 0.014711230754 , 4.27 , 5.9093 , 0.4017879 , 0.015787 , 5.34 , 7.1211 , 0.3441976 , 0.015787 , 5.34 , 7.1123 , 0.3435953 , 
25 , 0.322784810126582 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , NA , ON , NA , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 7930 , FPMult_unq1 , FPMult , 781 , 35 , 30 , 7854 , 0 , 7930 , 0 , 7928 , 0 , 0 , 5.87 , 0 , 4.0941466007719 , 0.9 , 816 , svt , 0.01577 , 5.87 , 7.0476 , 0.3342612 , 0.014719168757 , 4.69 , 5.8859 , 0.4006997 , 0.01577 , 5.87 , 7.0476 , 0.3342612 , 0.01577 , 5.84 , 7.0384 , 0.3338406 , 
25 , 0.322784810126582 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , NA , ON , NA , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 7882 , FPMult_unq1 , FPMult , 777 , 36 , 30 , 7819 , 0 , 7882 , 0 , 7881 , 0 , 0 , 6.49 , 0 , 4.49930293855353 , 0.9 , 813 , svt , 0.01556 , 6.49 , 7.0648 , 0.3298576 , 0.014687240354 , 5.17 , 5.8826 , 0.3996821 , 0.01556 , 6.49 , 7.0648 , 0.3298576 , 0.01556 , 6.46 , 7.0569 , 0.329617 , 
25 , 0.322784810126582 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , NA , ON , NA , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 7934 , FPMult_unq1 , FPMult , 743 , 38 , 30 , 7880 , 0 , 7934 , 0 , 7933 , 0 , 0 , 7.10 , 0 , 4.94455350696521 , 0.9 , 781 , svt , 0.015734 , 7.10 , 6.9823 , 0.3231926 , 0.014704880357 , 5.44 , 5.8767 , 0.400845 , 0.015734 , 7.10 , 6.9823 , 0.3231926 , 0.015734 , 7.07 , 6.9812 , 0.3229843 , 
25 , 0.322784810126582 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , NA , ON , NA , Sklansky , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 7894 , FPMult_unq1 , FPMult , 742 , 36 , 30 , 7846 , 0 , 7894 , 0 , 7894 , 0 , 0 , 7.79 , 0 , 5.43386602705661 , 0.9 , 778 , svt , 0.01556 , 7.79 , 7.0657 , 0.3229325 , 0.014687416756 , 5.64 , 5.8852 , 0.3986799 , 0.01556 , 7.79 , 7.0657 , 0.3229325 , 0.01556 , 7.75 , 7.0661 , 0.3229325 , 
25 , 0.322784810126582 , 78 , svt , 0.8 , YES , 11 , 52 , OFF , NA , ON , NA , Sklansky , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 7346 , FPMult_unq1 , FPMult , 788 , 34 , 30 , 7271 , 0 , 7346 , 0 , 7347 , 0 , 0 , 8.46 , 0 , 5.97160086515527 , 0.9 , 822 , svt , 0.014682 , 8.46 , 6.9698 , 0.304192 , 0.0137948327 , 5.18 , 5.8743 , 0.3839356 , 0.014682 , 8.46 , 6.9698 , 0.304192 , 0.014682 , 8.47 , 6.9688 , 0.3042671 , 
