TOP.DesignIndex,TOP.Color,TOP.DesignCount,TOP.top_MultiplierP.MultiplierP.BoothType,TOP.top_MultiplierP.MultiplierP.Designware_MODE,TOP.top_MultiplierP.MultiplierP.TreeType,TOP.top_MultiplierP.MultiplierP.Width,STAT_Comp_Good,STAT_Mapped_Timing_Good,STAT_Optimized_Timing_Good,STAT_Pareto,STAT_Routed_Timing_Good,STAT_Run_Good,STAT_Synthesis_Good,STAT_Timing_Good,INFO_Comb_Cell_Count,INFO_DESIGN,INFO_DESIGN_NAME,INFO_EvalTime,INFO_GenTime,INFO_IO2CORE,INFO_Mapped_Comb_Cell_Count,INFO_Mapped_Seq_Cell_Count,INFO_Optimized_Comb_Cell_Count,INFO_Optimized_Seq_Cell_Count,INFO_Routed_Comb_Cell_Count,INFO_Routed_Seq_Cell_Count,INFO_Seq_Cell_Count,INFO_Suggest_Delay,INFO_TARGET,INFO_TARGET_DELAY,INFO_TARGET_VOLTAGE,INFO_TotalRunTime,INFO_VT,COST_Area,COST_Delay,COST_Dyn_Energy,COST_Leak_Power,COST_Mapped_Area,COST_Mapped_Delay,COST_Mapped_Dyn_Energy,COST_Mapped_Leak_Power,COST_Optimized_Area,COST_Optimized_Delay,COST_Optimized_Dyn_Energy,COST_Optimized_Leak_Power,COST_Routed_Area,COST_Routed_Delay,COST_Routed_Dyn_Energy,COST_Routed_Leak_Power,
9 , 0.59375 , 15 , 3 , OFF , OS1 , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1757 , MultiplierP_unq1 , MultiplierP , 1450 , 32 , 30 , 1741 , 0 , 1757 , 0 , 1679 , 0 , 0 , 0.56 , 0 , 0.71 , 0.9 , 1482 , svt , 0.002142 , 0.56 , 0.7320605 , 0.0769654 , 0.002174835636 , 0.44 , 0.6626511 , 0.1038699 , 0.002142 , 0.56 , 0.7320605 , 0.0769654 , 0.002174 , 0.56 , 0.83777 , 0.0900046 , 
9 , 0.59375 , 15 , 3 , OFF , OS1 , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1403 , MultiplierP_unq1 , MultiplierP , 545 , 32 , 30 , 1393 , 0 , 1403 , 0 , 1281 , 0 , 0 , 0.60 , 0 , 0.772935621504921 , 0.9 , 577 , svt , 0.001695 , 0.60 , 0.6139625 , 0.057552 , 0.00162693723 , 0.48 , 0.5261837 , 0.0741803 , 0.001695 , 0.60 , 0.6139625 , 0.057552 , 0.00163 , 0.61 , 0.6761076 , 0.0617882 , 
9 , 0.59375 , 15 , 3 , OFF , OS1 , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 959 , MultiplierP_unq1 , MultiplierP , 344 , 32 , 30 , 959 , 0 , 959 , 0 , 784 , 0 , 0 , 1.27 , 0 , 20 , 0.9 , 376 , svt , 0.001176 , 1.27 , 0.4553315 , 0.0292005 , 0.001115024411 , 0.91 , 0.3654043 , 0.0402566 , 0.001176 , 1.27 , 0.4553315 , 0.0292005 , 0.001079 , 1.54 , 0.4782257 , 0.027954 , 
9 , 0.59375 , 15 , 3 , OFF , OS1 , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 959 , MultiplierP_unq1 , MultiplierP , 344 , 32 , 30 , 959 , 0 , 959 , 0 , 784 , 0 , 0 , 1.66 , 1 , 20 , 0.9 , 376 , svt , 0.001176 , 1.66 , 0.3687331 , 0.0217908 , 0.001115024411 , 1.19 , 0.2962655 , 0.0299474 , 0.001176 , 1.66 , 0.3687331 , 0.0217908 , 0.001079 , 2.02 , 0.3871528 , 0.0208572 , 
10 , 0.65625 , 15 , 3 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1737 , MultiplierP_unq1 , MultiplierP , 572 , 33 , 30 , 1694 , 0 , 1737 , 0 , 1613 , 0 , 0 , 0.53 , 0 , 0.674040705200077 , 0.9 , 605 , svt , 0.002218 , 0.53 , 0.7313969 , 0.0833068 , 0.002168485235 , 0.42 , 0.6479623 , 0.1024409 , 0.002218 , 0.53 , 0.7313969 , 0.0833068 , 0.002099 , 0.54 , 0.8111171 , 0.0872665 , 
10 , 0.65625 , 15 , 3 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1430 , MultiplierP_unq1 , MultiplierP , 468 , 34 , 30 , 1411 , 0 , 1430 , 0 , 1277 , 0 , 0 , 0.57 , 0 , 0.732791729462285 , 0.9 , 502 , svt , 0.001679 , 0.57 , 0.6031979 , 0.0571173 , 0.001589716829 , 0.45 , 0.5204503 , 0.0720131 , 0.001679 , 0.57 , 0.6031979 , 0.0571173 , 0.001606 , 0.57 , 0.6633344 , 0.0614574 , 
10 , 0.65625 , 15 , 3 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 907 , MultiplierP_unq1 , MultiplierP , 378 , 32 , 30 , 907 , 0 , 907 , 0 , 698 , 0 , 0 , 1.10 , 0 , 40 , 0.9 , 410 , svt , 0.00116 , 1.10 , 0.4661189 , 0.0333337 , 0.001096149606 , 0.67 , 0.3915217 , 0.04845 , 0.00116 , 1.10 , 0.4661189 , 0.0333337 , 0.001038 , 1.25 , 0.4793972 , 0.0318746 , 
11 , 0.71875 , 15 , 3 , OFF , ZM , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1950 , MultiplierP_unq1 , MultiplierP , 1502 , 32 , 30 , 1940 , 0 , 1950 , 0 , 1853 , 0 , 0 , 0.52 , 0 , 0.66 , 0.9 , 1534 , svt , 0.002491 , 0.52 , 0.8241907 , 0.098054 , 0.00253733764 , 0.41 , 0.7330168 , 0.1230018 , 0.002491 , 0.52 , 0.8241907 , 0.098054 , 0.002409 , 0.53 , 0.9245631 , 0.1035949 , 
11 , 0.71875 , 15 , 3 , OFF , ZM , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1585 , MultiplierP_unq1 , MultiplierP , 507 , 32 , 30 , 1564 , 0 , 1585 , 0 , 1452 , 0 , 0 , 0.56 , 0 , 0.722006393661939 , 0.9 , 539 , svt , 0.001874 , 0.56 , 0.6618218 , 0.0662541 , 0.001824505235 , 0.45 , 0.5651543 , 0.081504 , 0.001874 , 0.56 , 0.6618218 , 0.0662541 , 0.001801 , 0.57 , 0.7236224 , 0.0690772 , 
11 , 0.71875 , 15 , 3 , OFF , ZM , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 967 , MultiplierP_unq1 , MultiplierP , 353 , 33 , 30 , 967 , 0 , 967 , 0 , 778 , 0 , 0 , 1.24 , 0 , 20 , 0.9 , 386 , svt , 0.001184 , 1.24 , 0.4551714 , 0.0286931 , 0.001118199611 , 0.78 , 0.3679387 , 0.0402227 , 0.001184 , 1.24 , 0.4551714 , 0.0286931 , 0.001079 , 1.34 , 0.4798809 , 0.0273633 , 
12 , 0.78125 , 15 , 4 , OFF , Array , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 2441 , MultiplierP_unq1 , MultiplierP , 1835 , 32 , 30 , 2359 , 0 , 2441 , 0 , 2377 , 0 , 0 , 0.60 , 0 , 0.76 , 0.9 , 1867 , svt , 0.003245 , 0.60 , 0.9775944 , 0.1277251 , 0.003087529246 , 0.47 , 0.7957779 , 0.146444 , 0.003245 , 0.60 , 0.9775944 , 0.1277251 , 0.003131 , 0.61 , 1.0680 , 0.1303657 , 
12 , 0.78125 , 15 , 4 , OFF , Array , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1833 , MultiplierP_unq1 , MultiplierP , 591 , 31 , 30 , 1771 , 0 , 1833 , 0 , 1759 , 0 , 0 , 0.67 , 0 , 0.864133089048258 , 0.9 , 622 , svt , 0.002116 , 0.67 , 0.7111158 , 0.0693372 , 0.001986793237 , 0.53 , 0.6000204 , 0.0859878 , 0.002116 , 0.67 , 0.7111158 , 0.0693372 , 0.002125 , 0.68 , 0.8003036 , 0.0779771 , 
12 , 0.78125 , 15 , 4 , OFF , Array , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1667 , MultiplierP_unq1 , MultiplierP , 467 , 32 , 30 , 1603 , 0 , 1667 , 0 , 1575 , 0 , 0 , 0.75 , 0 , 0.969774020244266 , 0.9 , 499 , svt , 0.001845 , 0.75 , 0.6538521 , 0.0548282 , 0.00172342803 , 0.59 , 0.5442922 , 0.0718628 , 0.001845 , 0.75 , 0.6538521 , 0.0548282 , 0.001837 , 0.75 , 0.7135645 , 0.0595767 , 
12 , 0.78125 , 15 , 4 , OFF , Array , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1551 , MultiplierP_unq1 , MultiplierP , 426 , 32 , 30 , 1522 , 0 , 1551 , 0 , 1389 , 0 , 0 , 0.94 , 0 , 1.22137876667627 , 0.9 , 458 , svt , 0.001651 , 0.94 , 0.5633107 , 0.0389402 , 0.001533974424 , 0.74 , 0.4666642 , 0.0544197 , 0.001651 , 0.94 , 0.5633107 , 0.0389402 , 0.001574 , 0.94 , 0.6030542 , 0.0406861 , 
12 , 0.78125 , 15 , 4 , OFF , Array , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1503 , MultiplierP_unq1 , MultiplierP , 422 , 32 , 30 , 1501 , 0 , 1503 , 0 , 1336 , 0 , 0 , 1.06 , 0 , 1.37069325525444 , 0.9 , 454 , svt , 0.001617 , 1.06 , 0.5502986 , 0.0370309 , 0.001529564423 , 0.84 , 0.4650211 , 0.0559823 , 0.001617 , 1.06 , 0.5502986 , 0.0370309 , 0.001532 , 1.06 , 0.5954309 , 0.0388789 , 
12 , 0.78125 , 15 , 4 , OFF , Array , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1465 , MultiplierP_unq1 , MultiplierP , 412 , 33 , 30 , 1474 , 0 , 1465 , 0 , 1276 , 0 , 0 , 1.19 , 0 , 1.53826155428653 , 0.9 , 445 , svt , 0.001591 , 1.19 , 0.5436783 , 0.0358315 , 0.00151263002 , 0.94 , 0.4648405 , 0.0564528 , 0.001591 , 1.19 , 0.5436783 , 0.0358315 , 0.00149 , 1.19 , 0.5876349 , 0.0364816 , 
12 , 0.78125 , 15 , 4 , OFF , Array , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1418 , MultiplierP_unq1 , MultiplierP , 407 , 33 , 30 , 1419 , 0 , 1418 , 0 , 1230 , 0 , 0 , 1.33 , 0 , 1.72631520606467 , 0.9 , 440 , svt , 0.001557 , 1.33 , 0.5483347 , 0.0370812 , 0.001486346416 , 1.05 , 0.4691761 , 0.0575082 , 0.001557 , 1.33 , 0.5483347 , 0.0370812 , 0.001464 , 1.34 , 0.593668 , 0.0379028 , 
12 , 0.78125 , 15 , 4 , OFF , Array , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1360 , MultiplierP_unq1 , MultiplierP , 397 , 31 , 30 , 1356 , 0 , 1360 , 0 , 1194 , 0 , 0 , 1.49 , 0 , 1.9373585606333 , 0.9 , 428 , svt , 0.001532 , 1.49 , 0.5563621 , 0.0396603 , 0.001457064008 , 1.18 , 0.4659038 , 0.0584938 , 0.001532 , 1.49 , 0.5563621 , 0.0396603 , 0.001447 , 1.50 , 0.602001 , 0.0395986 , 
12 , 0.78125 , 15 , 4 , OFF , Array , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1323 , MultiplierP_unq1 , MultiplierP , 381 , 31 , 30 , 1333 , 0 , 1323 , 0 , 1124 , 0 , 0 , 1.65 , 0 , 2.17420212674564 , 0.9 , 412 , svt , 0.001515 , 1.65 , 0.5525283 , 0.0391585 , 0.001439600405 , 1.32 , 0.4633456 , 0.0570778 , 0.001515 , 1.65 , 0.5525283 , 0.0391585 , 0.001405 , 1.67 , 0.5902129 , 0.0378028 , 
12 , 0.78125 , 15 , 4 , OFF , Array , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1333 , MultiplierP_unq1 , MultiplierP , 388 , 35 , 30 , 1346 , 0 , 1333 , 0 , 1101 , 0 , 0 , 1.87 , 0 , 20 , 0.9 , 423 , svt , 0.001515 , 1.87 , 0.5635343 , 0.038789 , 0.001443304805 , 1.26 , 0.4667667 , 0.0575728 , 0.001515 , 1.87 , 0.5635343 , 0.038789 , 0.001388 , 1.96 , 0.5926903 , 0.0373171 , 
12 , 0.78125 , 15 , 4 , OFF , Array , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1333 , MultiplierP_unq1 , MultiplierP , 388 , 35 , 30 , 1346 , 0 , 1333 , 0 , 1101 , 0 , 0 , 2.44 , 1 , 20 , 0.9 , 423 , svt , 0.001515 , 2.44 , 0.4560672 , 0.0288962 , 0.001443304805 , 1.65 , 0.3781591 , 0.0427231 , 0.001515 , 2.44 , 0.4560672 , 0.0288962 , 0.001388 , 2.55 , 0.479302 , 0.0277907 , 
12 , 0.78125 , 15 , 4 , OFF , Array , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1333 , MultiplierP_unq1 , MultiplierP , 388 , 35 , 30 , 1346 , 0 , 1333 , 0 , 1101 , 0 , 0 , 3.50 , 0 , 20 , 0.9 , 423 , svt , 0.001515 , 3.50 , 0.3616798 , 0.0212163 , 0.001443304805 , 2.36 , 0.3005638 , 0.0312342 , 0.001515 , 3.50 , 0.3616798 , 0.0212163 , 0.001388 , 3.64 , 0.3798335 , 0.0203977 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 2785 , MultiplierP_unq1 , MultiplierP , 2238 , 31 , 30 , 2685 , 0 , 2785 , 0 , 2727 , 0 , 0 , 0.55 , 0 , 0.69 , 0.9 , 2269 , svt , 0.004064 , 0.55 , 1.2181 , 0.1702743 , 0.003799832455 , 0.43 , 0.955884 , 0.1871572 , 0.004064 , 0.55 , 1.2181 , 0.1702743 , 0.003886 , 0.59 , 1.3184 , 0.1705528 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 2063 , MultiplierP_unq1 , MultiplierP , 899 , 33 , 30 , 1921 , 0 , 2063 , 0 , 1905 , 0 , 0 , 0.61 , 0 , 0.788768273999469 , 0.9 , 932 , svt , 0.002531 , 0.61 , 0.7944539 , 0.089974 , 0.002275560037 , 0.49 , 0.6776031 , 0.1062893 , 0.002531 , 0.61 , 0.7944539 , 0.089974 , 0.002328 , 0.62 , 0.8779847 , 0.0891334 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1650 , MultiplierP_unq1 , MultiplierP , 473 , 32 , 30 , 1604 , 0 , 1650 , 0 , 1529 , 0 , 0 , 0.69 , 0 , 0.888793414383003 , 0.9 , 505 , svt , 0.001887 , 0.69 , 0.6598627 , 0.0601988 , 0.00179081283 , 0.55 , 0.5581733 , 0.0779588 , 0.001887 , 0.69 , 0.6598627 , 0.0601988 , 0.001843 , 0.69 , 0.7343674 , 0.0658106 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1592 , MultiplierP_unq1 , MultiplierP , 442 , 33 , 30 , 1538 , 0 , 1592 , 0 , 1452 , 0 , 0 , 0.77 , 0 , 1.00150292486425 , 0.9 , 475 , svt , 0.001735 , 0.77 , 0.6043134 , 0.0488051 , 0.001594126826 , 0.61 , 0.4898585 , 0.0632881 , 0.001735 , 0.77 , 0.6043134 , 0.0488051 , 0.001668 , 0.78 , 0.6539659 , 0.0496934 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1552 , MultiplierP_unq1 , MultiplierP , 416 , 34 , 30 , 1513 , 0 , 1552 , 0 , 1398 , 0 , 0 , 0.87 , 0 , 1.12850533350085 , 0.9 , 450 , svt , 0.001668 , 0.87 , 0.5636943 , 0.0412224 , 0.001536091225 , 0.69 , 0.4623063 , 0.0566439 , 0.001668 , 0.87 , 0.5636943 , 0.0412224 , 0.0016 , 0.87 , 0.6067126 , 0.0425865 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1507 , MultiplierP_unq1 , MultiplierP , 412 , 31 , 30 , 1495 , 0 , 1507 , 0 , 1335 , 0 , 0 , 0.98 , 0 , 1.27161314872095 , 0.9 , 443 , svt , 0.001625 , 0.98 , 0.5493453 , 0.0386943 , 0.001531328421 , 0.78 , 0.4588501 , 0.0566306 , 0.001625 , 0.98 , 0.5493453 , 0.0386943 , 0.001549 , 0.98 , 0.5950029 , 0.0403901 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1481 , MultiplierP_unq1 , MultiplierP , 413 , 33 , 30 , 1455 , 0 , 1481 , 0 , 1271 , 0 , 0 , 1.10 , 0 , 1.43286872644522 , 0.9 , 446 , svt , 0.001591 , 1.10 , 0.5422228 , 0.0366869 , 0.001500105618 , 0.88 , 0.4551862 , 0.0561645 , 0.001591 , 1.10 , 0.5422228 , 0.0366869 , 0.001498 , 1.11 , 0.5794258 , 0.0376704 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1361 , MultiplierP_unq1 , MultiplierP , 644 , 32 , 30 , 1364 , 0 , 1361 , 0 , 1154 , 0 , 0 , 1.25 , 0 , 1.61457341746573 , 0.9 , 676 , svt , 0.001566 , 1.25 , 0.5436288 , 0.0401873 , 0.001491991213 , 0.98 , 0.4659964 , 0.0605061 , 0.001566 , 1.25 , 0.5436288 , 0.0401873 , 0.001447 , 1.25 , 0.5855873 , 0.0404707 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1343 , MultiplierP_unq1 , MultiplierP , 574 , 34 , 30 , 1332 , 0 , 1343 , 0 , 1165 , 0 , 0 , 1.40 , 0 , 1.81932041105696 , 0.9 , 608 , svt , 0.001532 , 1.40 , 0.5507831 , 0.0410018 , 0.001455123606 , 1.11 , 0.4595097 , 0.059909 , 0.001532 , 1.40 , 0.5507831 , 0.0410018 , 0.00143 , 1.40 , 0.5955623 , 0.0403636 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1328 , MultiplierP_unq1 , MultiplierP , 391 , 33 , 30 , 1328 , 0 , 1328 , 0 , 1103 , 0 , 0 , 1.57 , 0 , 2.05003174354486 , 0.9 , 424 , svt , 0.001515 , 1.57 , 0.5435403 , 0.0391714 , 0.001438012805 , 1.21 , 0.4516534 , 0.0576387 , 0.001515 , 1.57 , 0.5435403 , 0.0391714 , 0.001397 , 1.56 , 0.57803 , 0.0379146 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1325 , MultiplierP_unq1 , MultiplierP , 468 , 32 , 30 , 1340 , 0 , 1325 , 0 , 1096 , 0 , 0 , 1.77 , 0 , 40 , 0.9 , 500 , svt , 0.001515 , 1.77 , 0.55267 , 0.0388356 , 0.001441717205 , 1.16 , 0.453374 , 0.0575885 , 0.001515 , 1.77 , 0.55267 , 0.0388356 , 0.001388 , 1.94 , 0.5885454 , 0.0372483 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1328 , MultiplierP_unq1 , MultiplierP , 391 , 33 , 30 , 1328 , 0 , 1328 , 0 , 1103 , 0 , 0 , 2.04 , 1 , 2.05003174354486 , 0.9 , 424 , svt , 0.001515 , 2.04 , 0.4399127 , 0.0291787 , 0.001438012805 , 1.59 , 0.3659581 , 0.0427721 , 0.001515 , 2.04 , 0.4399127 , 0.0291787 , 0.001397 , 2.04 , 0.4674518 , 0.0282308 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1325 , MultiplierP_unq1 , MultiplierP , 468 , 32 , 30 , 1340 , 0 , 1325 , 0 , 1096 , 0 , 0 , 2.31 , 1 , 40 , 0.9 , 500 , svt , 0.001515 , 2.31 , 0.4472406 , 0.0289315 , 0.001441717205 , 1.51 , 0.3673529 , 0.0427334 , 0.001515 , 2.31 , 0.4472406 , 0.0289315 , 0.001388 , 2.55 , 0.4757826 , 0.0277396 , 
13 , 0.84375 , 15 , 4 , OFF , Wallace , 16 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 1325 , MultiplierP_unq1 , MultiplierP , 468 , 32 , 30 , 1340 , 0 , 1325 , 0 , 1096 , 0 , 0 , 3.31 , 0 , 40 , 0.9 , 500 , svt , 0.001515 , 3.31 , 0.354664 , 0.0212427 , 0.001441717205 , 2.15 , 0.2920205 , 0.0312408 , 0.001515 , 3.31 , 0.354664 , 0.0212427 , 0.001388 , 3.66 , 0.3769415 , 0.0203603 , 
