TOP.DesignIndex,TOP.Color,TOP.DesignCount,TOP.VT,TOP.Voltage,TOP.top_FMA.FMA.Designware_MODE,TOP.top_FMA.FMA.EnableDenormals,TOP.top_FMA.FMA.ExponentWidth,TOP.top_FMA.FMA.FMA_MAN0.MUL0.BoothType,TOP.top_FMA.FMA.FMA_MAN0.MUL0.Designware_MODE,TOP.top_FMA.FMA.FMA_MAN0.MUL0.TreeType,TOP.top_FMA.FMA.FractionWidth,TOP.top_FMA.FMA.UseInc,STAT_Comp_Good,STAT_Mapped_Timing_Good,STAT_Optimized_Timing_Good,STAT_Pareto,STAT_Routed_Timing_Good,STAT_Run_Good,STAT_Synthesis_Good,STAT_Timing_Good,INFO_Comb_Cell_Count,INFO_DESIGN,INFO_DESIGN_NAME,INFO_EvalTime,INFO_GenTime,INFO_IO2CORE,INFO_Mapped_Comb_Cell_Count,INFO_Mapped_Seq_Cell_Count,INFO_Optimized_Comb_Cell_Count,INFO_Optimized_Seq_Cell_Count,INFO_Routed_Comb_Cell_Count,INFO_Routed_Seq_Cell_Count,INFO_Seq_Cell_Count,INFO_Suggest_Delay,INFO_TARGET,INFO_TARGET_DELAY,INFO_TARGET_VOLTAGE,INFO_TotalRunTime,INFO_VT,COST_Area,COST_Delay,COST_Dyn_Energy,COST_Leak_Power,COST_Mapped_Area,COST_Mapped_Delay,COST_Mapped_Dyn_Energy,COST_Mapped_Leak_Power,COST_Optimized_Area,COST_Optimized_Delay,COST_Optimized_Dyn_Energy,COST_Optimized_Leak_Power,COST_Routed_Area,COST_Routed_Delay,COST_Routed_Dyn_Energy,COST_Routed_Leak_Power,
7 , 0.153061224489796 , 48 , svt , 0.8 , OFF , YES , 11 , 2 , OFF , ZM , 52 , NO , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 11656 , FMA_unq1 , FMA , 2227 , 49 , 30 , 11313 , 0 , 11656 , 0 , 11432 , 0 , 0 , 10.25 , 0 , 7.15006561906319 , 0.9 , 2276 , svt , 0.019445 , 10.25 , 8.6127 , 0.3763855 , 0.018161438314 , 8.17 , 7.2126 , 0.4660641 , 0.019445 , 10.25 , 8.6127 , 0.3763855 , 0.019248 , 10.36 , 8.7954 , 0.3814326 , 
7 , 0.153061224489796 , 48 , svt , 0.8 , OFF , YES , 11 , 2 , OFF , ZM , 52 , NO , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 11508 , FMA_unq1 , FMA , 2339 , 49 , 30 , 11125 , 0 , 11508 , 0 , 11221 , 0 , 0 , 11.87 , 0 , 8.36426270879888 , 0.9 , 2388 , svt , 0.019248 , 11.87 , 8.5433 , 0.3661341 , 0.017952404307 , 9.61 , 7.1078 , 0.4518068 , 0.019248 , 11.87 , 8.5433 , 0.3661341 , 0.019073 , 11.89 , 8.6334 , 0.3651501 , 
8 , 0.173469387755102 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , Array , 52 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 14975 , FMA_unq1 , FMA , 1925 , 44 , 30 , 14822 , 0 , 14975 , 0 , 12174 , 0 , 0 , 19.12 , 0 , 20 , 0.9 , 1969 , svt , 0.019292 , 19.12 , 8.1100 , 0.2849225 , 0.01815067806 , 11.15 , 6.7742 , 0.3912724 , 0.019292 , 19.12 , 8.1100 , 0.2849225 , 0.017736 , 19.68 , 8.6375 , 0.2752678 , 
9 , 0.193877551020408 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , OS1 , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15082 , FMA_unq1 , FMA , 2053 , 46 , 30 , 14932 , 0 , 15082 , 0 , 12289 , 0 , 0 , 16.62 , 0 , 11.8313186078307 , 0.9 , 2099 , svt , 0.019737 , 16.62 , 8.0494 , 0.2963062 , 0.018580741253 , 11.03 , 6.5701 , 0.4015241 , 0.019737 , 16.62 , 8.0494 , 0.2963062 , 0.018181 , 17.06 , 8.2553 , 0.2879106 , 
9 , 0.193877551020408 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , OS1 , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15086 , FMA_unq1 , FMA , 2032 , 46 , 30 , 14937 , 0 , 15086 , 0 , 12314 , 0 , 0 , 17.30 , 0 , 12.1709839842991 , 0.9 , 2078 , svt , 0.019737 , 17.30 , 8.0516 , 0.2962283 , 0.018583740053 , 11.02 , 6.5742 , 0.4013181 , 0.019737 , 17.30 , 8.0516 , 0.2962283 , 0.018181 , 16.74 , 8.2755 , 0.287061 , 
9 , 0.193877551020408 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , OS1 , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15119 , FMA_unq1 , FMA , 2017 , 46 , 30 , 14953 , 0 , 15119 , 0 , 12330 , 0 , 0 , 17.42 , 0 , 12.520400815512 , 0.9 , 2063 , svt , 0.019737 , 17.42 , 8.0482 , 0.2956525 , 0.018570157254 , 11.04 , 6.5903 , 0.4027122 , 0.019737 , 17.42 , 8.0482 , 0.2956525 , 0.018181 , 17.65 , 8.3134 , 0.2868883 , 
9 , 0.193877551020408 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , OS1 , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15134 , FMA_unq1 , FMA , 1907 , 47 , 30 , 14973 , 0 , 15134 , 0 , 12318 , 0 , 0 , 17.57 , 0 , 13.2496166976115 , 0.9 , 1954 , svt , 0.019692 , 17.57 , 8.0295 , 0.2933316 , 0.018539463658 , 10.90 , 6.5326 , 0.3971638 , 0.019692 , 17.57 , 8.0295 , 0.2933316 , 0.018136 , 17.51 , 8.2369 , 0.283796 , 
9 , 0.193877551020408 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , OS1 , 52 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 14919 , FMA_unq1 , FMA , 1927 , 47 , 30 , 14762 , 0 , 14919 , 0 , 12128 , 0 , 0 , 19.65 , 0 , 20 , 0.9 , 1974 , svt , 0.01927 , 19.65 , 7.9421 , 0.2858341 , 0.018135860457 , 11.10 , 6.4614 , 0.3919258 , 0.01927 , 19.65 , 7.9421 , 0.2858341 , 0.017714 , 19.93 , 8.1853 , 0.2763211 , 
10 , 0.214285714285714 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , Wallace , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15269 , FMA_unq1 , FMA , 2061 , 44 , 30 , 15119 , 0 , 15269 , 0 , 12473 , 0 , 0 , 17.81 , 0 , 13.7704470361225 , 0.9 , 2105 , svt , 0.019711 , 17.81 , 8.0770 , 0.2909247 , 0.01855145886 , 10.41 , 6.5826 , 0.3999137 , 0.019711 , 17.81 , 8.0770 , 0.2909247 , 0.018153 , 18.36 , 8.2629 , 0.2814459 , 
10 , 0.214285714285714 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , Wallace , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15230 , FMA_unq1 , FMA , 1967 , 44 , 30 , 15077 , 0 , 15230 , 0 , 12435 , 0 , 0 , 17.86 , 0 , 13.9055773203519 , 0.9 , 2011 , svt , 0.019666 , 17.86 , 8.1208 , 0.2908411 , 0.01852058886 , 10.70 , 6.5992 , 0.4006277 , 0.019666 , 17.86 , 8.1208 , 0.2908411 , 0.018108 , 18.41 , 8.3389 , 0.2811724 , 
10 , 0.214285714285714 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , Wallace , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15278 , FMA_unq1 , FMA , 2063 , 44 , 30 , 15119 , 0 , 15278 , 0 , 12473 , 0 , 0 , 18.05 , 0 , 13.7973676299364 , 0.9 , 2107 , svt , 0.019711 , 18.05 , 8.0914 , 0.2909969 , 0.01855463406 , 10.41 , 6.5804 , 0.3997864 , 0.019711 , 18.05 , 8.0914 , 0.2909969 , 0.018153 , 18.48 , 8.2937 , 0.2813526 , 
10 , 0.214285714285714 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , Wallace , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15284 , FMA_unq1 , FMA , 1976 , 45 , 30 , 15121 , 0 , 15284 , 0 , 12474 , 0 , 0 , 18.18 , 0 , 13.8513668060377 , 0.9 , 2021 , svt , 0.019711 , 18.18 , 8.1212 , 0.2908828 , 0.01855234086 , 10.51 , 6.5906 , 0.3999177 , 0.019711 , 18.18 , 8.1212 , 0.2908828 , 0.018131 , 18.62 , 8.3274 , 0.2809153 , 
10 , 0.214285714285714 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , Wallace , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15276 , FMA_unq1 , FMA , 1992 , 45 , 30 , 15123 , 0 , 15276 , 0 , 12481 , 0 , 0 , 18.20 , 0 , 13.8243408522794 , 0.9 , 2037 , svt , 0.019711 , 18.20 , 8.0816 , 0.2909214 , 0.01855375206 , 10.52 , 6.6023 , 0.4006516 , 0.019711 , 18.20 , 8.0816 , 0.2909214 , 0.018176 , 18.15 , 8.4343 , 0.2825856 , 
10 , 0.214285714285714 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , Wallace , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15267 , FMA_unq1 , FMA , 2068 , 44 , 30 , 15115 , 0 , 15267 , 0 , 12486 , 0 , 0 , 18.24 , 0 , 13.7167633235396 , 0.9 , 2112 , svt , 0.019711 , 18.24 , 8.0885 , 0.2912066 , 0.01855375206 , 10.22 , 6.5959 , 0.4013322 , 0.019711 , 18.24 , 8.0885 , 0.2912066 , 0.018153 , 18.14 , 8.4733 , 0.282112 , 
10 , 0.214285714285714 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , Wallace , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15266 , FMA_unq1 , FMA , 1949 , 43 , 30 , 15123 , 0 , 15266 , 0 , 12468 , 0 , 0 , 18.34 , 0 , 13.8784455942988 , 0.9 , 1992 , svt , 0.019711 , 18.34 , 8.0793 , 0.2903696 , 0.01855375206 , 10.51 , 6.5923 , 0.4000924 , 0.019711 , 18.34 , 8.0793 , 0.2903696 , 0.018131 , 18.32 , 8.3106 , 0.2797479 , 
10 , 0.214285714285714 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , Wallace , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15264 , FMA_unq1 , FMA , 1906 , 42 , 30 , 15103 , 0 , 15264 , 0 , 12452 , 0 , 0 , 18.61 , 0 , 13.9327620876879 , 0.9 , 1948 , svt , 0.019689 , 18.61 , 8.1014 , 0.2908692 , 0.01853858166 , 10.24 , 6.6407 , 0.4015239 , 0.019689 , 18.61 , 8.1014 , 0.2908692 , 0.018131 , 18.09 , 8.4163 , 0.2814001 , 
10 , 0.214285714285714 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , Wallace , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 15267 , FMA_unq1 , FMA , 2068 , 44 , 30 , 15123 , 0 , 15267 , 0 , 12491 , 0 , 0 , 18.71 , 0 , 13.743578968152 , 0.9 , 2112 , svt , 0.019711 , 18.71 , 8.0907 , 0.2909982 , 0.01855357566 , 10.41 , 6.5866 , 0.3999549 , 0.019711 , 18.71 , 8.0907 , 0.2909982 , 0.018131 , 18.39 , 8.4327 , 0.2815394 , 
11 , 0.23469387755102 , 48 , svt , 0.8 , OFF , YES , 11 , 3 , OFF , ZM , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 14917 , FMA_unq1 , FMA , 1922 , 47 , 30 , 14763 , 0 , 14917 , 0 , 12133 , 0 , 0 , 20.09 , 0 , 20 , 0.9 , 1969 , svt , 0.01927 , 20.09 , 7.8517 , 0.2849785 , 0.018134802057 , 11.11 , 6.4486 , 0.3920237 , 0.01927 , 20.09 , 7.8517 , 0.2849785 , 0.017714 , 20.26 , 8.2589 , 0.2761987 , 
13 , 0.275510204081633 , 48 , svt , 0.8 , OFF , YES , 11 , 4 , OFF , Wallace , 52 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 18684 , FMA_unq1 , FMA , 2460 , 43 , 30 , 18447 , 0 , 18684 , 0 , 13101 , 0 , 0 , 19.70 , 0 , 40 , 0.9 , 2503 , svt , 0.021468 , 19.70 , 8.4600 , 0.2838828 , 0.020148584459 , 12.65 , 6.4759 , 0.4067963 , 0.021468 , 19.70 , 8.4600 , 0.2838828 , 0.018348 , 19.40 , 8.3267 , 0.261037 , 
14 , 0.295918367346939 , 48 , svt , 0.8 , OFF , YES , 11 , NA , ON , NA , 52 , NO , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 12473 , FMA_unq1 , FMA , 9874 , 34 , 30 , 12246 , 0 , 12473 , 0 , 12475 , 0 , 0 , 7.27 , 0 , 5.02 , 0.9 , 9908 , svt , 0.020552 , 7.27 , 9.5969 , 0.4142264 , 0.019086656425 , 5.76 , 7.8356 , 0.485996 , 0.020552 , 7.27 , 9.5969 , 0.4142264 , 0.020552 , 7.23 , 9.6132 , 0.4149337 , 
14 , 0.295918367346939 , 48 , svt , 0.8 , OFF , YES , 11 , NA , ON , NA , 52 , NO , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 12298 , FMA_unq1 , FMA , 1409 , 35 , 30 , 12187 , 0 , 12298 , 0 , 12295 , 0 , 0 , 8.04 , 0 , 5.59210147888078 , 0.9 , 1444 , svt , 0.020351 , 8.04 , 9.4623 , 0.3990681 , 0.01902773882 , 6.41 , 7.7630 , 0.4785504 , 0.020351 , 8.04 , 9.4623 , 0.3990681 , 0.020351 , 8.03 , 9.4519 , 0.3986729 , 
14 , 0.295918367346939 , 48 , svt , 0.8 , OFF , YES , 11 , NA , ON , NA , 52 , NO , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 10318 , FMA_unq1 , FMA , 1218 , 37 , 30 , 10125 , 0 , 10318 , 0 , 10324 , 0 , 0 , 12.04 , 0 , 8.40832920383116 , 0.9 , 1255 , svt , 0.017189 , 12.04 , 8.3056 , 0.30824 , 0.016083093858 , 9.69 , 6.5798 , 0.3454538 , 0.017189 , 12.04 , 8.3056 , 0.30824 , 0.017189 , 12.14 , 8.3080 , 0.3091392 , 
14 , 0.295918367346939 , 48 , svt , 0.8 , OFF , YES , 11 , NA , ON , NA , 52 , NO , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 10222 , FMA_unq1 , FMA , 1199 , 35 , 30 , 10065 , 0 , 10222 , 0 , 10220 , 0 , 0 , 13.21 , 0 , 9.31093666844767 , 0.9 , 1234 , svt , 0.017171 , 13.21 , 7.9458 , 0.2971093 , 0.015974960661 , 10.73 , 6.4622 , 0.3340418 , 0.017171 , 13.21 , 7.9458 , 0.2971093 , 0.017171 , 13.22 , 7.9463 , 0.2969606 , 
14 , 0.295918367346939 , 48 , svt , 0.8 , OFF , YES , 11 , NA , ON , NA , 52 , NO , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 10260 , FMA_unq1 , FMA , 1136 , 35 , 30 , 10104 , 0 , 10260 , 0 , 10259 , 0 , 0 , 14.46 , 0 , 10.3104361808696 , 0.9 , 1171 , svt , 0.017153 , 14.46 , 8.1346 , 0.2897269 , 0.015977253861 , 11.29 , 6.4430 , 0.3324936 , 0.017153 , 14.46 , 8.1346 , 0.2897269 , 0.017153 , 14.50 , 8.1251 , 0.2896158 , 
14 , 0.295918367346939 , 48 , svt , 0.8 , OFF , YES , 11 , NA , ON , NA , 52 , NO , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 10231 , FMA_unq1 , FMA , 1119 , 35 , 30 , 10090 , 0 , 10231 , 0 , 10231 , 0 , 0 , 16.15 , 0 , 11.417228795039 , 0.9 , 1154 , svt , 0.017153 , 16.15 , 8.1991 , 0.2871246 , 0.015962436262 , 11.63 , 6.4613 , 0.3344566 , 0.017153 , 16.15 , 8.1991 , 0.2871246 , 0.017153 , 16.21 , 8.1967 , 0.2871472 , 
14 , 0.295918367346939 , 48 , svt , 0.8 , OFF , YES , 11 , NA , ON , NA , 52 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 10209 , FMA_unq1 , FMA , 1104 , 35 , 30 , 10072 , 0 , 10209 , 0 , 10211 , 0 , 0 , 17.27 , 0 , 12.6428320850411 , 0.9 , 1139 , svt , 0.017134 , 17.27 , 8.1969 , 0.2869276 , 0.015950617461 , 11.49 , 6.4333 , 0.3335835 , 0.017134 , 17.27 , 8.1969 , 0.2869276 , 0.017134 , 17.21 , 8.1946 , 0.2869376 , 
14 , 0.295918367346939 , 48 , svt , 0.8 , OFF , YES , 11 , NA , ON , NA , 52 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 11124 , FMA_unq1 , FMA , 1469 , 35 , 30 , 10961 , 0 , 11124 , 0 , 11122 , 0 , 0 , 20.14 , 0 , 80 , 0.9 , 1504 , svt , 0.016589 , 20.14 , 7.8994 , 0.2699669 , 0.015527433873 , 12.07 , 6.5609 , 0.3558051 , 0.016589 , 20.14 , 7.8994 , 0.2699669 , 0.016589 , 20.26 , 7.8952 , 0.2699223 , 
15 , 0.316326530612245 , 48 , svt , 0.8 , ON , YES , 11 , NA , NA , NA , 52 , NO , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 9505 , FMA_unq1 , FMA , 1092 , 35 , 30 , 9335 , 0 , 9505 , 0 , 9506 , 0 , 0 , 52.05 , 0 , 37.5735448186897 , 0.9 , 1127 , svt , 0.016806 , 52.05 , 7.6565 , 0.292515 , 0.015638918615 , 38.74 , 5.7800 , 0.327967 , 0.016806 , 52.05 , 7.6565 , 0.292515 , 0.016806 , 52.10 , 7.6530 , 0.2925012 , 
15 , 0.316326530612245 , 48 , svt , 0.8 , ON , YES , 11 , NA , NA , NA , 52 , NO , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 9508 , FMA_unq1 , FMA , 1066 , 33 , 30 , 9333 , 0 , 9508 , 0 , 9508 , 0 , 0 , 52.16 , 0 , 37.7883102313191 , 0.9 , 1099 , svt , 0.016806 , 52.16 , 7.6891 , 0.2933825 , 0.015632039013 , 38.76 , 5.7770 , 0.3276488 , 0.016806 , 52.16 , 7.6891 , 0.2933825 , 0.016806 , 52.11 , 7.6898 , 0.293366 , 
15 , 0.316326530612245 , 48 , svt , 0.8 , ON , YES , 11 , NA , NA , NA , 52 , NO , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 9497 , FMA_unq1 , FMA , 1087 , 36 , 30 , 9334 , 0 , 9497 , 0 , 9500 , 0 , 0 , 52.17 , 0 , 37.6807745156468 , 0.9 , 1123 , svt , 0.016806 , 52.17 , 7.6525 , 0.2924784 , 0.015637860215 , 38.77 , 5.7782 , 0.3283843 , 0.016806 , 52.17 , 7.6525 , 0.2924784 , 0.016806 , 52.17 , 7.6753 , 0.2926494 , 
15 , 0.316326530612245 , 48 , svt , 0.8 , ON , YES , 11 , NA , NA , NA , 52 , NO , 1 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 9512 , FMA_unq1 , FMA , 1099 , 36 , 30 , 9335 , 0 , 9512 , 0 , 9514 , 0 , 0 , 52.19 , 0 , 37.8961528390416 , 0.9 , 1135 , svt , 0.016806 , 52.19 , 7.6651 , 0.2935817 , 0.015632744613 , 38.78 , 5.7804 , 0.3275513 , 0.016806 , 52.19 , 7.6651 , 0.2935817 , 0.016806 , 52.18 , 7.6553 , 0.2936443 , 
