TOP.DesignIndex,TOP.Color,TOP.DesignCount,TOP.VT,TOP.Voltage,TOP.top_Multiplier.Multiplier.Designware_MODE,TOP.top_Multiplier.Multiplier.MultP.BoothType,TOP.top_Multiplier.Multiplier.MultP.Designware_MODE,TOP.top_Multiplier.Multiplier.MultP.TreeType,TOP.top_Multiplier.Multiplier.PartialProductSum.AdderType,TOP.top_Multiplier.Multiplier.UseInc,TOP.top_Multiplier.Multiplier.Width,STAT_Comp_Good,STAT_Mapped_Timing_Good,STAT_Optimized_Timing_Good,STAT_Pareto,STAT_Routed_Timing_Good,STAT_Run_Good,STAT_Synthesis_Good,STAT_Timing_Good,INFO_Comb_Cell_Count,INFO_DESIGN,INFO_DESIGN_NAME,INFO_EvalTime,INFO_GenTime,INFO_IO2CORE,INFO_Mapped_Comb_Cell_Count,INFO_Mapped_Seq_Cell_Count,INFO_Optimized_Comb_Cell_Count,INFO_Optimized_Seq_Cell_Count,INFO_Routed_Comb_Cell_Count,INFO_Routed_Seq_Cell_Count,INFO_Seq_Cell_Count,INFO_Suggest_Delay,INFO_TARGET,INFO_TARGET_DELAY,INFO_TARGET_VOLTAGE,INFO_TotalRunTime,INFO_VT,COST_Area,COST_Delay,COST_Dyn_Energy,COST_Leak_Power,COST_Mapped_Area,COST_Mapped_Delay,COST_Mapped_Dyn_Energy,COST_Mapped_Leak_Power,COST_Optimized_Area,COST_Optimized_Delay,COST_Optimized_Dyn_Energy,COST_Optimized_Leak_Power,COST_Routed_Area,COST_Routed_Delay,COST_Routed_Dyn_Energy,COST_Routed_Leak_Power,
21 , 0.086 , 249 , hvt , 0.8 , OFF , 3 , OFF , ZM , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3872 , Multiplier_unq1 , Multiplier , 652 , 37 , 30 , 3856 , 0 , 3872 , 0 , 2881 , 0 , 0 , 5.62 , 1 , 20 , 0.8 , 689 , hvt , 0.005049 , 5.62 , 1.4938 , 0.0245142 , 0.004785026417 , 4.60 , 1.5493 , 0.0356987 , 0.005049 , 5.62 , 1.4938 , 0.0245142 , 0.004485 , 5.58 , 1.4338 , 0.0234873 , 
25 , 0.102 , 249 , hvt , 0.8 , OFF , NA , ON , NA , DesignWare , NO , 32 , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 2319 , Multiplier_unq1 , Multiplier , 396 , 32 , 30 , 2288 , 0 , 2319 , 0 , 2320 , 0 , 0 , 3.34 , 1 , 3.30338698163685 , 0.8 , 428 , hvt , 0.004821 , 3.34 , 2.0093 , 0.0361596 , 0.004735281574 , 2.64 , 1.8806 , 0.0449781 , 0.004821 , 3.34 , 2.0093 , 0.0361596 , 0.004821 , 3.35 , 2.0111 , 0.0362517 , 
25 , 0.102 , 249 , hvt , 0.8 , OFF , NA , ON , NA , DesignWare , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1892 , Multiplier_unq1 , Multiplier , 401 , 32 , 30 , 1888 , 0 , 1892 , 0 , 1892 , 0 , 0 , 13.12 , 1 , 20 , 0.8 , 433 , hvt , 0.003674 , 13.12 , 1.4649 , 0.0236803 , 0.003435742857 , 10.07 , 1.2220 , 0.0268163 , 0.003674 , 13.12 , 1.4649 , 0.0236803 , 0.003674 , 13.14 , 1.4640 , 0.0236848 , 
26 , 0.106 , 249 , hvt , 0.8 , OFF , NA , ON , NA , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2289 , Multiplier_unq1 , Multiplier , 421 , 34 , 30 , 2327 , 0 , 2289 , 0 , 2289 , 0 , 0 , 7.46 , 1 , 20 , 0.8 , 455 , hvt , 0.00396 , 7.46 , 1.3705 , 0.0232223 , 0.003785014872 , 6.51 , 1.3909 , 0.0290858 , 0.00396 , 7.46 , 1.3705 , 0.0232223 , 0.00396 , 7.46 , 1.3715 , 0.0232156 , 
27 , 0.11 , 249 , hvt , 0.8 , ON , NA , NA , NA , NA , NO , 32 , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 2452 , Multiplier_unq1 , Multiplier , 396 , 32 , 30 , 2362 , 0 , 2452 , 0 , 2451 , 0 , 0 , 3.51 , 1 , 3.51022934174506 , 0.8 , 428 , hvt , 0.004274 , 3.51 , 1.6601 , 0.0260611 , 0.003932485219 , 2.81 , 1.4189 , 0.0317379 , 0.004274 , 3.51 , 1.6601 , 0.0260611 , 0.004274 , 3.52 , 1.6602 , 0.0260782 , 
27 , 0.11 , 249 , hvt , 0.8 , ON , NA , NA , NA , NA , NO , 32 , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 2157 , Multiplier_unq1 , Multiplier , 504 , 32 , 30 , 2145 , 0 , 2157 , 0 , 2158 , 0 , 0 , 4.28 , 1 , 4.26299437575473 , 0.8 , 536 , hvt , 0.004084 , 4.28 , 1.6065 , 0.0254763 , 0.003799479713 , 3.41 , 1.3753 , 0.0315973 , 0.004084 , 4.28 , 1.6065 , 0.0254763 , 0.004084 , 4.28 , 1.6051 , 0.0254641 , 
27 , 0.11 , 249 , hvt , 0.8 , ON , NA , NA , NA , NA , NO , 32 , 1 , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 2103 , Multiplier_unq1 , Multiplier , 377 , 34 , 30 , 2106 , 0 , 2103 , 0 , 2104 , 0 , 0 , 5.18 , 1 , 5.17718908892771 , 0.8 , 411 , hvt , 0.004066 , 5.18 , 1.5848 , 0.0252829 , 0.003786249712 , 4.14 , 1.3679 , 0.0315678 , 0.004066 , 5.18 , 1.5848 , 0.0252829 , 0.004066 , 5.19 , 1.5810 , 0.0252536 , 
27 , 0.11 , 249 , hvt , 0.8 , ON , NA , NA , NA , NA , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2074 , Multiplier_unq1 , Multiplier , 389 , 34 , 30 , 2071 , 0 , 2074 , 0 , 2074 , 0 , 0 , 6.28 , 1 , 6.28743190818 , 0.8 , 423 , hvt , 0.004004 , 6.28 , 1.5765 , 0.0251784 , 0.003777782511 , 5.02 , 1.3667 , 0.0313649 , 0.004004 , 6.28 , 1.5765 , 0.0251784 , 0.004004 , 6.28 , 1.5752 , 0.0251641 , 
27 , 0.11 , 249 , hvt , 0.8 , ON , NA , NA , NA , NA , NO , 32 , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 0 , 1930 , Multiplier_unq1 , Multiplier , 376 , 33 , 30 , 1933 , 0 , 1930 , 0 , 1929 , 0 , 0 , 9.28 , 1 , 9.27324704551158 , 0.8 , 409 , hvt , 0.003951 , 9.28 , 1.5255 , 0.0244326 , 0.003702459704 , 7.42 , 1.3206 , 0.0307571 , 0.003951 , 9.28 , 1.5255 , 0.0244326 , 0.003951 , 9.27 , 1.5279 , 0.0244513 , 
27 , 0.11 , 249 , hvt , 0.8 , ON , NA , NA , NA , NA , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1830 , Multiplier_unq1 , Multiplier , 372 , 33 , 30 , 1834 , 0 , 1830 , 0 , 1830 , 0 , 0 , 11.17 , 1 , 11.2618852363496 , 0.8 , 405 , hvt , 0.003933 , 11.17 , 1.5298 , 0.0246799 , 0.003675999698 , 9.00 , 1.3142 , 0.030912 , 0.003933 , 11.17 , 1.5298 , 0.0246799 , 0.003933 , 11.16 , 1.5287 , 0.0246835 , 
27 , 0.11 , 249 , hvt , 0.8 , ON , NA , NA , NA , NA , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2021 , Multiplier_unq1 , Multiplier , 387 , 32 , 30 , 2027 , 0 , 2021 , 0 , 2021 , 0 , 0 , 13.67 , 1 , 13.6769848203384 , 0.8 , 419 , hvt , 0.003759 , 13.67 , 1.4973 , 0.0234681 , 0.003492720062 , 10.89 , 1.2501 , 0.0268055 , 0.003759 , 13.67 , 1.4973 , 0.0234681 , 0.003759 , 13.64 , 1.4977 , 0.0234692 , 
27 , 0.11 , 249 , hvt , 0.8 , ON , NA , NA , NA , NA , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2038 , Multiplier_unq1 , Multiplier , 389 , 33 , 30 , 2061 , 0 , 2038 , 0 , 2038 , 0 , 0 , 16.61 , 1 , 20 , 0.8 , 422 , hvt , 0.003759 , 16.61 , 1.4908 , 0.0229098 , 0.003489721267 , 13.22 , 1.2368 , 0.0263578 , 0.003759 , 16.61 , 1.4908 , 0.0229098 , 0.003759 , 16.62 , 1.4902 , 0.0229164 , 
41 , 0.166 , 249 , hvt , 0.9 , OFF , 2 , OFF , ZM , DesignWare , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4278 , Multiplier_unq1 , Multiplier , 3050 , 37 , 30 , 4488 , 0 , 4278 , 0 , 4272 , 0 , 0 , 1.79 , 0 , 2.65 , 0.8 , 3087 , hvt , 0.005723 , 1.79 , 2.3964 , 0.041816 , 0.006706375339 , 1.54 , 2.9588 , 0.0780142 , 0.005723 , 1.79 , 2.3964 , 0.041816 , 0.005765 , 1.80 , 2.3403 , 0.0419259 , 
46 , 0.186 , 249 , hvt , 0.9 , OFF , 3 , OFF , OS1 , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4908 , Multiplier_unq1 , Multiplier , 830 , 38 , 30 , 4993 , 0 , 4908 , 0 , 3912 , 0 , 0 , 2.29 , 0 , 3.41455297624737 , 0.8 , 868 , hvt , 0.005599 , 2.29 , 1.7938 , 0.0314113 , 0.005858244105 , 1.84 , 2.2781 , 0.0607494 , 0.005599 , 2.29 , 1.7938 , 0.0314113 , 0.005077 , 2.29 , 1.6978 , 0.0294186 , 
46 , 0.186 , 249 , hvt , 0.9 , OFF , 3 , OFF , OS1 , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4290 , Multiplier_unq1 , Multiplier , 719 , 39 , 30 , 4305 , 0 , 4290 , 0 , 3281 , 0 , 0 , 2.55 , 0 , 3.82497058812221 , 0.8 , 758 , hvt , 0.005145 , 2.55 , 1.6785 , 0.0283203 , 0.005178222079 , 2.05 , 2.0641 , 0.0529599 , 0.005145 , 2.55 , 1.6785 , 0.0283203 , 0.004609 , 2.55 , 1.5749 , 0.0264058 , 
46 , 0.186 , 249 , hvt , 0.9 , OFF , 3 , OFF , OS1 , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4138 , Multiplier_unq1 , Multiplier , 683 , 38 , 30 , 4142 , 0 , 4138 , 0 , 3145 , 0 , 0 , 2.69 , 0 , 4.04832362069437 , 0.8 , 721 , hvt , 0.00509 , 2.69 , 1.6841 , 0.02887 , 0.004982418058 , 2.17 , 2.0076 , 0.0502657 , 0.00509 , 2.69 , 1.6841 , 0.02887 , 0.00454 , 2.63 , 1.6158 , 0.027806 , 
46 , 0.186 , 249 , hvt , 0.9 , OFF , 3 , OFF , OS1 , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3904 , Multiplier_unq1 , Multiplier , 628 , 36 , 30 , 3845 , 0 , 3904 , 0 , 2866 , 0 , 0 , 3.17 , 0 , 4.79972759300504 , 0.8 , 664 , hvt , 0.005049 , 3.17 , 1.8457 , 0.0345964 , 0.004785202817 , 2.55 , 1.9650 , 0.0488397 , 0.005049 , 3.17 , 1.8457 , 0.0345964 , 0.004485 , 3.16 , 1.7542 , 0.0332234 , 
46 , 0.186 , 249 , hvt , 0.9 , OFF , 3 , OFF , OS1 , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3853 , Multiplier_unq1 , Multiplier , 624 , 42 , 30 , 3844 , 0 , 3853 , 0 , 2864 , 0 , 0 , 3.38 , 0 , 20 , 0.8 , 666 , hvt , 0.005035 , 3.38 , 1.8707 , 0.0345437 , 0.004781851217 , 2.96 , 1.9662 , 0.050234 , 0.005035 , 3.38 , 1.8707 , 0.0345437 , 0.004485 , 3.38 , 1.7659 , 0.0330621 , 
49 , 0.198 , 249 , hvt , 0.9 , OFF , 3 , OFF , ZM , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4714 , Multiplier_unq1 , Multiplier , 780 , 37 , 30 , 4799 , 0 , 4714 , 0 , 3815 , 0 , 0 , 2.32 , 0 , 3.50249172474019 , 0.8 , 817 , hvt , 0.005462 , 2.32 , 1.7865 , 0.0310183 , 0.0056876653 , 1.89 , 2.2373 , 0.058847 , 0.005462 , 2.32 , 1.7865 , 0.0310183 , 0.00498 , 2.33 , 1.7285 , 0.0290849 , 
49 , 0.198 , 249 , hvt , 0.9 , OFF , 3 , OFF , ZM , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4370 , Multiplier_unq1 , Multiplier , 758 , 37 , 30 , 4397 , 0 , 4370 , 0 , 3369 , 0 , 0 , 2.50 , 0 , 3.74726275128664 , 0.8 , 795 , hvt , 0.005187 , 2.50 , 1.7159 , 0.0290439 , 0.005316872483 , 2.02 , 2.1373 , 0.0546471 , 0.005187 , 2.50 , 1.7159 , 0.0290439 , 0.00465 , 2.50 , 1.6363 , 0.026865 , 
49 , 0.198 , 249 , hvt , 0.9 , OFF , 3 , OFF , ZM , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4208 , Multiplier_unq1 , Multiplier , 718 , 37 , 30 , 4220 , 0 , 4208 , 0 , 3195 , 0 , 0 , 2.66 , 0 , 4.00913955855867 , 0.8 , 755 , hvt , 0.005118 , 2.66 , 1.7132 , 0.0288599 , 0.005105898065 , 2.16 , 2.0581 , 0.0522331 , 0.005118 , 2.66 , 1.7132 , 0.0288599 , 0.004568 , 2.66 , 1.6356 , 0.0273326 , 
49 , 0.198 , 249 , hvt , 0.9 , OFF , 3 , OFF , ZM , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4040 , Multiplier_unq1 , Multiplier , 688 , 39 , 30 , 4041 , 0 , 4040 , 0 , 3040 , 0 , 0 , 2.82 , 0 , 4.28931758107467 , 0.8 , 727 , hvt , 0.005049 , 2.82 , 1.7358 , 0.0304803 , 0.004931614844 , 2.30 , 1.9929 , 0.0498096 , 0.005049 , 2.82 , 1.7358 , 0.0304803 , 0.004499 , 2.84 , 1.6695 , 0.0289788 , 
49 , 0.198 , 249 , hvt , 0.9 , OFF , 3 , OFF , ZM , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3908 , Multiplier_unq1 , Multiplier , 673 , 37 , 30 , 3895 , 0 , 3908 , 0 , 2916 , 0 , 0 , 3.03 , 0 , 4.58907579608693 , 0.8 , 710 , hvt , 0.005049 , 3.03 , 1.8374 , 0.0341436 , 0.004830361222 , 2.46 , 1.9756 , 0.0496063 , 0.005049 , 3.03 , 1.8374 , 0.0341436 , 0.004513 , 3.03 , 1.7837 , 0.0328159 , 
53 , 0.214 , 249 , hvt , 0.9 , OFF , NA , ON , NA , DesignWare , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1892 , Multiplier_unq1 , Multiplier , 401 , 32 , 30 , 1888 , 0 , 1892 , 0 , 1892 , 0 , 0 , 8.78 , 0 , 20 , 0.8 , 433 , hvt , 0.003674 , 8.78 , 1.8507 , 0.0333703 , 0.003435742857 , 6.76 , 1.5431 , 0.0377934 , 0.003674 , 8.78 , 1.8507 , 0.0333703 , 0.003674 , 8.79 , 1.8494 , 0.0333765 , 
54 , 0.218 , 249 , hvt , 0.9 , OFF , NA , ON , NA , Sklansky , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2289 , Multiplier_unq1 , Multiplier , 421 , 34 , 30 , 2327 , 0 , 2289 , 0 , 2289 , 0 , 0 , 4.97 , 0 , 20 , 0.8 , 455 , hvt , 0.00396 , 4.97 , 1.7315 , 0.032732 , 0.003785014872 , 4.33 , 1.7576 , 0.0410269 , 0.00396 , 4.97 , 1.7315 , 0.032732 , 0.00396 , 4.97 , 1.7328 , 0.0327227 , 
55 , 0.222 , 249 , hvt , 0.9 , ON , NA , NA , NA , NA , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2452 , Multiplier_unq1 , Multiplier , 396 , 32 , 30 , 2362 , 0 , 2452 , 0 , 2451 , 0 , 0 , 2.35 , 0 , 3.51022934174506 , 0.8 , 428 , hvt , 0.004274 , 2.35 , 2.0974 , 0.0366434 , 0.003932485219 , 1.88 , 1.7927 , 0.0446157 , 0.004274 , 2.35 , 2.0974 , 0.0366434 , 0.004274 , 2.35 , 2.0976 , 0.0366666 , 
55 , 0.222 , 249 , hvt , 0.9 , ON , NA , NA , NA , NA , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2157 , Multiplier_unq1 , Multiplier , 504 , 32 , 30 , 2145 , 0 , 2157 , 0 , 2158 , 0 , 0 , 2.86 , 0 , 4.26299437575473 , 0.8 , 536 , hvt , 0.004084 , 2.86 , 2.0298 , 0.0358533 , 0.003799479713 , 2.27 , 1.7377 , 0.0444505 , 0.004084 , 2.86 , 2.0298 , 0.0358533 , 0.004084 , 2.86 , 2.0281 , 0.0358404 , 
55 , 0.222 , 249 , hvt , 0.9 , ON , NA , NA , NA , NA , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2103 , Multiplier_unq1 , Multiplier , 377 , 34 , 30 , 2106 , 0 , 2103 , 0 , 2104 , 0 , 0 , 3.46 , 0 , 5.17718908892771 , 0.8 , 411 , hvt , 0.004066 , 3.46 , 2.0023 , 0.0355814 , 0.003786249712 , 2.76 , 1.7281 , 0.0444099 , 0.004066 , 3.46 , 2.0023 , 0.0355814 , 0.004066 , 3.47 , 1.9974 , 0.0355404 , 
55 , 0.222 , 249 , hvt , 0.9 , ON , NA , NA , NA , NA , NO , 32 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 2074 , Multiplier_unq1 , Multiplier , 389 , 34 , 30 , 2071 , 0 , 2074 , 0 , 2074 , 0 , 0 , 4.20 , 0 , 6.28743190818 , 0.8 , 423 , hvt , 0.004004 , 4.20 , 1.9917 , 0.0354363 , 0.003777782511 , 3.35 , 1.7264 , 0.0441305 , 0.004004 , 4.20 , 1.9917 , 0.0354363 , 0.004004 , 4.20 , 1.9900 , 0.0354161 , 
