TOP.DesignIndex,TOP.Color,TOP.DesignCount,TOP.top_MultiplierP.MultiplierP.BoothType,TOP.top_MultiplierP.MultiplierP.Designware_MODE,TOP.top_MultiplierP.MultiplierP.TreeType,TOP.top_MultiplierP.MultiplierP.Width,STAT_Comp_Good,STAT_Mapped_Timing_Good,STAT_Optimized_Timing_Good,STAT_Pareto,STAT_Routed_Timing_Good,STAT_Run_Good,STAT_Synthesis_Good,STAT_Timing_Good,INFO_Comb_Cell_Count,INFO_DESIGN,INFO_DESIGN_NAME,INFO_EvalTime,INFO_GenTime,INFO_IO2CORE,INFO_Mapped_Comb_Cell_Count,INFO_Mapped_Seq_Cell_Count,INFO_Optimized_Comb_Cell_Count,INFO_Optimized_Seq_Cell_Count,INFO_Routed_Comb_Cell_Count,INFO_Routed_Seq_Cell_Count,INFO_Seq_Cell_Count,INFO_Suggest_Delay,INFO_TARGET,INFO_TARGET_DELAY,INFO_TARGET_VOLTAGE,INFO_TotalRunTime,INFO_VT,COST_Area,COST_Delay,COST_Dyn_Energy,COST_Leak_Power,COST_Mapped_Area,COST_Mapped_Delay,COST_Mapped_Dyn_Energy,COST_Mapped_Leak_Power,COST_Optimized_Area,COST_Optimized_Delay,COST_Optimized_Dyn_Energy,COST_Optimized_Leak_Power,COST_Routed_Area,COST_Routed_Delay,COST_Routed_Dyn_Energy,COST_Routed_Leak_Power,
1 , 0.09375 , 15 , 1 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 297 , MultiplierP_unq1 , MultiplierP , 296 , 33 , 30 , 297 , 0 , 297 , 0 , 297 , 0 , 0 , 1.82 , 0 , 20 , 0.9 , 329 , svt , 0.000531 , 1.82 , 0.1311923 , 0.0111996 , 0.000504503995 , 1.32 , 0.1068037 , 0.012455 , 0.000531 , 1.82 , 0.1311923 , 0.0111996 , 0.000531 , 1.89 , 0.1335959 , 0.0111996 , 
2 , 0.15625 , 15 , 1 , OFF , Wallace , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 298 , MultiplierP_unq1 , MultiplierP , 328 , 32 , 30 , 298 , 0 , 298 , 0 , 313 , 0 , 0 , 0.62 , 0 , 0.810697166760771 , 0.9 , 360 , svt , 0.000555 , 0.62 , 0.2117574 , 0.0245801 , 0.000525319195 , 0.50 , 0.1862297 , 0.0283737 , 0.000555 , 0.62 , 0.2117574 , 0.0245801 , 0.000555 , 0.64 , 0.2247866 , 0.0246248 , 
2 , 0.15625 , 15 , 1 , OFF , Wallace , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 280 , MultiplierP_unq1 , MultiplierP , 305 , 32 , 30 , 280 , 0 , 280 , 0 , 287 , 0 , 0 , 0.63 , 0 , 0.864851048358072 , 0.9 , 337 , svt , 0.000539 , 0.63 , 0.2086865 , 0.0248403 , 0.000511030792 , 0.53 , 0.1782048 , 0.0275723 , 0.000539 , 0.63 , 0.2086865 , 0.0248403 , 0.000539 , 0.66 , 0.2163041 , 0.0246819 , 
2 , 0.15625 , 15 , 1 , OFF , Wallace , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 312 , MultiplierP_unq1 , MultiplierP , 295 , 31 , 30 , 312 , 0 , 312 , 0 , 316 , 0 , 0 , 0.70 , 0 , 0.922622363211953 , 0.9 , 326 , svt , 0.000543 , 0.70 , 0.2038032 , 0.0213587 , 0.000514735195 , 0.56 , 0.1699275 , 0.0235219 , 0.000543 , 0.70 , 0.2038032 , 0.0213587 , 0.000547 , 0.70 , 0.2122087 , 0.0215744 , 
2 , 0.15625 , 15 , 1 , OFF , Wallace , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 318 , MultiplierP_unq1 , MultiplierP , 305 , 32 , 30 , 318 , 0 , 318 , 0 , 317 , 0 , 0 , 0.71 , 0 , 0.984252752788912 , 0.9 , 337 , svt , 0.000543 , 0.71 , 0.2022954 , 0.0206825 , 0.000515087996 , 0.55 , 0.1678996 , 0.0227453 , 0.000543 , 0.71 , 0.2022954 , 0.0206825 , 0.000543 , 0.73 , 0.2084569 , 0.020725 , 
2 , 0.15625 , 15 , 1 , OFF , Wallace , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 330 , MultiplierP_unq1 , MultiplierP , 296 , 33 , 30 , 329 , 0 , 330 , 0 , 336 , 0 , 0 , 0.75 , 1 , 0.759934207678533 , 0.9 , 329 , svt , 0.000584 , 0.75 , 0.1733881 , 0.0185998 , 0.000537667199 , 0.61 , 0.1486407 , 0.0201016 , 0.000584 , 0.75 , 0.1733881 , 0.0185998 , 0.000572 , 0.76 , 0.1854883 , 0.0178318 , 
2 , 0.15625 , 15 , 1 , OFF , Wallace , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 312 , MultiplierP_unq1 , MultiplierP , 295 , 31 , 30 , 312 , 0 , 312 , 0 , 316 , 0 , 0 , 0.91 , 1 , 0.922622363211953 , 0.9 , 326 , svt , 0.000543 , 0.91 , 0.165348 , 0.0158896 , 0.000514735195 , 0.74 , 0.1379488 , 0.0174821 , 0.000543 , 0.91 , 0.165348 , 0.0158896 , 0.000547 , 0.91 , 0.1721348 , 0.0160488 , 
2 , 0.15625 , 15 , 1 , OFF , Wallace , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 318 , MultiplierP_unq1 , MultiplierP , 305 , 32 , 30 , 318 , 0 , 318 , 0 , 317 , 0 , 0 , 0.93 , 1 , 0.984252752788912 , 0.9 , 337 , svt , 0.000543 , 0.93 , 0.1641127 , 0.0153892 , 0.000515087996 , 0.72 , 0.1363008 , 0.0169081 , 0.000543 , 0.93 , 0.1641127 , 0.0153892 , 0.000543 , 0.95 , 0.1690915 , 0.01542 , 
2 , 0.15625 , 15 , 1 , OFF , Wallace , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 318 , MultiplierP_unq1 , MultiplierP , 294 , 34 , 30 , 318 , 0 , 318 , 0 , 316 , 0 , 0 , 1.05 , 1 , 20 , 0.9 , 328 , svt , 0.000543 , 1.05 , 0.1655726 , 0.0151192 , 0.000515087996 , 0.76 , 0.1359959 , 0.0168854 , 0.000543 , 1.05 , 0.1655726 , 0.0151192 , 0.000543 , 1.10 , 0.1688807 , 0.015144 , 
2 , 0.15625 , 15 , 1 , OFF , Wallace , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 318 , MultiplierP_unq1 , MultiplierP , 294 , 34 , 30 , 318 , 0 , 318 , 0 , 316 , 0 , 0 , 1.52 , 0 , 20 , 0.9 , 328 , svt , 0.000543 , 1.52 , 0.1315701 , 0.0110862 , 0.000515087996 , 1.10 , 0.1083096 , 0.0123668 , 0.000543 , 1.52 , 0.1315701 , 0.0110862 , 0.000543 , 1.58 , 0.1341665 , 0.0111041 , 
3 , 0.21875 , 15 , 1 , OFF , ZM , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 309 , MultiplierP_unq1 , MultiplierP , 314 , 30 , 30 , 309 , 0 , 309 , 0 , 309 , 0 , 0 , 1.03 , 1 , 1.07891305940595 , 0.9 , 344 , svt , 0.000535 , 1.03 , 0.1592423 , 0.0146354 , 0.000508737596 , 0.84 , 0.1306842 , 0.0163241 , 0.000535 , 1.03 , 0.1592423 , 0.0146354 , 0.000535 , 1.07 , 0.1642537 , 0.0147318 , 
3 , 0.21875 , 15 , 1 , OFF , ZM , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 309 , MultiplierP_unq1 , MultiplierP , 315 , 35 , 30 , 309 , 0 , 309 , 0 , 309 , 0 , 0 , 1.03 , 1 , 1.08489630840924 , 0.9 , 350 , svt , 0.000535 , 1.03 , 0.1596587 , 0.0146681 , 0.000508737596 , 0.84 , 0.1306842 , 0.0163241 , 0.000535 , 1.03 , 0.1596587 , 0.0146681 , 0.000535 , 1.05 , 0.1643213 , 0.0147312 , 
3 , 0.21875 , 15 , 1 , OFF , ZM , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 309 , MultiplierP_unq1 , MultiplierP , 306 , 34 , 30 , 309 , 0 , 309 , 0 , 309 , 0 , 0 , 1.04 , 1 , 1.07296280827383 , 0.9 , 340 , svt , 0.000535 , 1.04 , 0.1598731 , 0.0146604 , 0.000508737596 , 0.84 , 0.1306842 , 0.0163241 , 0.000535 , 1.04 , 0.1598731 , 0.0146604 , 0.000535 , 1.05 , 0.1638389 , 0.014744 , 
3 , 0.21875 , 15 , 1 , OFF , ZM , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 309 , MultiplierP_unq1 , MultiplierP , 316 , 30 , 30 , 309 , 0 , 309 , 0 , 309 , 0 , 0 , 1.05 , 1 , 1.0969625330197 , 0.9 , 346 , svt , 0.000535 , 1.05 , 0.1597056 , 0.0146686 , 0.000508737596 , 0.84 , 0.1306842 , 0.0163241 , 0.000535 , 1.05 , 0.1597056 , 0.0146686 , 0.000535 , 1.08 , 0.1641555 , 0.0147318 , 
3 , 0.21875 , 15 , 1 , OFF , ZM , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 309 , MultiplierP_unq1 , MultiplierP , 315 , 34 , 30 , 309 , 0 , 309 , 0 , 309 , 0 , 0 , 1.05 , 1 , 1.08790036425859 , 0.9 , 349 , svt , 0.000535 , 1.05 , 0.1597101 , 0.0146472 , 0.000508737596 , 0.84 , 0.1306842 , 0.0163241 , 0.000535 , 1.05 , 0.1597101 , 0.0146472 , 0.000535 , 1.03 , 0.1642943 , 0.0147491 , 
3 , 0.21875 , 15 , 1 , OFF , ZM , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 309 , MultiplierP_unq1 , MultiplierP , 314 , 32 , 30 , 309 , 0 , 309 , 0 , 309 , 0 , 0 , 1.05 , 1 , 1.07593382050362 , 0.9 , 346 , svt , 0.000535 , 1.05 , 0.1599873 , 0.0146476 , 0.000508737596 , 0.84 , 0.1306842 , 0.0163241 , 0.000535 , 1.05 , 0.1599873 , 0.0146476 , 0.000535 , 1.06 , 0.165494 , 0.0147495 , 
3 , 0.21875 , 15 , 1 , OFF , ZM , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 309 , MultiplierP_unq1 , MultiplierP , 311 , 33 , 30 , 309 , 0 , 309 , 0 , 309 , 0 , 0 , 1.06 , 1 , 1.0909127382776 , 0.9 , 344 , svt , 0.000535 , 1.06 , 0.1593308 , 0.0146132 , 0.000508737596 , 0.84 , 0.1306842 , 0.0163241 , 0.000535 , 1.06 , 0.1593308 , 0.0146132 , 0.000535 , 1.07 , 0.1642609 , 0.014726 , 
3 , 0.21875 , 15 , 1 , OFF , ZM , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 309 , MultiplierP_unq1 , MultiplierP , 309 , 34 , 30 , 309 , 0 , 309 , 0 , 309 , 0 , 0 , 1.06 , 1 , 1.0819005477603 , 0.9 , 343 , svt , 0.000535 , 1.06 , 0.1599393 , 0.0146459 , 0.000508737596 , 0.84 , 0.1306842 , 0.0163241 , 0.000535 , 1.06 , 0.1599393 , 0.0146459 , 0.000535 , 1.07 , 0.164851 , 0.0148253 , 
3 , 0.21875 , 15 , 1 , OFF , ZM , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 309 , MultiplierP_unq1 , MultiplierP , 291 , 33 , 30 , 309 , 0 , 309 , 0 , 309 , 0 , 0 , 1.07 , 1 , 1.09393345349909 , 0.9 , 324 , svt , 0.000535 , 1.07 , 0.1597278 , 0.0146792 , 0.000508737596 , 0.84 , 0.1306842 , 0.0163241 , 0.000535 , 1.07 , 0.1597278 , 0.0146792 , 0.000535 , 1.09 , 0.1653965 , 0.0147519 , 
3 , 0.21875 , 15 , 1 , OFF , ZM , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 309 , MultiplierP_unq1 , MultiplierP , 831 , 32 , 30 , 309 , 0 , 309 , 0 , 309 , 0 , 0 , 1.07 , 1 , 1.1 , 0.9 , 863 , svt , 0.000535 , 1.07 , 0.1603233 , 0.0146629 , 0.000508737596 , 0.84 , 0.1306842 , 0.0163241 , 0.000535 , 1.07 , 0.1603233 , 0.0146629 , 0.000535 , 1.09 , 0.1653747 , 0.0147446 , 
3 , 0.21875 , 15 , 1 , OFF , ZM , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 311 , MultiplierP_unq1 , MultiplierP , 313 , 33 , 30 , 311 , 0 , 311 , 0 , 311 , 0 , 0 , 1.10 , 1 , 20 , 0.9 , 346 , svt , 0.000539 , 1.10 , 0.1628651 , 0.0144536 , 0.000509443197 , 0.83 , 0.1303945 , 0.0161619 , 0.000539 , 1.10 , 0.1628651 , 0.0144536 , 0.000539 , 1.16 , 0.1656874 , 0.0144536 , 
3 , 0.21875 , 15 , 1 , OFF , ZM , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 311 , MultiplierP_unq1 , MultiplierP , 313 , 33 , 30 , 311 , 0 , 311 , 0 , 311 , 0 , 0 , 1.57 , 0 , 20 , 0.9 , 346 , svt , 0.000539 , 1.57 , 0.1293738 , 0.0106005 , 0.000509443197 , 1.18 , 0.1037946 , 0.0118375 , 0.000539 , 1.57 , 0.1293738 , 0.0106005 , 0.000539 , 1.65 , 0.1315825 , 0.0106005 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 483 , MultiplierP_unq1 , MultiplierP , 852 , 33 , 30 , 483 , 0 , 483 , 0 , 545 , 0 , 0 , 0.38 , 0 , 0.48 , 0.9 , 885 , svt , 0.000776 , 0.38 , 0.3082911 , 0.0348855 , 0.000771750014 , 0.31 , 0.2714768 , 0.0423206 , 0.000776 , 0.38 , 0.3082911 , 0.0348855 , 0.00082 , 0.39 , 0.3389998 , 0.0384684 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 359 , MultiplierP_unq1 , MultiplierP , 341 , 32 , 30 , 361 , 0 , 359 , 0 , 380 , 0 , 0 , 0.46 , 0 , 0.597118047154129 , 0.9 , 373 , svt , 0.000557 , 0.46 , 0.2254805 , 0.0203855 , 0.000551779206 , 0.37 , 0.1920405 , 0.0274264 , 0.000557 , 0.46 , 0.2254805 , 0.0203855 , 0.00059 , 0.46 , 0.2448217 , 0.0221631 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 291 , MultiplierP_unq1 , MultiplierP , 316 , 32 , 30 , 288 , 0 , 291 , 0 , 330 , 0 , 0 , 0.52 , 0 , 0.665993019801903 , 0.9 , 348 , svt , 0.000508 , 0.52 , 0.2167707 , 0.0202663 , 0.000488451599 , 0.41 , 0.181623 , 0.0252846 , 0.000508 , 0.52 , 0.2167707 , 0.0202663 , 0.000541 , 0.51 , 0.2327485 , 0.0205314 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 279 , MultiplierP_unq1 , MultiplierP , 344 , 33 , 30 , 277 , 0 , 279 , 0 , 313 , 0 , 0 , 0.57 , 0 , 0.742812421327418 , 0.9 , 377 , svt , 0.000492 , 0.57 , 0.2079026 , 0.0181084 , 0.000463755599 , 0.46 , 0.1740376 , 0.0233051 , 0.000492 , 0.57 , 0.2079026 , 0.0181084 , 0.000519 , 0.57 , 0.2218753 , 0.0184644 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 359 , MultiplierP_unq1 , MultiplierP , 341 , 32 , 30 , 361 , 0 , 359 , 0 , 380 , 0 , 0 , 0.59 , 1 , 0.597118047154129 , 0.9 , 373 , svt , 0.000557 , 0.59 , 0.1826259 , 0.0151634 , 0.000551779206 , 0.48 , 0.1555508 , 0.0203487 , 0.000557 , 0.59 , 0.1826259 , 0.0151634 , 0.00059 , 0.60 , 0.1983164 , 0.0164929 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 264 , MultiplierP_unq1 , MultiplierP , 333 , 35 , 30 , 261 , 0 , 264 , 0 , 255 , 0 , 0 , 0.62 , 0 , 0.828492607088319 , 0.9 , 368 , svt , 0.000481 , 0.62 , 0.2075658 , 0.0183855 , 0.000454053597 , 0.50 , 0.1761105 , 0.024061 , 0.000481 , 0.62 , 0.2075658 , 0.0183855 , 0.000476 , 0.64 , 0.2150791 , 0.018028 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 287 , MultiplierP_unq1 , MultiplierP , 311 , 34 , 30 , 286 , 0 , 287 , 0 , 273 , 0 , 0 , 0.71 , 0 , 0.924055630051787 , 0.9 , 345 , svt , 0.000486 , 0.71 , 0.1994642 , 0.0157844 , 0.000463402799 , 0.56 , 0.1638491 , 0.0209641 , 0.000486 , 0.71 , 0.1994642 , 0.0157844 , 0.000486 , 0.71 , 0.2107359 , 0.015833 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 279 , MultiplierP_unq1 , MultiplierP , 344 , 33 , 30 , 277 , 0 , 279 , 0 , 313 , 0 , 0 , 0.74 , 1 , 0.742812421327418 , 0.9 , 377 , svt , 0.000492 , 0.74 , 0.1685294 , 0.0134865 , 0.000463755599 , 0.59 , 0.1410747 , 0.0173237 , 0.000492 , 0.74 , 0.1685294 , 0.0134865 , 0.000519 , 0.74 , 0.1798398 , 0.0137516 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 286 , MultiplierP_unq1 , MultiplierP , 333 , 34 , 30 , 286 , 0 , 286 , 0 , 274 , 0 , 0 , 0.76 , 0 , 1.0306414325546 , 0.9 , 367 , svt , 0.000481 , 0.76 , 0.2016389 , 0.0155009 , 0.000457934399 , 0.63 , 0.1621977 , 0.0205487 , 0.000481 , 0.76 , 0.2016389 , 0.0155009 , 0.000476 , 0.79 , 0.2100359 , 0.0155719 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 290 , MultiplierP_unq1 , MultiplierP , 411 , 32 , 30 , 288 , 0 , 290 , 0 , 273 , 0 , 0 , 0.95 , 0 , 1.28211374900654 , 0.9 , 443 , svt , 0.000486 , 0.95 , 0.2012887 , 0.0152569 , 0.0004581108 , 0.76 , 0.1614825 , 0.0202809 , 0.000486 , 0.95 , 0.2012887 , 0.0152569 , 0.000476 , 0.99 , 0.2083573 , 0.0150678 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 286 , MultiplierP_unq1 , MultiplierP , 333 , 34 , 30 , 286 , 0 , 286 , 0 , 274 , 0 , 0 , 1.00 , 1 , 1.0306414325546 , 0.9 , 367 , svt , 0.000481 , 1.00 , 0.1633279 , 0.0115558 , 0.000457934399 , 0.82 , 0.1314633 , 0.0152831 , 0.000481 , 1.00 , 0.1633279 , 0.0115558 , 0.000476 , 1.02 , 0.1701206 , 0.0116071 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 290 , MultiplierP_unq1 , MultiplierP , 298 , 32 , 30 , 288 , 0 , 290 , 0 , 273 , 0 , 0 , 1.43 , 1 , 20 , 0.9 , 330 , svt , 0.000486 , 1.43 , 0.163766 , 0.0113544 , 0.0004581108 , 0.99 , 0.1308582 , 0.0150848 , 0.000486 , 1.43 , 0.163766 , 0.0113544 , 0.000476 , 1.43 , 0.1697686 , 0.0112377 , 
5 , 0.34375 , 15 , 2 , OFF , OS1 , 11 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 290 , MultiplierP_unq1 , MultiplierP , 298 , 32 , 30 , 288 , 0 , 290 , 0 , 273 , 0 , 0 , 2.03 , 0 , 20 , 0.9 , 330 , svt , 0.000486 , 2.03 , 0.1299286 , 0.0083431 , 0.0004581108 , 1.42 , 0.1040151 , 0.0110551 , 0.000486 , 2.03 , 0.1299286 , 0.0083431 , 0.000476 , 2.04 , 0.1346655 , 0.0082574 , 
