TOP.DesignIndex,TOP.Color,TOP.DesignCount,TOP.VT,TOP.Voltage,TOP.top_FMA.FMA.Designware_MODE,TOP.top_FMA.FMA.EnableDenormals,TOP.top_FMA.FMA.ExponentWidth,TOP.top_FMA.FMA.FMA_MAN0.MUL0.BoothType,TOP.top_FMA.FMA.FMA_MAN0.MUL0.Designware_MODE,TOP.top_FMA.FMA.FMA_MAN0.MUL0.TreeType,TOP.top_FMA.FMA.FractionWidth,TOP.top_FMA.FMA.UseInc,STAT_Comp_Good,STAT_Mapped_Timing_Good,STAT_Optimized_Timing_Good,STAT_Pareto,STAT_Routed_Timing_Good,STAT_Run_Good,STAT_Synthesis_Good,STAT_Timing_Good,INFO_Comb_Cell_Count,INFO_DESIGN,INFO_DESIGN_NAME,INFO_EvalTime,INFO_GenTime,INFO_IO2CORE,INFO_Mapped_Comb_Cell_Count,INFO_Mapped_Seq_Cell_Count,INFO_Optimized_Comb_Cell_Count,INFO_Optimized_Seq_Cell_Count,INFO_Routed_Comb_Cell_Count,INFO_Routed_Seq_Cell_Count,INFO_Seq_Cell_Count,INFO_Suggest_Delay,INFO_TARGET,INFO_TARGET_DELAY,INFO_TARGET_VOLTAGE,INFO_TotalRunTime,INFO_VT,COST_Area,COST_Delay,COST_Dyn_Energy,COST_Leak_Power,COST_Mapped_Area,COST_Mapped_Delay,COST_Mapped_Dyn_Energy,COST_Mapped_Leak_Power,COST_Optimized_Area,COST_Optimized_Delay,COST_Optimized_Dyn_Energy,COST_Optimized_Leak_Power,COST_Routed_Area,COST_Routed_Delay,COST_Routed_Dyn_Energy,COST_Routed_Leak_Power,
4 , 0.0310344827586207 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , Array , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 5804 , FMA_unq1 , FMA , 1996 , 40 , 30 , 5413 , 0 , 5804 , 0 , 5876 , 0 , 0 , 6.52 , 1 , 6.33073027170348 , 0.8 , 2036 , hvt , 0.00725 , 6.52 , 2.7430 , 0.0410692 , 0.006801102125 , 5.06 , 2.3006 , 0.0483094 , 0.00725 , 6.52 , 2.7430 , 0.0410692 , 0.007556 , 6.41 , 2.8579 , 0.044115 , 
4 , 0.0310344827586207 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , Array , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 4610 , FMA_unq1 , FMA , 1016 , 39 , 30 , 4742 , 0 , 4610 , 0 , 4603 , 0 , 0 , 8.44 , 1 , 8.31496800271012 , 0.8 , 1055 , hvt , 0.006128 , 8.44 , 2.1676 , 0.0311743 , 0.005951736068 , 6.65 , 1.9615 , 0.0395314 , 0.006128 , 8.44 , 2.1676 , 0.0311743 , 0.006169 , 8.37 , 2.2019 , 0.0309557 , 
4 , 0.0310344827586207 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , Array , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 4176 , FMA_unq1 , FMA , 1134 , 40 , 30 , 4010 , 0 , 4176 , 0 , 4113 , 0 , 0 , 11.01 , 1 , 10.921124407262 , 0.8 , 1174 , hvt , 0.006077 , 11.01 , 2.3924 , 0.0319999 , 0.005629629604 , 8.73 , 2.0213 , 0.0394303 , 0.006077 , 11.01 , 2.3924 , 0.0319999 , 0.006046 , 10.98 , 2.4803 , 0.032391 , 
4 , 0.0310344827586207 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , Array , 23 , NO , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 0 , 4045 , FMA_unq1 , FMA , 911 , 40 , 30 , 4018 , 0 , 4045 , 0 , 4011 , 0 , 0 , 12.55 , 1 , 12.5161494546469 , 0.8 , 951 , hvt , 0.005944 , 12.55 , 2.3691 , 0.0299626 , 0.005602111203 , 10.01 , 2.0083 , 0.0387887 , 0.005944 , 12.55 , 2.3691 , 0.0299626 , 0.005964 , 12.50 , 2.4030 , 0.030032 , 
4 , 0.0310344827586207 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , Array , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4015 , FMA_unq1 , FMA , 886 , 40 , 30 , 4010 , 0 , 4015 , 0 , 3962 , 0 , 0 , 14.34 , 1 , 14.3441271547911 , 0.8 , 926 , hvt , 0.005923 , 14.34 , 2.3374 , 0.0290659 , 0.005588881204 , 10.78 , 2.0082 , 0.0386429 , 0.005923 , 14.34 , 2.3374 , 0.0290659 , 0.005903 , 14.23 , 2.3778 , 0.0290098 , 
4 , 0.0310344827586207 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , Array , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4580 , FMA_unq1 , FMA , 890 , 37 , 30 , 4592 , 0 , 4580 , 0 , 4505 , 0 , 0 , 18.84 , 1 , 20 , 0.8 , 927 , hvt , 0.006026 , 18.84 , 2.1019 , 0.0206057 , 0.005711832061 , 11.52 , 1.7537 , 0.028725 , 0.006026 , 18.84 , 2.1019 , 0.0206057 , 0.006005 , 18.78 , 2.2074 , 0.0209572 , 
5 , 0.0379310344827586 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , OS1 , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 5231 , FMA_unq1 , FMA , 1553 , 37 , 30 , 4999 , 0 , 5231 , 0 , 5435 , 0 , 0 , 6.74 , 1 , 6.60626323868806 , 0.8 , 1590 , hvt , 0.006834 , 6.74 , 2.5103 , 0.0369312 , 0.006208927297 , 5.28 , 2.0124 , 0.0424304 , 0.006834 , 6.74 , 2.5103 , 0.0369312 , 0.006987 , 6.77 , 2.6204 , 0.038576 , 
5 , 0.0379310344827586 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , OS1 , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 4148 , FMA_unq1 , FMA , 929 , 38 , 30 , 4002 , 0 , 4148 , 0 , 4036 , 0 , 0 , 10.95 , 1 , 10.9106784947103 , 0.8 , 967 , hvt , 0.006046 , 10.95 , 2.3094 , 0.0321432 , 0.005618340001 , 8.73 , 1.9567 , 0.0400697 , 0.006046 , 10.95 , 2.3094 , 0.0321432 , 0.006005 , 10.97 , 2.3675 , 0.0320401 , 
5 , 0.0379310344827586 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , OS1 , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4019 , FMA_unq1 , FMA , 891 , 37 , 30 , 4002 , 0 , 4019 , 0 , 3984 , 0 , 0 , 12.83 , 1 , 12.8968521116515 , 0.8 , 928 , hvt , 0.005923 , 12.83 , 2.2266 , 0.029867 , 0.005589939602 , 10.31 , 1.9392 , 0.0391443 , 0.005923 , 12.83 , 2.2266 , 0.029867 , 0.005944 , 12.86 , 2.3017 , 0.0299118 , 
5 , 0.0379310344827586 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , OS1 , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4004 , FMA_unq1 , FMA , 846 , 39 , 30 , 4006 , 0 , 4004 , 0 , 3957 , 0 , 0 , 15.23 , 1 , 15.2445876276576 , 0.8 , 885 , hvt , 0.005913 , 15.23 , 2.2238 , 0.0292267 , 0.005594526002 , 11.00 , 1.9217 , 0.0387435 , 0.005913 , 15.23 , 2.2238 , 0.0292267 , 0.005882 , 14.94 , 2.2817 , 0.029154 , 
6 , 0.0448275862068966 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , Wallace , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 5696 , FMA_unq1 , FMA , 1484 , 36 , 30 , 5415 , 0 , 5696 , 0 , 5816 , 0 , 0 , 6.00 , 1 , 5.7412882651051 , 0.8 , 1520 , hvt , 0.007386 , 6.00 , 2.7534 , 0.0431695 , 0.006551496104 , 4.59 , 2.1380 , 0.0458022 , 0.007386 , 6.00 , 2.7534 , 0.0431695 , 0.007427 , 5.91 , 2.8252 , 0.0432332 , 
6 , 0.0448275862068966 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , Wallace , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 4680 , FMA_unq1 , FMA , 1065 , 36 , 30 , 4437 , 0 , 4680 , 0 , 4590 , 0 , 0 , 8.17 , 1 , 8.00058032597902 , 0.8 , 1101 , hvt , 0.006527 , 8.17 , 2.5022 , 0.0369216 , 0.006027411642 , 6.40 , 1.9557 , 0.0409814 , 0.006527 , 8.17 , 2.5022 , 0.0369216 , 0.006558 , 8.16 , 2.5542 , 0.0378013 , 
6 , 0.0448275862068966 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , Wallace , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 4142 , FMA_unq1 , FMA , 963 , 35 , 30 , 4022 , 0 , 4142 , 0 , 4076 , 0 , 0 , 11.24 , 1 , 11.1489412474694 , 0.8 , 998 , hvt , 0.006046 , 11.24 , 2.2841 , 0.0317232 , 0.005635450802 , 8.92 , 1.9525 , 0.039975 , 0.006046 , 11.24 , 2.2841 , 0.0317232 , 0.006026 , 11.15 , 2.3814 , 0.031951 , 
6 , 0.0448275862068966 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , Wallace , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4010 , FMA_unq1 , FMA , 847 , 37 , 30 , 4007 , 0 , 4010 , 0 , 3958 , 0 , 0 , 15.49 , 1 , 15.536234357389 , 0.8 , 884 , hvt , 0.005913 , 15.49 , 2.2054 , 0.028823 , 0.005593291204 , 10.97 , 1.9178 , 0.0385777 , 0.005913 , 15.49 , 2.2054 , 0.028823 , 0.005893 , 15.21 , 2.2487 , 0.0289028 , 
7 , 0.0517241379310345 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , ZM , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 5773 , FMA_unq1 , FMA , 1229 , 37 , 30 , 5306 , 0 , 5773 , 0 , 5767 , 0 , 0 , 5.93 , 1 , 5.78262717707996 , 0.8 , 1266 , hvt , 0.007387 , 5.93 , 2.7635 , 0.0426832 , 0.006600006109 , 4.63 , 2.1786 , 0.0467225 , 0.007387 , 5.93 , 2.7635 , 0.0426832 , 0.007482 , 5.99 , 2.8811 , 0.0442598 , 
7 , 0.0517241379310345 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , ZM , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 5331 , FMA_unq1 , FMA , 1351 , 37 , 30 , 5034 , 0 , 5331 , 0 , 5567 , 0 , 0 , 6.96 , 1 , 6.817750817791 , 0.8 , 1388 , hvt , 0.006752 , 6.96 , 2.4835 , 0.0351223 , 0.006179997694 , 5.45 , 2.0154 , 0.0418124 , 0.006752 , 6.96 , 2.4835 , 0.0351223 , 0.006916 , 7.01 , 2.6271 , 0.0378769 , 
7 , 0.0517241379310345 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , ZM , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 4070 , FMA_unq1 , FMA , 905 , 37 , 30 , 3996 , 0 , 4070 , 0 , 4071 , 0 , 0 , 11.29 , 1 , 11.1734918782427 , 0.8 , 942 , hvt , 0.005975 , 11.29 , 2.3389 , 0.0317805 , 0.005613400802 , 8.93 , 1.9333 , 0.0396087 , 0.005975 , 11.29 , 2.3389 , 0.0317805 , 0.006067 , 11.21 , 2.3664 , 0.0320386 , 
7 , 0.0517241379310345 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , ZM , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4021 , FMA_unq1 , FMA , 865 , 37 , 30 , 4004 , 0 , 4021 , 0 , 3976 , 0 , 0 , 13.15 , 1 , 13.1736114153114 , 0.8 , 902 , hvt , 0.005923 , 13.15 , 2.2732 , 0.029982 , 0.005593820402 , 10.51 , 1.9249 , 0.0387922 , 0.005923 , 13.15 , 2.2732 , 0.029982 , 0.005923 , 13.06 , 2.2820 , 0.0295435 , 
7 , 0.0517241379310345 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , ZM , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3978 , FMA_unq1 , FMA , 842 , 37 , 30 , 3984 , 0 , 3978 , 0 , 3937 , 0 , 0 , 15.34 , 1 , 15.5317638937521 , 0.8 , 879 , hvt , 0.005893 , 15.34 , 2.2121 , 0.0285973 , 0.005578120803 , 10.96 , 1.9146 , 0.0384877 , 0.005893 , 15.34 , 2.2121 , 0.0285973 , 0.005882 , 15.39 , 2.2683 , 0.0287348 , 
7 , 0.0517241379310345 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , ZM , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4389 , FMA_unq1 , FMA , 1225 , 37 , 30 , 4396 , 0 , 4389 , 0 , 4328 , 0 , 0 , 18.18 , 1 , 18.3120392765554 , 0.8 , 1262 , hvt , 0.006005 , 18.18 , 2.1322 , 0.0232035 , 0.005692075245 , 12.06 , 1.7590 , 0.0308356 , 0.006005 , 18.18 , 2.1322 , 0.0232035 , 0.005975 , 17.82 , 2.1973 , 0.0234238 , 
7 , 0.0517241379310345 , 144 , hvt , 0.8 , OFF , YES , 8 , 2 , OFF , ZM , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4453 , FMA_unq1 , FMA , 1077 , 37 , 30 , 4465 , 0 , 4453 , 0 , 4391 , 0 , 0 , 21.59 , 1 , 40 , 0.8 , 1114 , hvt , 0.005964 , 21.59 , 2.1247 , 0.0222588 , 0.005648680848 , 12.73 , 1.7062 , 0.0297398 , 0.005964 , 21.59 , 2.1247 , 0.0222588 , 0.005944 , 21.92 , 2.1804 , 0.0226008 , 
8 , 0.0586206896551724 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , Array , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4836 , FMA_unq1 , FMA , 7043 , 38 , 30 , 4828 , 0 , 4836 , 0 , 4284 , 0 , 0 , 16.68 , 1 , 17 , 0.8 , 7081 , hvt , 0.00608 , 16.68 , 2.2286 , 0.0251897 , 0.005749581636 , 11.06 , 1.8562 , 0.0356906 , 0.00608 , 16.68 , 2.2286 , 0.0251897 , 0.005796 , 16.53 , 2.2216 , 0.0245607 , 
8 , 0.0586206896551724 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , Array , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4825 , FMA_unq1 , FMA , 860 , 35 , 30 , 4831 , 0 , 4825 , 0 , 4273 , 0 , 0 , 17.03 , 1 , 17.1254670304337 , 0.8 , 895 , hvt , 0.00608 , 17.03 , 2.2532 , 0.0251354 , 0.005751345636 , 11.03 , 1.8579 , 0.0357998 , 0.00608 , 17.03 , 2.2532 , 0.0251354 , 0.005785 , 17.08 , 2.2145 , 0.0247077 , 
8 , 0.0586206896551724 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , Array , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4893 , FMA_unq1 , FMA , 871 , 38 , 30 , 4895 , 0 , 4893 , 0 , 4338 , 0 , 0 , 17.79 , 1 , 18.0524096235492 , 0.8 , 909 , hvt , 0.006113 , 17.79 , 2.2694 , 0.024612 , 0.005778334841 , 10.96 , 1.8315 , 0.0348916 , 0.006113 , 17.79 , 2.2694 , 0.024612 , 0.005807 , 17.68 , 2.2038 , 0.0240161 , 
8 , 0.0586206896551724 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , Array , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4864 , FMA_unq1 , FMA , 867 , 36 , 30 , 4858 , 0 , 4864 , 0 , 4305 , 0 , 0 , 17.88 , 1 , 18.5345291263775 , 0.8 , 903 , hvt , 0.006058 , 17.88 , 2.1779 , 0.0244966 , 0.005722239637 , 9.97 , 1.8530 , 0.0353906 , 0.006058 , 17.88 , 2.1779 , 0.0244966 , 0.005763 , 17.84 , 2.1973 , 0.0241709 , 
9 , 0.0655172413793104 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , OS1 , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 6084 , FMA_unq1 , FMA , 1204 , 37 , 30 , 5705 , 0 , 6084 , 0 , 5650 , 0 , 0 , 6.69 , 1 , 6.5346339665626 , 0.8 , 1241 , hvt , 0.007119 , 6.69 , 2.5306 , 0.0370659 , 0.006434013712 , 5.23 , 1.9962 , 0.0430398 , 0.007119 , 6.69 , 2.5306 , 0.0370659 , 0.006901 , 6.74 , 2.5793 , 0.0380314 , 
9 , 0.0655172413793104 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , OS1 , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 5824 , FMA_unq1 , FMA , 1118 , 37 , 30 , 5363 , 0 , 5824 , 0 , 5067 , 0 , 0 , 8.05 , 1 , 7.75477917485833 , 0.8 , 1155 , hvt , 0.006955 , 8.05 , 2.4714 , 0.0345389 , 0.006266610088 , 6.20 , 1.8807 , 0.038598 , 0.006955 , 8.05 , 2.4714 , 0.0345389 , 0.006518 , 7.94 , 2.4428 , 0.0337584 , 
9 , 0.0655172413793104 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , OS1 , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 4952 , FMA_unq1 , FMA , 995 , 37 , 30 , 4794 , 0 , 4952 , 0 , 4416 , 0 , 0 , 10.93 , 1 , 10.9210846744127 , 0.8 , 1032 , hvt , 0.006244 , 10.93 , 2.2561 , 0.0296141 , 0.005791564833 , 8.74 , 1.8714 , 0.0375614 , 0.006244 , 10.93 , 2.2561 , 0.0296141 , 0.005982 , 10.97 , 2.2728 , 0.0287164 , 
9 , 0.0655172413793104 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , OS1 , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4791 , FMA_unq1 , FMA , 932 , 38 , 30 , 4785 , 0 , 4791 , 0 , 4240 , 0 , 0 , 12.91 , 1 , 12.9602668540209 , 0.8 , 970 , hvt , 0.006113 , 12.91 , 2.1657 , 0.026514 , 0.005759107235 , 10.36 , 1.8465 , 0.0363918 , 0.006113 , 12.91 , 2.1657 , 0.026514 , 0.005829 , 12.81 , 2.2127 , 0.0259651 , 
9 , 0.0655172413793104 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , OS1 , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4801 , FMA_unq1 , FMA , 915 , 38 , 30 , 4802 , 0 , 4801 , 0 , 4248 , 0 , 0 , 15.29 , 1 , 15.3802046165771 , 0.8 , 953 , hvt , 0.006113 , 15.29 , 2.1404 , 0.0260283 , 0.005772690033 , 10.81 , 1.8316 , 0.0362582 , 0.006113 , 15.29 , 2.1404 , 0.0260283 , 0.005829 , 15.23 , 2.1883 , 0.0255203 , 
9 , 0.0655172413793104 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , OS1 , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4883 , FMA_unq1 , FMA , 1408 , 36 , 30 , 4887 , 0 , 4883 , 0 , 4318 , 0 , 0 , 21.66 , 1 , 160 , 0.8 , 1444 , hvt , 0.006015 , 21.66 , 2.1164 , 0.0239512 , 0.005689958441 , 12.04 , 1.8088 , 0.0351007 , 0.006015 , 21.66 , 2.1164 , 0.0239512 , 0.00573 , 21.27 , 2.1632 , 0.0237872 , 
10 , 0.0724137931034483 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , Wallace , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 5416 , FMA_unq1 , FMA , 1061 , 35 , 30 , 5169 , 0 , 5416 , 0 , 4964 , 0 , 0 , 8.02 , 1 , 7.91717703670556 , 0.8 , 1096 , hvt , 0.006728 , 8.02 , 2.4433 , 0.0346032 , 0.006156889272 , 6.33 , 1.8705 , 0.0384022 , 0.006728 , 8.02 , 2.4433 , 0.0346032 , 0.006514 , 8.05 , 2.4955 , 0.0349493 , 
10 , 0.0724137931034483 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , Wallace , 23 , NO , 1 , 1 , 0 , 1 , 0 , 1 , 1 , 0 , 4871 , FMA_unq1 , FMA , 961 , 37 , 30 , 4803 , 0 , 4871 , 0 , 4379 , 0 , 0 , 11.10 , 1 , 11.0422691818924 , 0.8 , 998 , hvt , 0.006209 , 11.10 , 2.2615 , 0.0291507 , 0.005805676832 , 8.83 , 1.8806 , 0.0380381 , 0.006209 , 11.10 , 2.2615 , 0.0291507 , 0.005949 , 11.09 , 2.2727 , 0.0290136 , 
10 , 0.0724137931034483 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , Wallace , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4813 , FMA_unq1 , FMA , 870 , 40 , 30 , 4806 , 0 , 4813 , 0 , 4256 , 0 , 0 , 15.35 , 1 , 15.4009071819503 , 0.8 , 910 , hvt , 0.006118 , 15.35 , 2.1552 , 0.0261734 , 0.005775688833 , 10.95 , 1.8488 , 0.0365529 , 0.006118 , 15.35 , 2.1552 , 0.0261734 , 0.005836 , 15.38 , 2.1833 , 0.0255531 , 
10 , 0.0724137931034483 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , Wallace , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4906 , FMA_unq1 , FMA , 1065 , 40 , 30 , 4912 , 0 , 4906 , 0 , 4344 , 0 , 0 , 17.93 , 1 , 18.1882238348964 , 0.8 , 1105 , hvt , 0.006118 , 17.93 , 2.1640 , 0.0243595 , 0.005783979644 , 11.69 , 1.7779 , 0.0342632 , 0.006118 , 17.93 , 2.1640 , 0.0243595 , 0.005814 , 17.87 , 2.1645 , 0.0239479 , 
11 , 0.0793103448275862 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , ZM , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4800 , FMA_unq1 , FMA , 874 , 37 , 30 , 4801 , 0 , 4800 , 0 , 4254 , 0 , 0 , 16.90 , 1 , 16.9421835830733 , 0.8 , 911 , hvt , 0.006102 , 16.90 , 2.1409 , 0.0254064 , 0.005759989236 , 11.47 , 1.8311 , 0.0357956 , 0.006102 , 16.90 , 2.1409 , 0.0254064 , 0.005807 , 16.80 , 2.1759 , 0.0249135 , 
11 , 0.0793103448275862 , 144 , hvt , 0.8 , OFF , YES , 8 , 3 , OFF , ZM , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 4801 , FMA_unq1 , FMA , 873 , 36 , 30 , 4805 , 0 , 4801 , 0 , 4246 , 0 , 0 , 17.10 , 1 , 17.4279043450247 , 0.8 , 909 , hvt , 0.00608 , 17.10 , 2.1730 , 0.0251084 , 0.005744466036 , 10.91 , 1.8323 , 0.0358812 , 0.00608 , 17.10 , 2.1730 , 0.0251084 , 0.005785 , 17.28 , 2.1903 , 0.0246611 , 
13 , 0.0931034482758621 , 144 , hvt , 0.8 , OFF , YES , 8 , 4 , OFF , Wallace , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 5898 , FMA_unq1 , FMA , 975 , 36 , 30 , 5897 , 0 , 5898 , 0 , 5113 , 0 , 0 , 18.16 , 1 , 18.3555895565282 , 0.8 , 1011 , hvt , 0.006681 , 18.16 , 2.1737 , 0.0220097 , 0.006315649262 , 13.74 , 1.6952 , 0.0287542 , 0.006681 , 18.16 , 2.1737 , 0.0220097 , 0.006285 , 18.10 , 2.1845 , 0.0218681 , 
14 , 0.1 , 144 , hvt , 0.8 , OFF , YES , 8 , NA , ON , NA , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3805 , FMA_unq1 , FMA , 4280 , 33 , 30 , 3784 , 0 , 3805 , 0 , 3805 , 0 , 0 , 15.53 , 1 , 15.56 , 0.8 , 4313 , hvt , 0.005673 , 15.53 , 2.1268 , 0.025886 , 0.005277358867 , 10.62 , 1.7080 , 0.0318123 , 0.005673 , 15.53 , 2.1268 , 0.025886 , 0.005673 , 15.49 , 2.1254 , 0.02589 , 
14 , 0.1 , 144 , hvt , 0.8 , OFF , YES , 8 , NA , ON , NA , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3798 , FMA_unq1 , FMA , 781 , 35 , 30 , 3785 , 0 , 3798 , 0 , 3798 , 0 , 0 , 15.67 , 1 , 15.8143839208329 , 0.8 , 816 , hvt , 0.005662 , 15.67 , 2.1169 , 0.0256022 , 0.005261130068 , 11.04 , 1.7203 , 0.0318976 , 0.005662 , 15.67 , 2.1169 , 0.0256022 , 0.005662 , 15.63 , 2.1164 , 0.025573 , 
14 , 0.1 , 144 , hvt , 0.8 , OFF , YES , 8 , NA , ON , NA , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3813 , FMA_unq1 , FMA , 618 , 37 , 30 , 3797 , 0 , 3813 , 0 , 3813 , 0 , 0 , 15.97 , 1 , 16.1039754536701 , 0.8 , 655 , hvt , 0.005662 , 15.97 , 2.1275 , 0.0255886 , 0.005261130069 , 11.64 , 1.7308 , 0.0319365 , 0.005662 , 15.97 , 2.1275 , 0.0255886 , 0.005662 , 16.05 , 2.1303 , 0.0255878 , 
14 , 0.1 , 144 , hvt , 0.8 , OFF , YES , 8 , NA , ON , NA , 23 , NO , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 3801 , FMA_unq1 , FMA , 620 , 34 , 30 , 3785 , 0 , 3801 , 0 , 3802 , 0 , 0 , 16.16 , 1 , 16.6991645468391 , 0.8 , 654 , hvt , 0.005662 , 16.16 , 2.1423 , 0.0255177 , 0.005262188468 , 11.06 , 1.7205 , 0.0318586 , 0.005662 , 16.16 , 2.1423 , 0.0255177 , 0.005662 , 16.25 , 2.1380 , 0.025533 , 
14 , 0.1 , 144 , hvt , 0.8 , OFF , YES , 8 , NA , ON , NA , 23 , NO , 1 , 1 , 0 , 1 , 1 , 1 , 1 , 0 , 3813 , FMA_unq1 , FMA , 617 , 36 , 30 , 3796 , 0 , 3813 , 0 , 3812 , 0 , 0 , 17.01 , 1 , 17.004958100507 , 0.8 , 653 , hvt , 0.005651 , 17.01 , 2.1312 , 0.0253742 , 0.005254779669 , 11.06 , 1.7282 , 0.0321143 , 0.005651 , 17.01 , 2.1312 , 0.0253742 , 0.005651 , 17.00 , 2.1322 , 0.0253713 , 
