design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_400, lvt, 0.8, 0.68, 0.83, 0.79, 5566.302082, 6543, 6543, 1.2640, 1.7230, 1.6672, 0.3331559, 0.3624459, 0.3610154
lvt_400, lvt, 0.9, 0.50, 0.62, 0.59, 5566.302082, 6543, 6543, 1.5956, 2.1772, 2.1072, 0.4606062, 0.5013934, 0.4994954
lvt_400, lvt, 1.0, 0.40, 0.50, 0.47, 5566.302082, 6543, 6543, 1.9795, 2.7012, 2.6157, 0.6290012, 0.6850673, 0.6825981
lvt_450, lvt, 0.8, 0.68, 0.80, 0.79, 5472.810077, 6927, 6799, 1.2346, 1.8387, 1.7746, 0.3201591, 0.3789964, 0.3618795
lvt_450, lvt, 0.9, 0.50, 0.59, 0.59, 5472.810077, 6927, 6799, 1.5585, 2.3233, 2.2426, 0.442239, 0.5239574, 0.4999698
lvt_450, lvt, 1.0, 0.40, 0.48, 0.47, 5472.810077, 6927, 6799, 1.9338, 2.8819, 2.7832, 0.603361, 0.7154769, 0.6823045
lvt_500, lvt, 0.8, 0.69, 0.85, 0.85, 5057.740878, 5157, 5111, 1.1662, 1.4093, 1.3361, 0.2844028, 0.2396122, 0.2267623
lvt_500, lvt, 0.9, 0.51, 0.63, 0.63, 5057.740878, 5157, 5111, 1.4725, 1.7804, 1.6879, 0.3927967, 0.3296607, 0.3119513
lvt_500, lvt, 1.0, 0.40, 0.51, 0.51, 5057.740878, 5157, 5111, 1.8272, 2.2068, 2.0926, 0.5358394, 0.4479611, 0.4238674
lvt_550, lvt, 0.8, 0.75, 0.93, 0.94, 3777.253268, 4052, 3985, 0.9462049, 1.1582, 1.0709, 0.2011819, 0.172785, 0.1580554
lvt_550, lvt, 0.9, 0.55, 0.69, 0.69, 3777.253268, 4052, 3985, 1.1948, 1.4627, 1.3523, 0.2774847, 0.2372383, 0.2167157
lvt_550, lvt, 1.0, 0.44, 0.56, 0.56, 3777.253268, 4052, 3985, 1.4829, 1.8118, 1.6748, 0.377973, 0.3217147, 0.2934898
lvt_600, lvt, 0.8, 0.82, 1.02, 1.03, 2971.105249, 3172, 3161, 0.7802468, 0.938645, 0.9103026, 0.1565497, 0.1301024, 0.1267186
lvt_600, lvt, 0.9, 0.60, 0.76, 0.76, 2971.105249, 3172, 3161, 0.9851234, 1.1853, 1.1494, 0.2156949, 0.1782969, 0.1735845
lvt_600, lvt, 1.0, 0.48, 0.61, 0.61, 2971.105249, 3172, 3161, 1.2228, 1.4686, 1.4239, 0.2934688, 0.2413084, 0.2348294
lvt_700, lvt, 0.8, 0.96, 1.19, 1.20, 2534.868020, 2698, 2720, 0.6907896, 0.8072513, 0.7969698, 0.1341287, 0.10054, 0.1007872
lvt_700, lvt, 0.9, 0.70, 0.88, 0.88, 2534.868020, 2698, 2720, 0.8707308, 1.0181, 1.0057, 0.1846476, 0.1373372, 0.1377087
lvt_700, lvt, 1.0, 0.56, 0.70, 0.70, 2534.868020, 2698, 2720, 1.0794, 1.2604, 1.2460, 0.2509853, 0.185248, 0.1858006
lvt_800, lvt, 0.8, 1.07, 1.35, 1.35, 2461.485607, 2630, 2630, 0.6820754, 0.7857802, 0.765275, 0.1320945, 0.097872, 0.0965207
lvt_800, lvt, 0.9, 0.80, 1.00, 1.00, 2461.485607, 2630, 2630, 0.858498, 0.9905333, 0.9650731, 0.1817753, 0.1336536, 0.1317706
lvt_800, lvt, 1.0, 0.64, 0.80, 0.80, 2461.485607, 2630, 2630, 1.0631, 1.2266, 1.1959, 0.2469698, 0.1802122, 0.1776242
lvt_900, lvt, 0.8, 1.15, 1.52, 1.51, 2456.722807, 2607, 2607, 0.6767811, 0.7745255, 0.7615109, 0.1294309, 0.0950497, 0.0946348
lvt_900, lvt, 0.9, 0.85, 1.13, 1.12, 2456.722807, 2607, 2607, 0.8515289, 0.9765812, 0.9606044, 0.1779563, 0.129739, 0.1291554
lvt_900, lvt, 1.0, 0.68, 0.90, 0.90, 2456.722807, 2607, 2607, 1.0540, 1.2099, 1.1909, 0.2415767, 0.1748528, 0.1740426
