design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_1000, lvt, 0.8, 1.37, 1.94, 1.75, 68308.784307, 96036, 86950, 22.4182, 40.5811, 36.4625, 3.5332, 5.0784, 4.2398
lvt_1000, lvt, 0.9, 1.01, 1.46, 1.30, 68308.784307, 96036, 86950, 28.3241, 51.3821, 46.1556, 4.8709, 7.0204, 5.8491
lvt_1000, lvt, 1.0, 0.81, 1.19, 1.05, 68308.784307, 96036, 86950, 35.1759, 63.8682, 57.3649, 6.6311, 9.5845, 7.9689
lvt_1100, lvt, 0.8, 1.50, 2.12, 1.89, 60126.999225, 85420, 74760, 19.6453, 38.8161, 31.3724, 3.0342, 4.1255, 3.2540
lvt_1100, lvt, 0.9, 1.11, 1.59, 1.39, 60126.999225, 85420, 74760, 24.8030, 49.1843, 39.7096, 4.1779, 5.6885, 4.4725
lvt_1100, lvt, 1.0, 0.88, 1.30, 1.11, 60126.999225, 85420, 74760, 30.7838, 61.1933, 49.3468, 5.6806, 7.7463, 6.0706
lvt_1200, lvt, 0.8, 1.63, 2.10, 2.03, 54929.902105, 67023, 65538, 18.4056, 31.8661, 28.3970, 2.8251, 3.0749, 2.8380
lvt_1200, lvt, 0.9, 1.21, 1.57, 1.51, 54929.902105, 67023, 65538, 23.2163, 40.3501, 35.9512, 3.8881, 4.2264, 3.8965
lvt_1200, lvt, 1.0, 0.96, 1.27, 1.22, 54929.902105, 67023, 65538, 28.7912, 50.1637, 44.7038, 5.2836, 5.7363, 5.2828
lvt_800, lvt, 0.8, 1.35, 1.90, 1.78, 71118.660111, 89154, 85285, 23.6102, 39.4059, 36.0842, 3.7899, 4.8545, 4.4998
lvt_800, lvt, 0.9, 1.00, 1.44, 1.33, 71118.660111, 89154, 85285, 29.8326, 49.9085, 45.6827, 5.2271, 6.7126, 6.2159
lvt_800, lvt, 1.0, 0.80, 1.17, 1.08, 71118.660111, 89154, 85285, 37.0442, 62.0526, 56.7828, 7.1193, 9.1660, 8.4790
lvt_850, lvt, 0.8, 1.36, 1.93, 1.79, 70712.410881, 90548, 87400, 23.4219, 41.0992, 36.5692, 3.7666, 4.9956, 4.6026
lvt_850, lvt, 0.9, 1.01, 1.45, 1.34, 70712.410881, 90548, 87400, 29.5967, 52.0562, 46.2945, 5.1951, 6.9098, 6.3590
lvt_850, lvt, 1.0, 0.80, 1.18, 1.08, 70712.410881, 90548, 87400, 36.7574, 64.7233, 57.5433, 7.0757, 9.4379, 8.6758
lvt_900, lvt, 0.8, 1.37, 1.98, 1.75, 69994.462798, 88344, 86140, 23.0363, 39.7978, 36.5490, 3.6654, 4.7596, 4.4508
lvt_900, lvt, 0.9, 1.01, 1.48, 1.30, 69994.462798, 88344, 86140, 29.1131, 50.4039, 46.2777, 5.0549, 6.5796, 6.1468
lvt_900, lvt, 1.0, 0.81, 1.21, 1.06, 69994.462798, 88344, 86140, 36.1647, 62.6594, 57.5352, 6.8841, 8.9820, 8.3832
lvt_950, lvt, 0.8, 1.36, 1.92, 1.75, 69941.366358, 88794, 87175, 23.1670, 39.4925, 36.7156, 3.6906, 4.7269, 4.4060
lvt_950, lvt, 0.9, 1.00, 1.45, 1.30, 69941.366358, 88794, 87175, 29.2708, 49.9994, 46.4814, 5.0896, 6.5327, 6.0825
lvt_950, lvt, 1.0, 0.80, 1.18, 1.05, 69941.366358, 88794, 87175, 36.3490, 62.1255, 57.7804, 6.9312, 8.9160, 8.2924
