design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_1000, lvt, 0.8, 1.73, 2.29, 2.08, 62147.132208, 78133, 74400, 21.1817, 36.4719, 31.8715, 3.1352, 4.0686, 3.6861
lvt_1000, lvt, 0.9, 1.27, 1.72, 1.55, 62147.132208, 78133, 74400, 26.7590, 46.2257, 40.3741, 4.3138, 5.6149, 5.0811
lvt_1000, lvt, 1.0, 1.01, 1.40, 1.25, 62147.132208, 78133, 74400, 33.2216, 57.5259, 50.2281, 5.8611, 7.6519, 6.9166
lvt_1100, lvt, 0.8, 1.72, 2.17, 2.03, 61602.232485, 80697, 76649, 20.8627, 36.7992, 32.2744, 3.0624, 4.1280, 3.6337
lvt_1100, lvt, 0.9, 1.27, 1.63, 1.51, 61602.232485, 80697, 76649, 26.3439, 46.6178, 40.8794, 4.2128, 5.6954, 5.0046
lvt_1100, lvt, 1.0, 1.01, 1.33, 1.22, 61602.232485, 80697, 76649, 32.6896, 57.9818, 50.8536, 5.7229, 7.7598, 6.8068
lvt_1200, lvt, 0.8, 1.68, 2.22, 2.04, 61631.338387, 76964, 72825, 20.8608, 36.1533, 30.6728, 3.1224, 3.7596, 3.2410
lvt_1200, lvt, 0.9, 1.24, 1.66, 1.51, 61631.338387, 76964, 72825, 26.3389, 45.7999, 38.8302, 4.2975, 5.1808, 4.4554
lvt_1200, lvt, 1.0, 0.98, 1.36, 1.21, 61631.338387, 76964, 72825, 32.6890, 56.9699, 48.2731, 5.8407, 7.0503, 6.0484
lvt_800, lvt, 0.8, 1.72, 2.25, 2.16, 63952.233566, 80787, 75434, 22.0366, 36.8967, 32.2398, 3.2775, 4.3063, 3.9057
lvt_800, lvt, 0.9, 1.27, 1.68, 1.63, 63952.233566, 80787, 75434, 27.8439, 46.7650, 40.8554, 4.5102, 5.9444, 5.3875
lvt_800, lvt, 1.0, 1.01, 1.37, 1.33, 63952.233566, 80787, 75434, 34.5725, 58.1978, 50.8549, 6.1287, 8.1026, 7.3382
lvt_850, lvt, 0.8, 1.75, 2.27, 2.17, 62349.992314, 79663, 74355, 21.3869, 35.8538, 31.6032, 3.1514, 4.2045, 3.8183
lvt_850, lvt, 0.9, 1.30, 1.70, 1.62, 62349.992314, 79663, 74355, 27.0218, 45.4631, 40.0604, 4.3349, 5.8065, 5.2664
lvt_850, lvt, 1.0, 1.03, 1.38, 1.31, 62349.992314, 79663, 74355, 33.5500, 56.6186, 49.8844, 5.8881, 7.9187, 7.1724
lvt_900, lvt, 0.8, 1.75, 2.35, 2.11, 62130.550685, 76424, 73680, 21.2948, 35.3412, 31.7944, 3.1368, 3.9873, 3.7349
lvt_900, lvt, 0.9, 1.29, 1.77, 1.57, 62130.550685, 76424, 73680, 26.9048, 44.8045, 40.2839, 4.3152, 5.5017, 5.1499
lvt_900, lvt, 1.0, 1.02, 1.43, 1.27, 62130.550685, 76424, 73680, 33.4046, 55.7801, 50.1275, 5.8619, 7.4961, 7.0121
lvt_950, lvt, 0.8, 1.72, 2.27, 2.13, 62586.191848, 75929, 73230, 21.4328, 35.4606, 31.7210, 3.1805, 3.9536, 3.6724
lvt_950, lvt, 0.9, 1.27, 1.69, 1.59, 62586.191848, 75929, 73230, 27.0792, 44.9394, 40.1904, 4.3772, 5.4557, 5.0625
lvt_950, lvt, 1.0, 1.02, 1.37, 1.28, 62586.191848, 75929, 73230, 33.6225, 55.9177, 50.0106, 5.9488, 7.4340, 6.8913
