design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_1000, lvt, 0.8, 1.36, 1.82, 1.69, 11598.476430, 13547, 13231, 3.7494, 5.5745, 5.0423, 0.6265704, 0.5543442, 0.4996375
lvt_1000, lvt, 0.9, 1.00, 1.36, 1.25, 11598.476430, 13547, 13231, 4.7203, 7.0476, 6.3696, 0.8623514, 0.7595842, 0.6833548
lvt_1000, lvt, 1.0, 0.80, 1.09, 1.00, 11598.476430, 13547, 13231, 5.8456, 8.7501, 7.9007, 1.1718, 1.0277, 0.9229125
lvt_1100, lvt, 0.8, 1.48, 1.94, 1.84, 11500.574407, 12621, 12734, 3.7384, 5.1240, 4.7593, 0.6178231, 0.5107092, 0.475306
lvt_1100, lvt, 0.9, 1.10, 1.45, 1.37, 11500.574407, 12621, 12734, 4.7041, 6.4699, 6.0089, 0.8496887, 0.6991431, 0.6495865
lvt_1100, lvt, 1.0, 0.88, 1.17, 1.11, 11500.574407, 12621, 12734, 5.8241, 8.0248, 7.4521, 1.1537, 0.9450038, 0.8765963
lvt_1200, lvt, 0.8, 1.61, 2.03, 2.01, 11471.821208, 12373, 12418, 3.7268, 4.9254, 4.6294, 0.6077275, 0.4827244, 0.4681325
lvt_1200, lvt, 0.9, 1.20, 1.50, 1.50, 11471.821208, 12373, 12418, 4.6928, 6.2175, 5.8439, 0.8355388, 0.6601071, 0.639673
lvt_1200, lvt, 1.0, 0.96, 1.20, 1.20, 11471.821208, 12373, 12418, 5.8154, 7.7101, 7.2489, 1.1342, 0.8912485, 0.8630314
lvt_590, lvt, 0.8, 0.96, 1.31, 1.27, 19609.329970, 26282, 25017, 5.7485, 9.3505, 8.6935, 1.0794, 1.4612, 1.3566
lvt_590, lvt, 0.9, 0.71, 0.98, 0.96, 19609.329970, 26282, 25017, 7.2610, 11.8390, 11.0049, 1.4911, 2.0247, 1.8780
lvt_590, lvt, 1.0, 0.57, 0.79, 0.80, 19609.329970, 26282, 25017, 9.0130, 14.7209, 13.6840, 2.0343, 2.7707, 2.5673
lvt_650, lvt, 0.8, 0.96, 1.24, 1.25, 19851.703556, 27591, 26033, 5.8789, 9.8521, 9.2159, 1.0906, 1.5014, 1.3787
lvt_650, lvt, 0.9, 0.71, 0.94, 0.94, 19851.703556, 27591, 26033, 7.4248, 12.4681, 11.6583, 1.5059, 2.0784, 1.9067
lvt_650, lvt, 1.0, 0.56, 0.77, 0.77, 19851.703556, 27591, 26033, 9.2147, 15.4912, 14.4812, 2.0534, 2.8415, 2.6041
lvt_800, lvt, 0.8, 1.09, 1.42, 1.36, 13813.002221, 16911, 16753, 4.3564, 7.0074, 6.5777, 0.714727, 0.784934, 0.7360062
lvt_800, lvt, 0.9, 0.81, 1.06, 1.01, 13813.002221, 16911, 16753, 5.5021, 8.8635, 8.3188, 0.9847474, 1.0795, 1.0106
lvt_800, lvt, 1.0, 0.64, 0.86, 0.81, 13813.002221, 16911, 16753, 6.8317, 11.0014, 10.3254, 1.3398, 1.4661, 1.3705
lvt_900, lvt, 0.8, 1.22, 1.61, 1.56, 12113.035324, 14428, 13841, 3.8521, 6.0234, 5.4311, 0.6277633, 0.630832, 0.5709368
lvt_900, lvt, 0.9, 0.90, 1.20, 1.15, 12113.035324, 14428, 13841, 4.8600, 7.6258, 6.8718, 0.864175, 0.8660921, 0.7825081
lvt_900, lvt, 1.0, 0.72, 0.96, 0.92, 12113.035324, 14428, 13841, 6.0282, 9.4798, 8.5371, 1.1746, 1.1742, 1.0591
