design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_1000, lvt, 0.8, 1.37, 2.04, 1.71, 62434.840615, 91252, 91113, 21.1289, 41.9711, 41.3189, 3.2202, 4.7456, 4.4979
lvt_1000, lvt, 0.9, 1.01, 1.54, 1.27, 62434.840615, 91252, 91113, 26.6934, 53.1969, 52.3355, 4.4370, 6.5543, 6.2063
lvt_1000, lvt, 1.0, 0.80, 1.25, 1.03, 62434.840615, 91252, 91113, 33.1518, 66.2041, 65.0855, 6.0370, 8.9399, 8.4572
lvt_1100, lvt, 0.8, 1.49, 2.02, 1.92, 55174.216234, 74263, 66574, 19.0943, 36.7247, 31.8346, 2.8723, 3.6417, 3.0328
lvt_1100, lvt, 0.9, 1.10, 1.51, 1.43, 55174.216234, 74263, 66574, 24.1120, 46.5500, 40.3367, 3.9557, 5.0179, 4.1679
lvt_1100, lvt, 1.0, 0.88, 1.23, 1.15, 55174.216234, 74263, 66574, 29.9370, 57.9305, 50.1839, 5.3793, 6.8275, 5.6560
lvt_1200, lvt, 0.8, 1.63, 2.30, 2.13, 53001.673520, 62614, 62799, 18.3358, 31.3701, 29.5598, 2.8210, 2.7781, 2.7026
lvt_1200, lvt, 0.9, 1.20, 1.72, 1.58, 53001.673520, 62614, 62799, 23.1191, 39.7359, 37.4368, 3.8842, 3.8139, 3.7085
lvt_1200, lvt, 1.0, 0.96, 1.40, 1.28, 53001.673520, 62614, 62799, 28.6674, 49.4115, 46.5564, 5.2804, 5.1699, 5.0249
lvt_800, lvt, 0.8, 1.28, 1.91, 1.76, 73556.155386, 97513, 94428, 24.4905, 44.3058, 41.4310, 3.8959, 5.3665, 5.1108
lvt_800, lvt, 0.9, 0.94, 1.43, 1.32, 73556.155386, 97513, 94428, 30.9529, 56.1315, 52.4737, 5.3740, 7.4248, 7.0673
lvt_800, lvt, 1.0, 0.75, 1.17, 1.07, 73556.155386, 97513, 94428, 38.4504, 69.7963, 65.2468, 7.3204, 10.1441, 9.6505
lvt_850, lvt, 0.8, 1.27, 1.90, 1.78, 74637.310962, 98296, 94843, 24.5513, 45.5352, 41.6400, 3.9456, 5.4068, 5.0615
lvt_850, lvt, 0.9, 0.94, 1.44, 1.33, 74637.310962, 98296, 94843, 31.0261, 57.6658, 52.7325, 5.4441, 7.4805, 6.9984
lvt_850, lvt, 1.0, 0.75, 1.17, 1.08, 74637.310962, 98296, 94843, 38.5361, 71.6588, 65.5585, 7.4180, 10.2204, 9.5558
lvt_900, lvt, 0.8, 1.27, 1.86, 1.73, 75239.011344, 100229, 96546, 24.9511, 46.2498, 43.2047, 4.0043, 5.5057, 5.1147
lvt_900, lvt, 0.9, 0.93, 1.40, 1.29, 75239.011344, 100229, 96546, 31.5320, 58.5694, 54.7109, 5.5241, 7.6162, 7.0690
lvt_900, lvt, 1.0, 0.74, 1.15, 1.04, 75239.011344, 100229, 96546, 39.1659, 72.7857, 68.0141, 7.5257, 10.4043, 9.6484
lvt_950, lvt, 0.8, 1.31, 1.89, 1.76, 69062.188846, 96040, 95165, 22.8078, 44.2788, 42.6688, 3.5807, 5.2014, 4.8803
lvt_950, lvt, 0.9, 0.96, 1.44, 1.30, 69062.188846, 96040, 95165, 28.8230, 56.0751, 54.0380, 4.9366, 7.1930, 6.7392
lvt_950, lvt, 1.0, 0.76, 1.19, 1.05, 69062.188846, 96040, 95165, 35.8052, 69.6908, 67.1921, 6.7208, 9.8234, 9.1905
