design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_400, lvt, 0.8, 0.64, 0.74, 0.72, 3434.508062, 4648, 4615, 1.0543, 1.5607, 1.5193, 0.2163464, 0.280006, 0.2783035
lvt_400, lvt, 0.9, 0.47, 0.56, 0.54, 3434.508062, 4648, 4615, 1.3319, 1.9736, 1.9217, 0.2987154, 0.3873555, 0.3850293
lvt_400, lvt, 1.0, 0.38, 0.45, 0.44, 3434.508062, 4648, 4615, 1.6536, 2.4514, 2.3878, 0.4072868, 0.5291894, 0.5260432
lvt_450, lvt, 0.8, 0.64, 0.81, 0.77, 3502.069254, 3680, 3432, 1.0436, 1.2845, 1.1774, 0.2218009, 0.1985702, 0.17749
lvt_450, lvt, 0.9, 0.47, 0.60, 0.57, 3502.069254, 3680, 3432, 1.3188, 1.6237, 1.4876, 0.3064813, 0.2736443, 0.2442402
lvt_450, lvt, 1.0, 0.38, 0.48, 0.46, 3502.069254, 3680, 3432, 1.6379, 2.0147, 1.8442, 0.418229, 0.3723801, 0.3318894
lvt_500, lvt, 0.8, 0.68, 0.87, 0.87, 2845.684838, 2910, 2889, 0.9052966, 1.0347, 0.9911298, 0.1740284, 0.1404859, 0.1380929
lvt_500, lvt, 0.9, 0.50, 0.65, 0.65, 2845.684838, 2910, 2889, 1.1437, 1.3069, 1.2516, 0.2398218, 0.1929048, 0.1895801
lvt_500, lvt, 1.0, 0.40, 0.52, 0.52, 2845.684838, 2910, 2889, 1.4204, 1.6197, 1.5511, 0.3263195, 0.2615589, 0.2569963
lvt_550, lvt, 0.8, 0.75, 0.93, 0.94, 2527.106408, 2656, 2635, 0.81262, 0.9071924, 0.910801, 0.1549248, 0.1253005, 0.1247015
lvt_550, lvt, 0.9, 0.55, 0.69, 0.70, 2527.106408, 2656, 2635, 1.0252, 1.1442, 1.1493, 0.2133687, 0.1718408, 0.1710305
lvt_550, lvt, 1.0, 0.44, 0.55, 0.55, 2527.106408, 2656, 2635, 1.2712, 1.4164, 1.4236, 0.2901318, 0.2326917, 0.2316091
lvt_600, lvt, 0.8, 0.81, 1.01, 1.00, 2366.229581, 2497, 2518, 0.8029398, 0.8956917, 0.889749, 0.1546236, 0.1273585, 0.1260124
lvt_600, lvt, 0.9, 0.60, 0.76, 0.75, 2366.229581, 2497, 2518, 1.0116, 1.1285, 1.1213, 0.2129854, 0.1747005, 0.1728193
lvt_600, lvt, 1.0, 0.48, 0.61, 0.60, 2366.229581, 2497, 2518, 1.2535, 1.3967, 1.3880, 0.2896201, 0.2365792, 0.2339862
lvt_700, lvt, 0.8, 0.92, 1.19, 1.18, 2289.142777, 2424, 2424, 0.7625048, 0.8590647, 0.8635468, 0.1457864, 0.1183915, 0.1178247
lvt_700, lvt, 0.9, 0.68, 0.87, 0.88, 2289.142777, 2424, 2424, 0.9595613, 1.0825, 1.0883, 0.2006139, 0.1621654, 0.1613548
lvt_700, lvt, 1.0, 0.54, 0.70, 0.70, 2289.142777, 2424, 2424, 1.1876, 1.3401, 1.3475, 0.2725211, 0.2192784, 0.2181365
lvt_800, lvt, 0.8, 1.10, 1.35, 1.32, 2361.113996, 2486, 2486, 0.7053503, 0.8198112, 0.8240004, 0.1210017, 0.0971851, 0.0969384
lvt_800, lvt, 0.9, 0.81, 1.00, 0.98, 2361.113996, 2486, 2486, 0.8881367, 1.0337, 1.0392, 0.1659131, 0.1325229, 0.1321815
lvt_800, lvt, 1.0, 0.64, 0.79, 0.78, 2361.113996, 2486, 2486, 1.0991, 1.2798, 1.2869, 0.2246147, 0.1784282, 0.1779614
lvt_900, lvt, 0.8, 1.13, 1.50, 1.47, 2357.585996, 2486, 2486, 0.7032841, 0.8199109, 0.8250283, 0.1204304, 0.0970233, 0.0967634
lvt_900, lvt, 0.9, 0.83, 1.11, 1.08, 2357.585996, 2486, 2486, 0.8854996, 1.0340, 1.0407, 0.1651085, 0.1323007, 0.1319409
lvt_900, lvt, 1.0, 0.66, 0.88, 0.86, 2357.585996, 2486, 2486, 1.0957, 1.2803, 1.2891, 0.2234965, 0.1781265, 0.1776344
