design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_400, lvt, 0.8, 0.69, 0.79, 0.78, 3186.313255, 3959, 4002, 0.9606605, 1.3307, 1.3378, 0.1980165, 0.2356654, 0.2405289
lvt_400, lvt, 0.9, 0.51, 0.59, 0.58, 3186.313255, 3959, 4002, 1.2138, 1.6832, 1.6922, 0.2732455, 0.3257596, 0.3325345
lvt_400, lvt, 1.0, 0.40, 0.48, 0.47, 3186.313255, 3959, 4002, 1.5069, 2.0906, 2.1025, 0.3723238, 0.4446628, 0.4539843
lvt_450, lvt, 0.8, 0.69, 0.79, 0.77, 3172.906850, 4013, 3620, 0.9662769, 1.3208, 1.2314, 0.1958034, 0.225017, 0.1944206
lvt_450, lvt, 0.9, 0.50, 0.59, 0.57, 3172.906850, 4013, 3620, 1.2211, 1.6696, 1.5560, 0.2701761, 0.3107281, 0.2678383
lvt_450, lvt, 1.0, 0.40, 0.48, 0.46, 3172.906850, 4013, 3620, 1.5166, 2.0717, 1.9294, 0.3681378, 0.4237472, 0.3643735
lvt_500, lvt, 0.8, 0.68, 0.86, 0.86, 2861.913640, 2963, 2910, 0.8820111, 0.9914161, 0.9784968, 0.1704966, 0.1388119, 0.1359778
lvt_500, lvt, 0.9, 0.50, 0.64, 0.63, 2861.913640, 2963, 2910, 1.1138, 1.2521, 1.2356, 0.2349043, 0.1905293, 0.1865946
lvt_500, lvt, 1.0, 0.40, 0.51, 0.50, 2861.913640, 2963, 2910, 1.3820, 1.5514, 1.5307, 0.3195796, 0.2582458, 0.2528528
lvt_550, lvt, 0.8, 0.75, 0.93, 0.93, 2641.590016, 2751, 2741, 0.8593289, 0.9504782, 0.9445488, 0.1637613, 0.13072, 0.1286988
lvt_550, lvt, 0.9, 0.55, 0.69, 0.69, 2641.590016, 2751, 2741, 1.0850, 1.1994, 1.1920, 0.2256286, 0.1793488, 0.176534
lvt_550, lvt, 1.0, 0.44, 0.55, 0.55, 2641.590016, 2751, 2741, 1.3469, 1.4852, 1.4762, 0.3069261, 0.2429636, 0.2390956
lvt_600, lvt, 0.8, 0.81, 1.01, 1.02, 2405.037585, 2529, 2550, 0.7929594, 0.8930437, 0.8927614, 0.1538287, 0.1250998, 0.1254157
lvt_600, lvt, 0.9, 0.60, 0.75, 0.75, 2405.037585, 2529, 2550, 0.9988079, 1.1256, 1.1255, 0.2118352, 0.1715275, 0.1719508
lvt_600, lvt, 1.0, 0.48, 0.60, 0.60, 2405.037585, 2529, 2550, 1.2371, 1.3932, 1.3936, 0.2879918, 0.2321908, 0.2327537
lvt_700, lvt, 0.8, 0.94, 1.17, 1.18, 2275.912776, 2424, 2414, 0.7614512, 0.8595438, 0.8658114, 0.1453118, 0.1174614, 0.1181003
lvt_700, lvt, 0.9, 0.69, 0.87, 0.88, 2275.912776, 2424, 2414, 0.9583974, 1.0832, 1.0914, 0.1999712, 0.1608719, 0.1617529
lvt_700, lvt, 1.0, 0.55, 0.70, 0.70, 2275.912776, 2424, 2414, 1.1864, 1.3410, 1.3516, 0.2716641, 0.217505, 0.2187039
lvt_800, lvt, 0.8, 1.09, 1.34, 1.30, 2345.061596, 2475, 2475, 0.7016536, 0.8195822, 0.8236954, 0.120301, 0.0967566, 0.0965106
lvt_800, lvt, 0.9, 0.80, 1.00, 0.97, 2345.061596, 2475, 2475, 0.8835891, 1.0336, 1.0390, 0.1649599, 0.1319429, 0.1315955
lvt_800, lvt, 1.0, 0.64, 0.80, 0.77, 2345.061596, 2475, 2475, 1.0936, 1.2798, 1.2870, 0.2233369, 0.1776546, 0.1771702
lvt_900, lvt, 0.8, 1.13, 1.50, 1.48, 2342.415596, 2465, 2465, 0.6999893, 0.8155717, 0.823893, 0.1199048, 0.0963019, 0.0961228
lvt_900, lvt, 0.9, 0.83, 1.11, 1.09, 2342.415596, 2465, 2465, 0.8814982, 1.0286, 1.0394, 0.1644029, 0.1313106, 0.1310612
lvt_900, lvt, 1.0, 0.66, 0.89, 0.87, 2342.415596, 2465, 2465, 1.0910, 1.2739, 1.2877, 0.2225639, 0.1767862, 0.1764435
