design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_1000, lvt, 0.8, 1.37, 1.75, 1.70, 55306.163007, 80198, 66140, 22.3986, 38.7719, 31.6596, 3.4723, 4.7015, 3.5691
lvt_1000, lvt, 0.9, 1.01, 1.32, 1.27, 55306.163007, 80198, 66140, 28.2672, 49.0713, 40.0327, 4.7819, 6.4947, 4.9106
lvt_1000, lvt, 1.0, 0.80, 1.07, 1.03, 55306.163007, 80198, 66140, 35.0714, 60.9982, 49.7035, 6.5015, 8.8590, 6.6708
lvt_1100, lvt, 0.8, 1.51, 2.00, 1.86, 51179.990073, 62525, 59089, 21.2250, 30.9368, 28.4154, 3.3028, 3.3474, 3.0835
lvt_1100, lvt, 0.9, 1.11, 1.49, 1.39, 51179.990073, 62525, 59089, 26.7487, 39.1079, 35.9031, 4.5473, 4.6043, 4.2359
lvt_1100, lvt, 1.0, 0.88, 1.20, 1.11, 51179.990073, 62525, 59089, 33.1503, 48.5419, 44.5503, 6.1805, 6.2528, 5.7449
lvt_1200, lvt, 0.8, 1.63, 2.29, 2.02, 49270.459779, 57437, 57214, 20.7522, 29.3013, 27.2377, 3.2591, 3.0572, 2.8727
lvt_1200, lvt, 0.9, 1.21, 1.71, 1.50, 49270.459779, 57437, 57214, 26.1226, 37.0152, 34.3887, 4.4862, 4.2000, 3.9413
lvt_1200, lvt, 1.0, 0.96, 1.38, 1.21, 49270.459779, 57437, 57214, 32.3451, 45.9213, 42.6364, 6.0959, 5.6962, 5.3385
lvt_800, lvt, 0.8, 1.29, 1.70, 1.59, 62549.676808, 82162, 78190, 24.7667, 40.8735, 37.3205, 3.8233, 5.1383, 4.7544
lvt_800, lvt, 0.9, 0.95, 1.27, 1.18, 62549.676808, 82162, 78190, 31.2959, 51.7444, 47.2472, 5.2686, 7.1077, 6.5699
lvt_800, lvt, 1.0, 0.75, 1.04, 0.95, 62549.676808, 82162, 78190, 38.8645, 64.3174, 58.7552, 7.1684, 9.7079, 8.9642
lvt_850, lvt, 0.8, 1.30, 1.69, 1.59, 61690.079544, 84170, 81492, 24.5494, 41.9004, 38.8540, 3.7798, 5.2892, 4.9487
lvt_850, lvt, 0.9, 0.96, 1.27, 1.19, 61690.079544, 84170, 81492, 31.0097, 53.0356, 49.1819, 5.2082, 7.3179, 6.8401
lvt_850, lvt, 1.0, 0.76, 1.03, 0.96, 61690.079544, 84170, 81492, 38.4914, 65.9093, 61.1526, 7.0857, 9.9975, 9.3353
lvt_900, lvt, 0.8, 1.29, 1.65, 1.55, 60989.594965, 92605, 85911, 24.3976, 44.7578, 40.1003, 3.8136, 5.8959, 5.1484
lvt_900, lvt, 0.9, 0.95, 1.24, 1.15, 60989.594965, 92605, 85911, 30.8155, 56.6720, 50.7614, 5.2563, 8.1635, 7.1171
lvt_900, lvt, 1.0, 0.75, 1.01, 0.93, 60989.594965, 92605, 85911, 38.2584, 70.4863, 63.1293, 7.1530, 11.1611, 9.7151
lvt_950, lvt, 0.8, 1.30, 1.68, 1.62, 59085.004038, 87339, 74084, 23.6701, 42.0127, 35.2386, 3.7167, 5.3945, 4.2208
lvt_950, lvt, 0.9, 0.96, 1.26, 1.20, 59085.004038, 87339, 74084, 29.8978, 53.1976, 44.5929, 5.1220, 7.4644, 5.8224
lvt_950, lvt, 1.0, 0.76, 1.03, 0.97, 59085.004038, 87339, 74084, 37.1279, 66.1654, 55.4308, 6.9694, 10.1988, 7.9303
