design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_1000, lvt, 0.8, 1.37, 1.82, 1.71, 62382.802603, 96126, 91329, 21.0937, 44.6468, 42.0994, 3.2100, 5.0132, 4.5396
lvt_1000, lvt, 0.9, 1.01, 1.37, 1.27, 62382.802603, 96126, 91329, 26.6480, 56.5558, 53.3274, 4.4226, 6.9242, 6.2629
lvt_1000, lvt, 1.0, 0.80, 1.12, 1.03, 62382.802603, 96126, 91329, 33.0938, 70.3244, 66.3309, 6.0170, 9.4449, 8.5329
lvt_1100, lvt, 0.8, 1.50, 2.06, 1.97, 55168.395043, 68851, 63825, 19.0571, 34.3854, 30.8187, 2.8721, 3.2467, 2.8418
lvt_1100, lvt, 0.9, 1.11, 1.56, 1.45, 55168.395043, 68851, 63825, 24.0668, 43.5754, 39.0538, 3.9556, 4.4674, 3.9024
lvt_1100, lvt, 1.0, 0.88, 1.27, 1.17, 55168.395043, 68851, 63825, 29.8838, 54.2081, 48.5909, 5.3792, 6.0699, 5.2917
lvt_1200, lvt, 0.8, 1.63, 2.57, 2.12, 53009.435122, 62957, 63734, 18.2961, 31.8814, 29.9055, 2.8203, 2.7340, 2.6845
lvt_1200, lvt, 0.9, 1.20, 1.93, 1.58, 53009.435122, 62957, 63734, 23.0682, 40.3975, 37.8814, 3.8832, 3.7526, 3.6830
lvt_1200, lvt, 1.0, 0.96, 1.56, 1.27, 53009.435122, 62957, 63734, 28.6028, 50.2521, 47.1100, 5.2790, 5.0859, 4.9897
lvt_800, lvt, 0.8, 1.26, 1.90, 1.76, 74528.648604, 95624, 95212, 24.7323, 44.2741, 42.4828, 3.9631, 5.2450, 5.1406
lvt_800, lvt, 0.9, 0.93, 1.45, 1.33, 74528.648604, 95624, 95212, 31.2565, 56.0845, 53.7818, 5.4668, 7.2530, 7.1045
lvt_800, lvt, 1.0, 0.74, 1.20, 1.09, 74528.648604, 95624, 95212, 38.8241, 69.7257, 66.8285, 7.4470, 9.9042, 9.6961
lvt_850, lvt, 0.8, 1.26, 1.86, 1.75, 76493.391796, 97497, 100329, 25.1915, 44.0839, 44.3608, 4.0882, 5.2762, 5.4142
lvt_850, lvt, 0.9, 0.93, 1.41, 1.31, 76493.391796, 97497, 100329, 31.8343, 55.8269, 56.1664, 5.6418, 7.2959, 7.4854
lvt_850, lvt, 1.0, 0.74, 1.16, 1.05, 76493.391796, 97497, 100329, 39.5371, 69.3830, 69.8082, 7.6885, 9.9625, 10.2199
lvt_900, lvt, 0.8, 1.26, 1.92, 1.65, 74881.801383, 100238, 105766, 24.8680, 45.4360, 46.7281, 3.9703, 5.4572, 5.5600
lvt_900, lvt, 0.9, 0.93, 1.47, 1.23, 74881.801383, 100238, 105766, 31.4256, 57.5416, 59.1481, 5.4763, 7.5473, 7.6820
lvt_900, lvt, 1.0, 0.74, 1.21, 0.99, 74881.801383, 100238, 105766, 39.0306, 71.5172, 73.4895, 7.4595, 10.3078, 10.4820
lvt_950, lvt, 0.8, 1.30, 1.88, 1.68, 68835.514850, 91969, 96674, 22.7013, 42.2075, 43.5021, 3.5654, 4.8795, 4.9378
lvt_950, lvt, 0.9, 0.96, 1.41, 1.27, 68835.514850, 91969, 96674, 28.6861, 53.4634, 55.0839, 4.9152, 6.7435, 6.8156
lvt_950, lvt, 1.0, 0.76, 1.15, 1.02, 68835.514850, 91969, 96674, 35.6310, 66.4669, 68.4769, 6.6914, 9.2037, 9.2906
