design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_300, lvt, 0.8, 0.43, 0.52, 0.51, 653.032811, 628, 612, 0.1492688, 0.1617673, 0.1501817, 0.040509, 0.0316475, 0.0297469
lvt_300, lvt, 0.9, 0.32, 0.39, 0.38, 653.032811, 628, 612, 0.1887239, 0.2043318, 0.1896615, 0.0559897, 0.0435262, 0.0408842
lvt_300, lvt, 1.0, 0.26, 0.31, 0.31, 653.032811, 628, 612, 0.2345984, 0.2531538, 0.2349825, 0.0764293, 0.0591166, 0.0554914
lvt_350, lvt, 0.8, 0.48, 0.60, 0.59, 533.257207, 542, 532, 0.1288987, 0.1415399, 0.1329542, 0.0320893, 0.0244579, 0.0234315
lvt_350, lvt, 0.9, 0.35, 0.45, 0.44, 533.257207, 542, 532, 0.162832, 0.1787408, 0.1678396, 0.0442218, 0.0335577, 0.032122
lvt_350, lvt, 1.0, 0.28, 0.36, 0.35, 533.257207, 542, 532, 0.2021398, 0.221407, 0.207836, 0.0601759, 0.04547, 0.0434865
lvt_400, lvt, 0.8, 0.54, 0.67, 0.68, 465.519596, 485, 480, 0.1177666, 0.1348067, 0.1255006, 0.029002, 0.0228338, 0.0222064
lvt_400, lvt, 0.9, 0.40, 0.50, 0.51, 465.519596, 485, 480, 0.1481996, 0.1699183, 0.1581406, 0.0399295, 0.0312806, 0.0304103
lvt_400, lvt, 1.0, 0.32, 0.40, 0.40, 465.519596, 485, 480, 0.1833429, 0.2102653, 0.1957074, 0.0542752, 0.0423089, 0.0411153
lvt_450, lvt, 0.8, 0.61, 0.76, 0.77, 443.822396, 469, 464, 0.1144635, 0.1324921, 0.1252374, 0.0275738, 0.0222084, 0.02172
lvt_450, lvt, 0.9, 0.45, 0.56, 0.57, 443.822396, 469, 464, 0.1440789, 0.1670871, 0.1579058, 0.0379522, 0.0304256, 0.029737
lvt_450, lvt, 1.0, 0.36, 0.45, 0.45, 443.822396, 469, 464, 0.1783057, 0.2069089, 0.1955784, 0.0515699, 0.0411521, 0.0401942
lvt_500, lvt, 0.8, 0.67, 0.84, 0.85, 446.644798, 474, 474, 0.1091403, 0.1266937, 0.1217032, 0.0247758, 0.0192589, 0.0190614
lvt_500, lvt, 0.9, 0.49, 0.62, 0.63, 446.644798, 474, 474, 0.1374512, 0.1598552, 0.1535341, 0.0340387, 0.0263001, 0.0260234
lvt_500, lvt, 1.0, 0.39, 0.50, 0.50, 446.644798, 474, 474, 0.1701628, 0.1980295, 0.1902107, 0.0461712, 0.0354606, 0.0350781
lvt_600, lvt, 0.8, 0.67, 0.84, 0.85, 448.055999, 474, 474, 0.1077626, 0.1339022, 0.1290284, 0.0243272, 0.0239452, 0.0239452
lvt_600, lvt, 0.9, 0.49, 0.62, 0.63, 448.055999, 474, 474, 0.1356974, 0.1689239, 0.1627677, 0.0334102, 0.0328708, 0.0328708
lvt_600, lvt, 1.0, 0.39, 0.50, 0.50, 448.055999, 474, 474, 0.1679327, 0.2092049, 0.2016213, 0.0453031, 0.0445516, 0.0445516
