design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_300, lvt, 0.8, 0.48, 0.54, 0.51, 628.689603, 718, 645, 0.1599263, 0.194268, 0.1639191, 0.0449825, 0.0417736, 0.0361392
lvt_300, lvt, 0.9, 0.36, 0.39, 0.38, 628.689603, 718, 645, 0.2021934, 0.245677, 0.2069506, 0.0621715, 0.0576187, 0.0497769
lvt_300, lvt, 1.0, 0.28, 0.32, 0.30, 628.689603, 718, 645, 0.2515437, 0.3053911, 0.256729, 0.0848344, 0.0784731, 0.0676959
lvt_350, lvt, 0.8, 0.49, 0.59, 0.58, 536.079600, 559, 523, 0.1396565, 0.1466577, 0.1374768, 0.0364585, 0.0269086, 0.0261329
lvt_350, lvt, 0.9, 0.36, 0.44, 0.44, 536.079600, 559, 523, 0.1762116, 0.184926, 0.1732977, 0.0503288, 0.036956, 0.0358842
lvt_350, lvt, 1.0, 0.28, 0.35, 0.35, 536.079600, 559, 523, 0.2186338, 0.2289617, 0.2145948, 0.0685923, 0.0501133, 0.0486503
lvt_400, lvt, 0.8, 0.54, 0.67, 0.66, 492.155998, 517, 508, 0.1315506, 0.1438951, 0.1310844, 0.0330481, 0.0259396, 0.024367
lvt_400, lvt, 0.9, 0.40, 0.50, 0.50, 492.155998, 517, 508, 0.1657129, 0.1814424, 0.1651618, 0.045549, 0.0356028, 0.0334026
lvt_400, lvt, 1.0, 0.32, 0.40, 0.40, 492.155998, 517, 508, 0.2052951, 0.2246776, 0.20444, 0.0619777, 0.0482439, 0.0452043
lvt_450, lvt, 0.8, 0.60, 0.75, 0.76, 448.761596, 473, 470, 0.1193761, 0.1371106, 0.1293807, 0.028595, 0.0230324, 0.0229739
lvt_450, lvt, 0.9, 0.45, 0.56, 0.57, 448.761596, 473, 470, 0.1501826, 0.1728206, 0.1630666, 0.0393371, 0.0315489, 0.0314692
lvt_450, lvt, 1.0, 0.36, 0.45, 0.46, 448.761596, 473, 470, 0.1857768, 0.2139356, 0.2019348, 0.0534222, 0.0426624, 0.0425549
lvt_500, lvt, 0.8, 0.66, 0.84, 0.84, 442.058397, 467, 467, 0.1173023, 0.1336645, 0.1260743, 0.0278527, 0.022212, 0.0219631
lvt_500, lvt, 0.9, 0.49, 0.63, 0.63, 442.058397, 467, 467, 0.1476127, 0.1685256, 0.1589392, 0.0383238, 0.0304172, 0.0300696
lvt_500, lvt, 1.0, 0.39, 0.50, 0.50, 442.058397, 467, 467, 0.1826624, 0.2087164, 0.1968985, 0.0520554, 0.04112, 0.0406407
lvt_600, lvt, 0.8, 0.81, 1.03, 0.99, 402.544807, 446, 446, 0.1110763, 0.133912, 0.1270692, 0.024078, 0.0209468, 0.0211034
lvt_600, lvt, 0.9, 0.59, 0.76, 0.73, 402.544807, 446, 446, 0.1400776, 0.1691657, 0.1606101, 0.0332277, 0.0288437, 0.0290675
lvt_600, lvt, 1.0, 0.47, 0.60, 0.59, 402.544807, 446, 446, 0.1741702, 0.2103247, 0.1999394, 0.0452732, 0.0392127, 0.0395282
