design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_400, lvt, 0.8, 0.68, 0.72, 0.73, 2955.934811, 4338, 4120, 1.0567, 1.5515, 1.4586, 0.2235581, 0.2977053, 0.2844927
lvt_400, lvt, 0.9, 0.51, 0.53, 0.55, 2955.934811, 4338, 4120, 1.3369, 1.9635, 1.8474, 0.3093728, 0.4122197, 0.393938
lvt_400, lvt, 1.0, 0.40, 0.43, 0.45, 2955.934811, 4338, 4120, 1.6651, 2.4440, 2.3026, 0.4226642, 0.5635717, 0.5385775
lvt_450, lvt, 0.8, 0.68, 0.77, 0.77, 2952.936009, 3246, 3246, 1.0191, 1.2188, 1.1716, 0.2187845, 0.1929731, 0.1916154
lvt_450, lvt, 0.9, 0.51, 0.57, 0.57, 2952.936009, 3246, 3246, 1.2882, 1.5394, 1.4795, 0.3027544, 0.2662253, 0.2642891
lvt_450, lvt, 1.0, 0.40, 0.46, 0.46, 2952.936009, 3246, 3246, 1.6024, 1.9100, 1.8356, 0.4136287, 0.3626307, 0.3598932
lvt_500, lvt, 0.8, 0.68, 0.85, 0.85, 2708.269199, 2785, 2793, 0.9660231, 1.0297, 1.0262, 0.1931285, 0.1501231, 0.150256
lvt_500, lvt, 0.9, 0.50, 0.63, 0.63, 2708.269199, 2785, 2793, 1.2199, 1.2990, 1.2945, 0.2667049, 0.2064683, 0.2066894
lvt_500, lvt, 1.0, 0.40, 0.50, 0.51, 2708.269199, 2785, 2793, 1.5159, 1.6095, 1.6041, 0.3636017, 0.2803459, 0.2806998
lvt_550, lvt, 0.8, 0.74, 0.93, 0.94, 2463.778788, 2654, 2668, 0.8705042, 0.9727275, 0.9777952, 0.169603, 0.1375216, 0.1382472
lvt_550, lvt, 0.9, 0.55, 0.69, 0.69, 2463.778788, 2654, 2668, 1.0971, 1.2264, 1.2332, 0.2338868, 0.1889177, 0.1899183
lvt_550, lvt, 1.0, 0.44, 0.56, 0.55, 2463.778788, 2654, 2668, 1.3601, 1.5188, 1.5277, 0.3183997, 0.2562106, 0.2575757
lvt_600, lvt, 0.8, 0.80, 1.01, 1.01, 2310.487176, 2414, 2518, 0.8089243, 0.9159288, 0.9314747, 0.1553748, 0.1274803, 0.129391
lvt_600, lvt, 0.9, 0.60, 0.75, 0.75, 2310.487176, 2414, 2518, 1.0177, 1.1540, 1.1742, 0.2139565, 0.1748812, 0.1775242
lvt_600, lvt, 1.0, 0.48, 0.60, 0.60, 2310.487176, 2414, 2518, 1.2592, 1.4287, 1.4542, 0.2908402, 0.2368295, 0.2404451
lvt_700, lvt, 0.8, 0.93, 1.17, 1.17, 2214.701974, 2380, 2380, 0.7783113, 0.8880909, 0.8950841, 0.1450638, 0.1198622, 0.1209571
lvt_700, lvt, 0.9, 0.69, 0.88, 0.87, 2214.701974, 2380, 2380, 0.9792168, 1.1191, 1.1284, 0.199601, 0.1642988, 0.165837
lvt_700, lvt, 1.0, 0.56, 0.71, 0.70, 2214.701974, 2380, 2380, 1.2119, 1.3859, 1.3981, 0.2711067, 0.2223124, 0.2244443
lvt_800, lvt, 0.8, 1.06, 1.32, 1.33, 2205.352775, 2373, 2373, 0.7788693, 0.8851473, 0.8921755, 0.1448611, 0.1194309, 0.1197898
lvt_800, lvt, 0.9, 0.79, 0.98, 0.99, 2205.352775, 2373, 2373, 0.9807682, 1.1163, 1.1255, 0.1993491, 0.1637107, 0.1642218
lvt_800, lvt, 1.0, 0.63, 0.79, 0.79, 2205.352775, 2373, 2373, 1.2152, 1.3839, 1.3958, 0.2707993, 0.2215187, 0.222236
lvt_900, lvt, 0.8, 1.09, 1.46, 1.46, 2205.176375, 2373, 2373, 0.7774527, 0.8837513, 0.8903259, 0.1448266, 0.1189397, 0.1189397
lvt_900, lvt, 0.9, 0.81, 1.09, 1.08, 2205.176375, 2373, 2373, 0.9790142, 1.1150, 1.1236, 0.1992997, 0.1630386, 0.1630386
lvt_900, lvt, 1.0, 0.65, 0.87, 0.87, 2205.176375, 2373, 2373, 1.2131, 1.3831, 1.3941, 0.2707296, 0.2206098, 0.2206098
