design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_1000, lvt, 0.8, 1.35, 1.72, 1.71, 3212.067654, 3111, 3346, 0.9994722, 1.1089, 1.1118, 0.1673082, 0.1256605, 0.1268911
lvt_1000, lvt, 0.9, 1.00, 1.28, 1.27, 3212.067654, 3111, 3346, 1.2617, 1.4010, 1.4045, 0.2302806, 0.1718543, 0.1734252
lvt_1000, lvt, 1.0, 0.80, 1.02, 1.02, 3212.067654, 3111, 3346, 1.5644, 1.7358, 1.7399, 0.3130039, 0.2321206, 0.2340883
lvt_1100, lvt, 0.8, 1.49, 1.86, 1.86, 2995.095635, 2901, 3148, 0.9647494, 1.0529, 1.0457, 0.1563431, 0.1109459, 0.1121606
lvt_1100, lvt, 0.9, 1.10, 1.39, 1.38, 2995.095635, 2901, 3148, 1.2169, 1.3294, 1.3203, 0.2150853, 0.1514507, 0.1529725
lvt_1100, lvt, 1.0, 0.88, 1.11, 1.10, 2995.095635, 2901, 3148, 1.5080, 1.6467, 1.6355, 0.2921958, 0.2041761, 0.2060415
lvt_650, lvt, 0.8, 1.09, 1.25, 1.26, 5702.659277, 6618, 6507, 1.5276, 2.0289, 1.9344, 0.3434583, 0.3749991, 0.3560603
lvt_650, lvt, 0.9, 0.81, 0.94, 0.95, 5702.659277, 6618, 6507, 1.9298, 2.5644, 2.4446, 0.4754047, 0.5188051, 0.4925361
lvt_650, lvt, 1.0, 0.65, 0.76, 0.76, 5702.659277, 6618, 6507, 2.3957, 3.1825, 3.0330, 0.6499755, 0.708944, 0.6729062
lvt_700, lvt, 0.8, 1.08, 1.23, 1.22, 5787.507683, 6704, 6927, 1.5422, 2.0329, 2.0562, 0.3462971, 0.363505, 0.362541
lvt_700, lvt, 0.9, 0.80, 0.92, 0.92, 5787.507683, 6704, 6927, 1.9474, 2.5693, 2.5991, 0.4786443, 0.5022693, 0.500771
lvt_700, lvt, 1.0, 0.64, 0.75, 0.74, 5787.507683, 6704, 6927, 2.4164, 3.1881, 3.2257, 0.6534478, 0.6854932, 0.683214
lvt_750, lvt, 0.8, 1.09, 1.28, 1.29, 5652.914485, 5371, 5433, 1.5080, 1.6906, 1.6409, 0.3306748, 0.2665918, 0.2550651
lvt_750, lvt, 0.9, 0.81, 0.96, 0.96, 5652.914485, 5371, 5433, 1.9047, 2.1359, 2.0733, 0.4569972, 0.3669749, 0.3511073
lvt_750, lvt, 1.0, 0.64, 0.78, 0.77, 5652.914485, 5371, 5433, 2.3641, 2.6477, 2.5702, 0.6238271, 0.4989424, 0.4773591
lvt_800, lvt, 0.8, 1.08, 1.35, 1.36, 5582.001684, 4803, 5000, 1.4974, 1.5283, 1.5175, 0.3191626, 0.2193889, 0.2117084
lvt_800, lvt, 0.9, 0.80, 1.01, 1.01, 5582.001684, 4803, 5000, 1.8910, 1.9308, 1.9171, 0.4411536, 0.3014812, 0.2907988
lvt_800, lvt, 1.0, 0.64, 0.82, 0.81, 5582.001684, 4803, 5000, 2.3467, 2.3931, 2.3756, 0.6023185, 0.4091953, 0.3945266
lvt_900, lvt, 0.8, 1.22, 1.57, 1.52, 3770.902870, 3630, 3815, 1.1315, 1.2433, 1.2339, 0.203503, 0.1550273, 0.1525968
lvt_900, lvt, 0.9, 0.90, 1.16, 1.14, 3770.902870, 3630, 3815, 1.4287, 1.5707, 1.5584, 0.2803508, 0.2124591, 0.208965
lvt_900, lvt, 1.0, 0.72, 0.93, 0.91, 3770.902870, 3630, 3815, 1.7723, 1.9461, 1.9305, 0.3814214, 0.2875734, 0.2826245
