design, Vth, Vdd, mapped delay, routed delay, optimized delay, mapped core area, routed core area, optimized core area, mapped dynamic power, routed dynamic power, optimized dynamic power, mapped leakage power, routed leakage power, optimized leakage power
lvt_1000, lvt, 0.8, 1.77, 2.40, 2.28, 77968.977865, 89769, 96331, 27.3772, 42.4889, 43.5695, 4.3232, 5.1288, 5.3776
lvt_1000, lvt, 0.9, 1.31, 1.80, 1.72, 77968.977865, 89769, 96331, 34.6009, 53.7628, 55.1553, 5.9653, 7.0886, 7.4361
lvt_1000, lvt, 1.0, 1.05, 1.47, 1.40, 77968.977865, 89769, 96331, 42.9692, 66.7548, 68.5321, 8.1287, 9.6752, 10.1540
lvt_1050, lvt, 0.8, 1.76, 2.35, 2.33, 77135.664254, 89725, 94275, 27.0298, 42.1647, 42.8993, 4.2780, 5.1549, 5.2898
lvt_1050, lvt, 0.9, 1.31, 1.77, 1.77, 77135.664254, 89725, 94275, 34.1620, 53.3499, 54.3133, 5.9030, 7.1262, 7.3160
lvt_1050, lvt, 1.0, 1.05, 1.44, 1.44, 77135.664254, 89725, 94275, 42.4248, 66.2419, 67.4989, 8.0437, 9.7286, 9.9915
lvt_1100, lvt, 0.8, 1.77, 2.32, 2.31, 75890.280280, 88763, 93094, 26.4433, 42.7781, 42.4299, 4.1809, 5.0839, 5.1397
lvt_1100, lvt, 0.9, 1.32, 1.76, 1.75, 75890.280280, 88763, 93094, 33.4136, 54.1281, 53.7082, 5.7679, 7.0274, 7.1063
lvt_1100, lvt, 1.0, 1.05, 1.44, 1.42, 75890.280280, 88763, 93094, 41.4828, 67.2081, 66.7249, 7.8580, 9.5928, 9.7025
lvt_1200, lvt, 0.8, 1.76, 2.29, 2.26, 78277.325039, 102718, 97906, 26.7794, 46.7820, 43.4299, 4.2728, 5.8580, 5.2841
lvt_1200, lvt, 0.9, 1.31, 1.72, 1.71, 78277.325039, 102718, 97906, 33.8414, 59.1976, 54.9687, 5.8959, 8.1014, 7.3041
lvt_1200, lvt, 1.0, 1.05, 1.40, 1.39, 78277.325039, 102718, 97906, 42.0214, 73.5200, 68.2831, 8.0343, 11.0647, 9.9705
vt_1400, lvt, 0.8, 1.90, 2.48, 2.49, 67650.106843, 78963, 76907, 23.2340, 38.4115, 34.7607, 3.4909, 3.8406, 3.4472
lvt_1400, lvt, 0.9, 1.40, 1.87, 1.86, 67650.106843, 78963, 76907, 29.3662, 48.6062, 43.9978, 4.8107, 5.2854, 4.7390
lvt_1400, lvt, 1.0, 1.12, 1.52, 1.50, 67650.106843, 78963, 76907, 36.4760, 60.3238, 54.6319, 6.5468, 7.1835, 6.4335
lvt_1500, lvt, 0.8, 2.02, 2.67, 2.64, 61644.744953, 66495, 68420, 21.5105, 32.7474, 30.8572, 3.1248, 3.0860, 2.8487
lvt_1500, lvt, 0.9, 1.50, 2.00, 1.97, 61644.744953, 66495, 68420, 27.1779, 41.4520, 39.0699, 4.3035, 4.2399, 3.9084
lvt_1500, lvt, 1.0, 1.20, 1.61, 1.59, 61644.744953, 66495, 68420, 33.7437, 51.4762, 48.5375, 5.8526, 5.7528, 5.2954
lvt_1600, lvt, 0.8, 2.16, 2.84, 2.85, 58042.480378, 59452, 63695, 20.4130, 30.5352, 29.1073, 2.9241, 2.6814, 2.5482
lvt_1600, lvt, 0.9, 1.60, 2.12, 2.13, 58042.480378, 59452, 63695, 25.7765, 38.6560, 36.8598, 4.0251, 3.6805, 3.4917
lvt_1600, lvt, 1.0, 1.28, 1.72, 1.71, 58042.480378, 59452, 63695, 31.9846, 48.0101, 45.8055, 5.4712, 4.9889, 4.7249
lvt_950, lvt, 0.8, 1.77, 2.44, 2.35, 77284.369475, 87581, 96068, 27.0406, 41.5748, 43.4132, 4.2379, 4.9900, 5.3114
lvt_950, lvt, 0.9, 1.31, 1.84, 1.77, 77284.369475, 87581, 96068, 34.1776, 52.6140, 54.9661, 5.8458, 6.8960, 7.3426
lvt_950, lvt, 1.0, 1.05, 1.49, 1.43, 77284.369475, 87581, 96068, 42.4467, 65.3397, 68.3100, 7.9634, 9.4112, 10.0234
