top_FPGen.FPGen.Architecture , top_FPGen.FPGen.CMA.EnableDenormals , top_FPGen.FPGen.CMA.EnableForwarding , top_FPGen.FPGen.CMA.EnableMultiplePumping , top_FPGen.FPGen.CMA.ExponentWidth , top_FPGen.FPGen.CMA.FractionWidth , top_FPGen.FPGen.CMA.MUL.Mult.MultP.BoothType , top_FPGen.FPGen.CMA.MUL.Mult.MultP.Designware_MODE , top_FPGen.FPGen.CMA.MUL.Mult.MultP.TreeType , top_FPGen.FPGen.CMA.MulPipelineDepth , top_FPGen.FPGen.CMA.PipelineDepth , top_FPGen.FPGen.DW_FMA.EnableDenormals , top_FPGen.FPGen.DW_FMA.EnableForwarding , top_FPGen.FPGen.DW_FMA.ExponentWidth , top_FPGen.FPGen.DW_FMA.FractionWidth , top_FPGen.FPGen.DW_FMA.PipelineDepth , top_FPGen.FPGen.FMA.EnableDenormals , top_FPGen.FPGen.FMA.EnableForwarding , top_FPGen.FPGen.FMA.EnableMultiplePumping , top_FPGen.FPGen.FMA.ExponentWidth , top_FPGen.FPGen.FMA.FractionWidth , top_FPGen.FPGen.FMA.MulShift.MUL0.BoothType , top_FPGen.FPGen.FMA.MulShift.MUL0.Designware_MODE , top_FPGen.FPGen.FMA.MulShift.MUL0.TreeType , top_FPGen.FPGen.FMA.MulpPipelineDepth , top_FPGen.FPGen.FMA.PipelineDepth , top_FPGen.FPGen.FMA.Retiming , top_FPGen.FPGen.FMA.SmartRetiming , TOP_RP , TOP_VT , TOP_Voltage , COST_Mapped_Add_Dyn_Energy_pJ , COST_Mapped_Add_Dyn_Power_mW , COST_Mapped_Add_Leak_Power_mW , COST_Mapped_Avg_Dyn_Energy_pJ , COST_Mapped_Avg_Dyn_Power_mW , COST_Mapped_Avg_Leak_Power_mW , COST_Mapped_Cell_Area_mmsq , COST_Mapped_Clk_Period_nS , COST_Mapped_Comb_Area_mmsq , COST_Mapped_Core_Area_mmsq , COST_Mapped_MulAdd_Dyn_Energy_pJ , COST_Mapped_MulAdd_Dyn_Power_mW , COST_Mapped_MulAdd_Leak_Power_mW , COST_Mapped_Mul_Dyn_Energy_pJ , COST_Mapped_Mul_Dyn_Power_mW , COST_Mapped_Mul_Leak_Power_mW , COST_Mapped_Net_Area_mmsq , COST_Mapped_NonComb_Area_mmsq , COST_Mapped__Area_mmsq , COST_Mapped__u_CompoundAdder_Add_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_Add_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_Add_Leak_Power_mW , COST_Mapped__u_CompoundAdder_Avg_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_Avg_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_Avg_Leak_Power_mW , COST_Mapped__u_CompoundAdder_MulAdd_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_MulAdd_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_MulAdd_Leak_Power_mW , COST_Mapped__u_CompoundAdder_Mul_Dyn_Energy_pJ , COST_Mapped__u_CompoundAdder_Mul_Dyn_Power_mW , COST_Mapped__u_CompoundAdder_Mul_Leak_Power_mW , COST_Mapped__u_CompoundAdder__Area_mmsq , COST_Mapped__u_LZA_Add_Dyn_Energy_pJ , COST_Mapped__u_LZA_Add_Dyn_Power_mW , COST_Mapped__u_LZA_Add_Leak_Power_mW , COST_Mapped__u_LZA_Avg_Dyn_Energy_pJ , COST_Mapped__u_LZA_Avg_Dyn_Power_mW , COST_Mapped__u_LZA_Avg_Leak_Power_mW , COST_Mapped__u_LZA_MulAdd_Dyn_Energy_pJ , COST_Mapped__u_LZA_MulAdd_Dyn_Power_mW , COST_Mapped__u_LZA_MulAdd_Leak_Power_mW , COST_Mapped__u_LZA_Mul_Dyn_Energy_pJ , COST_Mapped__u_LZA_Mul_Dyn_Power_mW , COST_Mapped__u_LZA_Mul_Leak_Power_mW , COST_Mapped__u_LZA__Area_mmsq , COST_Mapped__u_Pipelined_MultiplierP_Add_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_Add_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Add_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Avg_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_Avg_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Avg_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_MulAdd_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_MulAdd_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_MulAdd_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Mul_Dyn_Energy_pJ , COST_Mapped__u_Pipelined_MultiplierP_Mul_Dyn_Power_mW , COST_Mapped__u_Pipelined_MultiplierP_Mul_Leak_Power_mW , COST_Mapped__u_Pipelined_MultiplierP__Area_mmsq , PERF_Mapped_Clk_Freq_Ghz
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , lvt ,0.9,8.244,4.122,3.65,16.338,8.169,4,0.044884274,2.5249,0.042027829,0.044884274,20.604,10.302,3.98,20.604,10.302,3.98,0,0.002856445,0.044884274,0.944,0.472,0.134,1.182,0.591,0.13,1.246,0.623,0.129,1.246,0.623,0.129,0.000865242,0.736,0.368,0.113,0.902,0.451,0.108,0.926,0.463,0.107,0.926,0.463,0.107,0.001708434,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.396055289
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , lvt ,1,10.202,5.101,4.97,20.276,10.138,5.45,0.044884274,1.9976,0.042027829,0.044884274,25.59,12.795,5.42,25.59,12.795,5.42,0,0.002856445,0.044884274,1.17,0.585,0.182,1.46,0.73,0.177,1.542,0.771,0.175,1.542,0.771,0.175,0.000865242,0.912,0.456,0.153,1.118,0.559,0.147,1.15,0.575,0.145,1.15,0.575,0.145,0.001708434,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.500600721
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,13.995,111.96,2.67,23.633625,189.069,2.75,0.083813639,2.4259,0.080215432,0.083813639,28.485,227.88,2.74,28.485,227.88,2.74,0,0.003598207,0.083813639,1.402,11.216,0.122,1.631125,13.049,0.119,1.699625,13.597,0.118,1.699625,13.597,0.118,0.002335007,1.442625,11.541,0.141,1.830625,14.645,0.136,1.901375,15.211,0.134,1.901375,15.211,0.134,0.004639849,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.412218146
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,17.600875,140.807,3.66,29.763,238.104,3.76,0.083813639,1.7234,0.080215432,0.083813639,35.885375,287.083,3.75,35.885375,287.083,3.75,0,0.003598207,0.083813639,1.76875,14.15,0.168,2.05775,16.462,0.163,2.14425,17.154,0.161,2.14425,17.154,0.161,0.002335007,1.816125,14.529,0.192,2.30475,18.438,0.185,2.393625,19.149,0.184,2.393625,19.149,0.184,0.004639849,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.580248346
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,21.699875,173.599,4.95,36.732375,293.859,5.08,0.083813639,1.3471,0.080215432,0.083813639,44.30025,354.402,5.06,44.30025,354.402,5.06,0,0.003598207,0.083813639,2.186625,17.493,0.227,2.543375,20.347,0.22,2.650125,21.201,0.218,2.650125,21.201,0.218,0.002335007,2.2415,17.932,0.258,2.844125,22.753,0.249,2.954,23.632,0.247,2.954,23.632,0.247,0.004639849,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.742335387
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,13.72,54.88,2.53,22.924,91.696,2.6,0.080986476,2.4519,0.077526919,0.080986476,27.5465,110.186,2.6,27.5465,110.186,2.6,0,0.003459557,0.080986476,1.2645,5.058,0.112,1.48,5.92,0.109,1.542,6.168,0.108,1.542,6.168,0.108,0.00216725,1.37225,5.489,0.126,1.68675,6.747,0.122,1.741,6.964,0.122,1.741,6.964,0.122,0.004263588,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.407846976
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,17.25075,69.003,3.48,28.86425,115.457,3.57,0.080986476,1.7472,0.077526919,0.080986476,34.698,138.792,3.56,34.698,138.792,3.56,0,0.003459557,0.080986476,1.59525,6.381,0.153,1.867,7.468,0.149,1.9455,7.782,0.148,1.9455,7.782,0.148,0.00216725,1.72825,6.913,0.172,2.12425,8.497,0.167,2.19225,8.769,0.166,2.19225,8.769,0.166,0.004263588,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.572344322
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,21.263,85.052,4.7,35.6175,142.47,4.81,0.080986476,1.3687,0.077526919,0.080986476,42.82825,171.313,4.8,42.82825,171.313,4.8,0,0.003459557,0.080986476,1.972,7.888,0.207,2.3075,9.23,0.202,2.4045,9.618,0.2,2.4045,9.618,0.2,0.00216725,2.13325,8.533,0.231,2.622,10.488,0.226,2.70625,10.825,0.224,2.70625,10.825,0.224,0.004263588,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.730620297
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,14.247,28.494,2.71,23.9445,47.889,2.76,0.084308794,2.4606,0.080861232,0.084308794,28.8225,57.645,2.75,28.8225,57.645,2.75,0,0.003447562,0.084308794,1.318,2.636,0.115,1.562,3.124,0.112,1.636,3.272,0.111,1.636,3.272,0.111,0.002183126,1.729,3.458,0.158,2.112,4.224,0.153,2.1825,4.365,0.152,2.1825,4.365,0.152,0.005134651,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.406404942
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,17.921,35.842,3.71,30.157,60.314,3.79,0.084308794,1.7446,0.080861232,0.084308794,36.3125,72.625,3.77,36.3125,72.625,3.77,0,0.003447562,0.084308794,1.663,3.326,0.157,1.971,3.942,0.153,2.064,4.128,0.152,2.064,4.128,0.152,0.002183126,2.1775,4.355,0.216,2.66,5.32,0.21,2.7485,5.497,0.208,2.7485,5.497,0.208,0.005134651,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.573197295
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,22.0975,44.195,5.02,37.2195,74.439,5.11,0.084308794,1.3702,0.080861232,0.084308794,44.828,89.656,5.1,44.828,89.656,5.1,0,0.003447562,0.084308794,2.056,4.112,0.212,2.436,4.872,0.207,2.551,5.102,0.205,2.551,5.102,0.205,0.002183126,2.6885,5.377,0.291,3.283,6.566,0.282,3.393,6.786,0.28,3.393,6.786,0.28,0.005134651,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.729820464
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,16.827,22.436,3.26,28.03725,37.383,3.35,0.099090408,2.4704,0.095398885,0.099090408,33.7755,45.034,3.34,33.7755,45.034,3.34,0,0.003691523,0.099090408,1.5945,2.126,0.135,1.86075,2.481,0.131,1.935,2.58,0.129,1.935,2.58,0.129,0.002373991,1.8375,2.45,0.167,2.2515,3.002,0.163,2.32875,3.105,0.162,2.32875,3.105,0.162,0.005385845,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.404792746
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,21.17625,28.235,4.48,35.31975,47.093,4.59,0.099090408,1.7572,0.095398885,0.099090408,42.56025,56.747,4.58,42.56025,56.747,4.58,0,0.003691523,0.099090408,2.01225,2.683,0.184,2.34825,3.131,0.179,2.442,3.256,0.177,2.442,3.256,0.177,0.002373991,2.313,3.084,0.228,2.835,3.78,0.222,2.93175,3.909,0.221,2.93175,3.909,0.221,0.005385845,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.569087184
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,26.11875,34.825,6.06,43.60425,58.139,6.2,0.099090408,1.3849,0.095398885,0.099090408,52.5555,70.074,6.18,52.5555,70.074,6.18,0,0.003691523,0.099090408,2.48775,3.317,0.249,2.9025,3.87,0.241,3.01875,4.025,0.239,3.01875,4.025,0.239,0.002373991,2.856,3.808,0.306,3.49875,4.665,0.299,3.6195,4.826,0.297,3.6195,4.826,0.297,0.005385845,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.722073796
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,14.279,14.279,2.93,24.986,24.986,3.02,0.091261423,2.4547,0.087820918,0.091261423,30.46,30.46,3.01,30.46,30.46,3.01,0,0.003440506,0.091261423,1.395,1.395,0.12,1.639,1.639,0.117,1.708,1.708,0.116,1.708,1.708,0.116,0.002356351,1.725,1.725,0.15,2.09,2.09,0.147,2.16,2.16,0.146,2.16,2.16,0.146,0.004904802,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.407381757
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,17.962,17.962,4.01,31.471,31.471,4.13,0.091261423,1.7419,0.087820918,0.091261423,38.38,38.38,4.12,38.38,38.38,4.12,0,0.003440506,0.091261423,1.761,1.761,0.165,2.067,2.067,0.16,2.156,2.156,0.158,2.156,2.156,0.158,0.002356351,2.173,2.173,0.206,2.633,2.633,0.201,2.722,2.722,0.2,2.722,2.722,0.2,0.004904802,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.574085768
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,22.149,22.149,5.42,38.851,38.851,5.58,0.091261423,1.3608,0.087820918,0.091261423,47.392,47.392,5.56,47.392,47.392,5.56,0,0.003440506,0.091261423,2.175,2.175,0.222,2.555,2.555,0.216,2.664,2.664,0.214,2.664,2.664,0.214,0.002356351,2.684,2.684,0.277,3.25,3.25,0.271,3.36,3.36,0.269,3.36,3.36,0.269,0.004904802,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.734861846
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,16.7655,11.177,2.54,25.3035,16.869,2.59,0.081540019,2.2613,0.07787478,0.081540019,29.7045,19.803,2.58,29.7045,19.803,2.58,0,0.003665239,0.081540019,1.5525,1.035,0.133,1.7925,1.195,0.129,1.8615,1.241,0.128,1.8615,1.241,0.128,0.002385634,1.509,1.006,0.147,1.9185,1.279,0.143,1.998,1.332,0.141,1.998,1.332,0.141,0.004914857,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.4422235
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,21.096,14.064,3.48,31.8765,21.251,3.55,0.081540019,1.6089,0.07787478,0.081540019,37.434,24.956,3.54,37.434,24.956,3.54,0,0.003665239,0.081540019,1.959,1.306,0.182,2.2635,1.509,0.177,2.3475,1.565,0.175,2.3475,1.565,0.175,0.002385634,1.899,1.266,0.2,2.4165,1.611,0.195,2.5155,1.677,0.193,2.5155,1.677,0.193,0.004914857,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.621542669
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,26.016,17.344,4.71,39.3555,26.237,4.79,0.081540019,1.2621,0.07787478,0.081540019,46.2315,30.821,4.77,46.2315,30.821,4.77,0,0.003665239,0.081540019,2.421,1.614,0.246,2.7975,1.865,0.238,2.901,1.934,0.236,2.901,1.934,0.236,0.002385634,2.346,1.564,0.27,2.982,1.988,0.262,3.1065,2.071,0.26,3.1065,2.071,0.26,0.004914857,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.792330243
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.8,9.396,4.698,1.33,16.192,8.096,1.49,0.056171582,2.7252,0.053038718,0.056171582,19.692,9.846,1.47,19.692,9.846,1.47,0,0.003132864,0.056171582,0.878,0.439,0.0689,1.042,0.521,0.0671,1.09,0.545,0.0665,1.09,0.545,0.0665,0.001443658,0.768,0.384,0.0608,0.958,0.479,0.0587,0.99,0.495,0.0581,0.99,0.495,0.0581,0.002362349,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.366945545
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,0.9,11.814,5.907,1.83,20.4,10.2,2.03,0.056171582,1.9172,0.053038718,0.056171582,24.824,12.412,2.02,24.824,12.412,2.02,0,0.003132864,0.056171582,1.108,0.554,0.0942,1.314,0.657,0.0917,1.374,0.687,0.0908,1.374,0.687,0.0908,0.001443658,0.968,0.484,0.0829,1.206,0.603,0.0802,1.248,0.624,0.0793,1.248,0.624,0.0793,0.002362349,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.521593991
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , svt ,1,14.558,7.279,2.47,25.182,12.591,2.74,0.056171582,1.483,0.053038718,0.056171582,30.658,15.329,2.72,30.658,15.329,2.72,0,0.003132864,0.056171582,1.368,0.684,0.127,1.622,0.811,0.123,1.698,0.849,0.122,1.698,0.849,0.122,0.001443658,1.194,0.597,0.112,1.49,0.745,0.108,1.54,0.77,0.107,1.54,0.77,0.107,0.002362349,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.674308833
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.8,13.399375,107.195,0.748,22.543375,180.347,0.764,0.082659278,3.4221,0.078965814,0.082659278,27.14425,217.154,0.762,27.14425,217.154,0.762,0,0.003693463,0.082659278,1.42775,11.422,0.0358,1.673375,13.387,0.0352,1.746625,13.973,0.035,1.746625,13.973,0.035,0.002385634,1.317,10.536,0.0377,1.681,13.448,0.0368,1.749,13.992,0.0365,1.749,13.992,0.0365,0.004468565,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.292218229
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.9,16.94125,135.53,1.06,28.521625,228.173,1.08,0.082659278,2.3373,0.078965814,0.082659278,34.34875,274.79,1.07,34.34875,274.79,1.07,0,0.003693463,0.082659278,1.809,14.472,0.0504,2.12,16.96,0.0495,2.21275,17.702,0.0493,2.21275,17.702,0.0493,0.002385634,1.668625,13.349,0.0528,2.129875,17.039,0.0516,2.215875,17.727,0.0512,2.215875,17.727,0.0512,0.004468565,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.427844094
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,1,20.93,167.44,1.48,35.253875,282.031,1.5,0.082659278,1.7637,0.078965814,0.082659278,42.462,339.696,1.5,42.462,339.696,1.5,0,0.003693463,0.082659278,2.238375,17.907,0.0704,2.62275,20.982,0.0692,2.737375,21.899,0.0688,2.737375,21.899,0.0688,0.002385634,2.064875,16.519,0.0735,2.635375,21.083,0.0718,2.74175,21.934,0.0712,2.74175,21.934,0.0712,0.004468565,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.566989851
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.8,14.171,56.684,0.769,23.57275,94.291,0.788,0.084618729,3.5025,0.080758391,0.084618729,28.25,113,0.785,28.25,113,0.785,0,0.003860338,0.084618729,1.46275,5.851,0.0369,1.71275,6.851,0.0363,1.791,7.164,0.0361,1.791,7.164,0.0361,0.002429557,1.2695,5.078,0.0368,1.63325,6.533,0.0358,1.70225,6.809,0.0355,1.70225,6.809,0.0355,0.004300632,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.28551035
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.9,17.90175,71.607,1.09,29.808,119.232,1.11,0.084618729,2.3974,0.080758391,0.084618729,35.732,142.928,1.11,35.732,142.928,1.11,0,0.003860338,0.084618729,1.8535,7.414,0.0519,2.17025,8.681,0.051,2.269,9.076,0.0508,2.269,9.076,0.0508,0.002429557,1.608,6.432,0.0516,2.06875,8.275,0.0502,2.1565,8.626,0.0498,2.1565,8.626,0.0498,0.004300632,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.417118545
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,1,22.1025,88.41,1.52,36.82925,147.317,1.55,0.084618729,1.8207,0.080758391,0.084618729,44.157,176.628,1.55,44.157,176.628,1.55,0,0.003860338,0.084618729,2.29325,9.173,0.0725,2.68475,10.739,0.0713,2.807,11.228,0.0709,2.807,11.228,0.0709,0.002429557,1.9895,7.958,0.0717,2.56,10.24,0.0699,2.66825,10.673,0.0693,2.66825,10.673,0.0693,0.004300632,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.549239304
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.8,12.7985,25.597,0.717,21.5775,43.155,0.731,0.079187902,3.5594,0.075500613,0.079187902,26.006,52.012,0.73,26.006,52.012,0.73,0,0.003687289,0.079187902,1.262,2.524,0.0326,1.484,2.968,0.032,1.5495,3.099,0.0318,1.5495,3.099,0.0318,0.002233753,1.103,2.206,0.0301,1.4115,2.823,0.0294,1.4665,2.933,0.0292,1.4665,2.933,0.0292,0.003691346,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.280946227
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.9,16.1675,32.335,1.01,27.2855,54.571,1.03,0.079187902,2.4207,0.075500613,0.079187902,32.8945,65.789,1.03,32.8945,65.789,1.03,0,0.003687289,0.079187902,1.599,3.198,0.0459,1.88,3.76,0.045,1.963,3.926,0.0447,1.963,3.926,0.0447,0.002233753,1.397,2.794,0.0423,1.7885,3.577,0.0413,1.858,3.716,0.0411,1.858,3.716,0.0411,0.003691346,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.413103648
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,1,19.9615,39.923,1.42,33.7135,67.427,1.44,0.079187902,1.8198,0.075500613,0.079187902,40.651,81.302,1.44,40.651,81.302,1.44,0,0.003687289,0.079187902,1.9785,3.957,0.0641,2.3255,4.651,0.0629,2.428,4.856,0.0625,2.428,4.856,0.0625,0.002233753,1.7285,3.457,0.0588,2.2125,4.425,0.0576,2.2985,4.597,0.0572,2.2985,4.597,0.0572,0.003691346,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.549510935
FMA ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , YES , YES , YES ,11,52,1, OFF , Wallace ,2,3,1,0, True , hvt ,0.8,12.984,17.312,0.724,22.15575,29.541,0.739,0.080043266,3.5673,0.07632246,0.080043266,26.76675,35.689,0.737,26.76675,35.689,0.737,0,0.003720805,0.080043266,1.30725,1.743,0.0331,1.53525,2.047,0.0326,1.605,2.14,0.0325,1.605,2.14,0.0325,0.002225992,1.287,1.716,0.0357,1.62675,2.169,0.0349,1.69575,2.261,0.0346,1.69575,2.261,0.0346,0.004215431,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,0.280324055
